,,FP2 - Force,,,FP2 - Moment,,,FP2 - CoP,,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,FP4 - Force,,,FP4 - Moment,,,FP4 - CoP,,,A-Myon EMG - Voltage,,,,,,,,,,,,,,,,,,B-Myon EMG - Voltage,,,,,,,,,,,,FP3 - Force,,,FP3 - Moment,,,FP3 - CoP,,,EMG_A_Acc - Voltage,,,,,,,,,,,,,,,,EMG_B_Acc - Voltage,,,,,,,,,,,,,,,,Trigger - Electric Potential,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
654,9,-0.0680973,0.125783,-0.499475,-57.3243,-50.8341,-115.013,202.9,-304.365,-0.0795827,0.161612,0.211154,-0.113053,-57.773,-29.7951,-210.596,198.84,300.407,0.0558755,0.064076,0.32375,-0.418652,-91.6595,-214.092,-7.2333,-199.669,-305.422,-0.130892,0.0265503,-0.000457764,-0.0167847,-0.0305176,0.00900269,0.121918,-0.018158,0.078125,-0.0291443,0.00274658,-0.0810242,-0.0216675,0.00991821,-0.0183105,-0.0869751,-0.0663757,2.67136,2.66739,0.0154114,0.0120544,0.00778198,0.0704956,-0.0260925,0.0231934,0.000915527,-0.134888,0.019989,-0.00228882,3.0838,3.10272,0.218049,0.559088,-0.423152,-60.5224,-89.0192,13.802,207.643,-1058.39,0.0770316,-0.0418854,-0.109825,-0.0126648,0.00595093,0.00587463,0.0528336,-0.0919342,-0.00205994,0.188179,0.165672,0.2388,0.202637,-0.168343,0.153961,-0.198517,0.208206,-0.0213623,0.0543594,0.160789,0.137558,-0.0922775,-0.192757,0.0707626,0.176849,0.235519,-0.211639,-0.200348,-0.135498,-0.135574,-0.0305557,0.299911,-0.0323486,-0.00732422
655,0,0.196388,-0.0489133,0.917492,-14.3611,125.976,33.7702,202.9,-304.365,-0.0795827,0.335809,0.478394,0.240465,-58.4047,75.363,-99.1126,198.84,300.407,0.0558755,-0.200447,0.145842,-1.48295,-3.77067,101.131,-44.4553,-131.455,-302.861,-0.0908342,-0.00549316,0.00534058,-0.0213623,-0.0395203,0.0196838,0.093689,0.0469971,0.0431824,0.00274658,0.00488281,-0.0918579,-0.0402832,-0.0117493,-0.0242615,-0.0640869,-0.0569153,2.65747,2.61597,0.00961304,0.0445557,-0.00640869,0.0611877,-0.0442505,0.01297,-0.0250244,-0.121002,0.0239563,0.0178528,3.29315,3.30109,-0.0476981,-0.325113,2.0816,346.061,17.7294,-81.1292,207.643,-1058.39,0.0770316,-0.041275,-0.0940704,0.0160217,-0.0148773,0.0405121,0.0606918,-0.0947952,0.0274658,0.197601,0.148239,0.203743,0.196724,-0.177002,0.181847,-0.194778,0.199623,-0.0659561,0.0263214,0.159645,0.109634,-0.0933075,-0.180092,0.0527191,0.150223,0.22522,-0.23365,-0.216522,-0.129814,-0.14164,0.00385284,0.277977,-0.0649643,0.00335693
655,1,0.109403,-0.0498884,-0.145003,-189.818,-16.1895,-78.025,202.9,-304.365,-0.0795827,-0.274473,-0.323878,-1.17361,-101.986,5.02821,-154.879,203.155,387.401,0.0382137,0.331414,-0.118188,-1.48254,41.0223,-73.785,-100.128,-249.408,-333.048,-0.151669,0.00152588,-0.0114441,-0.00289917,-0.0314331,-0.0344849,0.0544739,0.0357056,0.09552,-0.0318909,0.000152588,-0.106812,-0.0405884,0.00961304,0.00106812,-0.0769043,-0.0440979,2.66769,2.66479,0.0125122,0.00610352,-0.0437927,0.0810242,-0.0340271,-0.0538635,-0.0050354,-0.152283,0.00900269,0.0160217,3.26874,3.2666,0.128873,0.470844,-0.0653382,-60.573,-53.4729,-23.9687,207.643,-1058.39,0.0770316,-0.0296021,-0.101929,0.00385284,0.00659943,0.0104141,0.0497437,-0.111732,0.014534,0.207443,0.158577,0.202446,0.221252,-0.178947,0.217705,-0.169601,0.235023,-0.0253296,0.0583649,0.14019,0.128059,-0.0961685,-0.198135,0.0364685,0.175552,0.217285,-0.262947,-0.194511,-0.141487,-0.116196,-0.0226974,0.26226,-0.0572968,-0.00549316
655,2,0.107975,0.127036,0.20903,-189.859,-51.4186,70.7985,202.9,-304.365,-0.0795827,0.514226,0.21269,-1.52669,74.336,-64.1201,-136.162,156.869,251.784,0.0398292,-0.0229476,0.0577162,-1.83755,40.8573,-38.7407,29.9602,-220.758,-327.667,-0.136253,0.0242615,-0.00274658,-0.0115967,-0.0170898,-0.0750732,0.0262451,0.00167847,0.116577,-0.0183105,-0.00213623,-0.0791931,-0.0456238,0.0125122,-0.00518799,-0.0636292,-0.065918,2.63657,2.64175,0.0120544,0.00732422,0.000610352,0.0292969,-0.00915527,-0.0320435,-0.0154114,-0.0921631,0.0227356,0.0167847,3.28156,3.27805,-0.407051,0.117838,1.36613,-151.004,-17.9436,-61.6341,207.643,-1058.39,0.0770316,-0.0468445,-0.0969696,-0.0107956,0.0110245,0.012207,0.0421524,-0.0830078,0.00869751,0.194588,0.160522,0.205803,0.19207,-0.140114,0.159988,-0.187149,0.197067,-0.0153732,0.0583649,0.128555,0.107498,-0.134354,-0.206451,0.0278854,0.174942,0.211983,-0.237541,-0.189095,-0.110893,-0.148582,-0.0102997,0.255661,-0.055542,-0.00518799
655,3,0.19413,0.392963,0.917271,-58.0036,55.1186,-22.0622,202.9,-304.365,-0.0795827,-0.28105,0.652772,0.946954,73.4657,111.078,-229.128,198.84,300.407,0.0558755,0.0655859,0.0579362,-1.83749,-2.80296,-283.893,-62.9144,-354.156,-303.876,-0.224018,0.00640869,-0.0180054,0.00259399,-0.000915527,-0.115662,0.0221252,-0.00534058,0.143127,-0.035553,0.0288391,-0.0704956,-0.0283813,0.0187683,0.0352478,-0.0669861,-0.0262451,2.66037,2.65198,-0.0152588,0.0369263,0.0205994,0.0187683,0.00839233,-0.00564575,-0.01297,-0.115662,-0.00747681,-0.0120544,3.24982,3.26065,-0.0494463,0.116648,0.650602,-15.3388,-53.398,13.6867,207.643,-1058.39,0.0770316,-0.0461578,-0.0767517,0.000152588,-0.00038147,0.02491,0.0295639,-0.104942,0.030098,0.201073,0.177231,0.226555,0.198631,-0.149269,0.177536,-0.171356,0.200081,-0.00743866,0.0547409,0.143623,0.130692,-0.103569,-0.190887,0.00896454,0.153313,0.243034,-0.211296,-0.187569,-0.120392,-0.139847,-0.0217438,0.271263,-0.0719452,-0.00518799
655,4,-0.248374,0.125922,1.62499,-57.8083,-15.4311,89.5776,202.9,-304.365,-0.0795827,-0.629454,0.206865,-0.467037,30.1836,-29.3188,-173.369,198.84,300.407,0.0558755,-0.377918,-0.119367,0.290693,129.529,-38.5326,-7.15816,-199.669,-305.422,-0.130892,-0.0183105,0.0210571,0.000305176,0.0431824,-0.0616455,0.0296021,-0.00473022,0.0999451,-0.0456238,-0.000152588,-0.0904846,-0.0331116,0.0233459,-0.0012207,-0.0737,-0.0561523,2.63321,2.66129,0.00808716,-0.00915527,0.0187683,0.020752,-0.0117493,0.00137329,0.0387573,-0.137787,-0.0276184,-0.00595093,3.16269,3.18695,-0.0510425,-0.24129,-0.778985,74.9522,302.712,-5.89896,207.643,-1058.39,0.0770316,-0.0270081,-0.0973892,-0.00598907,-0.00087738,0.0273132,0.0422668,-0.116806,0.0284958,0.191231,0.16407,0.224228,0.187607,-0.132103,0.192986,-0.183945,0.199165,-0.0322342,0.0404358,0.155487,0.128326,-0.0821686,-0.196953,0.016098,0.164528,0.244484,-0.216446,-0.189629,-0.11982,-0.133209,-0.023613,0.260048,-0.0795746,0.00213623
655,5,0.463124,-0.0479036,0.209643,-145.995,19.3656,-22.1752,202.9,-304.365,-0.0795827,-0.277534,0.208651,-0.820274,-365.929,3.62551,-155.051,198.84,300.407,0.0558755,-0.113197,0.235093,0.290735,-48.1934,136.029,-25.9076,-199.669,-305.422,-0.130892,-0.0190735,0.00289917,-0.00534058,0.0448608,0.0718689,0.00762939,-0.0050354,0.12558,-0.0205994,0.0161743,-0.0862122,-0.0534058,0.0131226,-0.0186157,-0.0709534,-0.0447083,2.64389,2.67044,0.022583,0.017395,0.00320435,0.0108337,-0.0491333,0.0105286,0.00793457,-0.109253,0.0125122,-0.00549316,3.04718,3.07343,-0.229828,-0.32955,-0.421068,-15.3675,-17.8186,-5.22991,207.643,-1058.39,0.0770316,-0.042305,-0.0978088,0.0101852,0.00720978,-0.00476837,0.0646591,-0.105705,0.0363922,0.197792,0.166817,0.220222,0.189362,-0.17498,0.194664,-0.193291,0.208549,-0.020752,0.0591278,0.114975,0.107079,-0.132217,-0.188446,0.0408554,0.151215,0.237579,-0.22068,-0.168381,-0.0910568,-0.155754,0.0395966,0.254364,-0.0857925,0.0106812
655,6,-0.244769,0.036502,-0.499693,-58.0716,19.8987,145.362,202.9,-304.365,-0.0795827,-0.187006,-0.411819,0.240332,-188.538,-275.769,-61.9457,198.84,300.407,0.0558755,-0.11146,-0.207505,-0.773315,-180.668,-74.2991,11.2533,-199.669,-305.422,-0.130892,0.00167847,0.00320435,0.000762939,0.0230408,0.0967407,0.00686646,0.0187683,0.102234,-0.00320435,0.0126648,-0.0724792,-0.0177002,0.0280762,-0.00717163,-0.0447083,-0.045929,2.64694,2.63336,-0.00778198,0.0169373,-0.000915527,-0.0100708,-0.065155,0.0306702,-0.0408936,-0.0209045,0.00656128,0.025177,2.95425,2.9744,0.128041,0.469586,-0.780445,-15.3523,17.8273,13.5614,207.643,-1058.39,0.0770316,-0.0321579,-0.097084,-0.00507355,-0.0297546,0.0318146,0.056572,-0.0951767,0.0315475,0.199127,0.165672,0.226555,0.181465,-0.152054,0.205727,-0.194092,0.20134,-0.0273132,0.0686264,0.103683,0.107841,-0.087204,-0.199318,0.0406265,0.15358,0.240021,-0.213814,-0.184631,-0.097084,-0.120201,0.0371552,0.258942,-0.063591,0.0201416
655,7,0.288029,-0.137707,-0.852938,75.2673,-120.754,-96.181,202.9,-304.365,-0.0795827,-0.72018,0.47312,1.65364,-14.2889,40.5747,-6.15182,198.84,300.407,0.0558755,0.507198,-0.0287174,0.291194,262.71,-108.224,-62.8127,-199.669,-305.422,-0.130892,0.00793457,0.00991821,-0.0012207,0.0727844,0.0543213,0.0398254,0.0112915,0.116425,-0.0242615,0.0166321,-0.0915527,-0.0439453,0.0166321,0.00823975,-0.065918,-0.0592041,2.65366,2.6387,0.00335693,-0.00595093,0.0115967,0.0117493,0.0424194,0.0465393,-0.0692749,-0.0167847,0.0227356,0.000152588,2.845,2.87094,-0.0514585,-0.241919,-1.13654,-105.552,-124.408,145.895,98.0019,-965.409,0.0409765,-0.0162888,-0.0779343,0.0135803,0.00484467,0.0223923,0.0511551,-0.0809097,0.0286102,0.186386,0.167351,0.192795,0.195427,-0.153198,0.189705,-0.160446,0.204926,-0.00564575,0.0907898,0.120583,0.113335,-0.0931549,-0.204659,0.0324631,0.121994,0.202904,-0.241394,-0.186539,-0.0937271,-0.151901,0.034256,0.257072,-0.0908661,-0.00579834
655,8,-0.15771,0.125678,0.208636,-102.062,54.8841,-40.7282,202.9,-304.365,-0.0795827,0.336504,0.478145,-0.819935,-13.5805,-99.5879,49.6358,198.84,300.407,0.0558755,0.0623605,0.501347,1.70968,-136.234,-109.203,-25.8801,-199.669,-305.422,-0.130892,0.0038147,-0.00808716,0.0012207,0.0592041,0.00946045,0.0117493,0.0215149,0.0839233,-0.00823975,0.00534058,-0.0935364,-0.0256348,0.0151062,-0.0158691,-0.0346375,-0.0564575,2.67136,2.63596,0.0308228,0.00457764,-0.00411987,-0.0302124,0.13504,0.0289917,-0.00213623,0.0193787,-0.00198364,0.0398254,2.74536,2.76321,0.126079,-0.155547,-2.56712,74.9135,160.162,-62.2103,270.073,-1087.6,0.0557995,-0.0450516,-0.116196,0.0043869,-0.00198364,0.0253677,0.0471497,-0.10643,0.0291443,0.194397,0.189629,0.212708,0.180321,-0.16674,0.173531,-0.184822,0.203133,-0.018425,0.0597382,0.105667,0.126038,-0.113258,-0.224648,0.0450516,0.15049,0.214272,-0.241814,-0.183754,-0.0905609,-0.129814,0.039711,0.255318,-0.0838089,0.00183105
655,9,-0.247101,0.390177,-0.145748,-13.2934,-50.5904,-77.7461,202.9,-304.365,-0.0795827,0.249525,0.300195,-0.81995,205.663,41.7436,-6.00799,198.84,300.407,0.0558755,-0.463829,-1.00432,-0.418533,85.0303,31.3605,-7.20772,-199.669,-305.422,-0.130892,-0.000152588,0.0186157,0.0135803,0.117035,0.0195312,0.0344849,0.01297,0.0923157,-0.0367737,0.00396729,-0.0723267,-0.062561,0.0138855,-0.0300598,-0.0643921,-0.0695801,2.64557,2.62955,0.0305176,-0.0062561,-0.0134277,-0.052948,0.132904,-0.00106812,-0.0514221,0.00808716,0.0521851,0.0405884,-2.66312,-2.47253,0.220646,0.0297301,1.72311,75.2376,-159.954,164.601,207.643,-1058.39,0.0770316,-0.0405502,-0.0611115,-0.00423431,0.00461578,0.0479126,0.0457764,-0.0922775,-0.00312805,0.245628,0.201912,0.222816,0.199738,-0.15255,0.179787,-0.206985,0.19371,-0.038147,0.0551605,0.104103,0.105667,-0.109215,-0.203247,0.0509262,0.16201,0.222664,-0.225601,-0.178223,-0.107841,-0.137978,0.0403595,0.26165,-0.0658035,0.0088501
656,0,-0.158088,0.302255,-0.145573,-101.313,-86.3343,-59.2584,202.9,-304.365,-0.0795827,0.247639,0.655159,-0.820035,30.3455,-64.3539,-136.191,198.84,300.407,0.0558755,-0.290235,-0.118682,1.70968,-47.4219,-178.98,-7.21827,-199.669,-305.422,-0.130892,0.0218201,-0.00595093,0.039978,0.0338745,0.0254822,0.0198364,0.010376,0.0637817,-0.00427246,-0.000762939,-0.0872803,-0.0450134,0.0125122,-0.00778198,-0.0566101,-0.043335,2.62421,2.67136,-0.00396729,0.0227356,0.0177002,-0.0413513,0.114288,0.00732422,-0.0210571,0.00457764,-0.0180054,0.0105286,-3.17123,-3.16284,0.12939,-0.0616584,0.293152,300.96,124.725,13.0054,207.643,-1058.39,0.0770316,-0.0458527,-0.0513458,0.000686646,-0.00865936,0.0424576,0.0475311,-0.0912857,0.0124741,0.215263,0.192604,0.231857,0.213852,-0.1614,0.184898,-0.188828,0.187607,0.00709534,0.062027,0.104637,0.111923,-0.103264,-0.190544,0.0320816,0.149689,0.238724,-0.222511,-0.185471,-0.0971222,-0.111008,0.038147,0.258141,-0.0914001,0.0109863
656,1,-0.0674978,0.21381,-1.20776,-14.444,126.004,89.5724,307.21,-292.514,0.0693982,0.2519,-0.320658,0.594065,-233.411,-100.801,-136.355,198.84,300.407,0.0558755,0.330123,0.0591767,-0.0636728,-4.10738,241.132,-63.087,-199.669,-305.422,-0.130892,-0.0114441,0.0164795,-0.00106812,-0.0434875,0.0283813,0.00518799,-0.0138855,0.0222778,-0.01297,0.00717163,-0.0802612,-0.0352478,0.00823975,-0.0204468,-0.0686646,-0.0360107,2.66205,2.65381,0.00671387,0.0276184,0.0012207,-0.0198364,0.106506,-0.0337219,0.042572,-0.0205994,-0.00274658,0.0271606,-3.1517,-3.17993,0.0400789,0.560941,0.649716,165.358,53.4076,-24.4195,207.643,-1058.39,0.0770316,-0.0269699,-0.0688553,-0.0110245,0.0157166,0.0257874,0.0284576,-0.0962067,0.0374985,0.22747,0.208435,0.234718,0.172958,-0.179176,0.195274,-0.165405,0.227127,-0.0300217,0.0516891,0.146484,0.114632,-0.100784,-0.187988,0.0373077,0.142174,0.213432,-0.248947,-0.188828,-0.0903702,-0.129013,0.0504303,0.224266,-0.0902176,-0.0134277
656,2,0.197587,0.127141,-0.499081,73.0066,267.664,89.6325,202.9,-304.365,-0.0795827,-0.455488,0.474189,0.239947,-233.549,-65.7741,-210.702,198.84,300.407,0.0558755,0.24115,0.235857,-0.063784,85.2377,-38.661,-62.9418,-199.669,-305.422,-0.130892,0.00808716,0.0131226,-0.00991821,0.00442505,0.0140381,-0.0163269,0.0343323,0.0140381,-0.00564575,0.0192261,-0.0413513,-0.0294495,0.0256348,0.0184631,-0.0666809,-0.0382996,2.64542,2.6651,0.0106812,0.0276184,0.00686646,0.00259399,0.0924683,-0.0158691,0.0839233,-0.0305176,0.0184631,0.0393677,-3.18436,-3.17581,-0.229811,-0.418406,-0.420912,120.311,-124.498,70.2162,207.643,-1058.39,0.0770316,-0.0422668,-0.0697708,0.0131607,-0.0260925,0.0348663,0.0507355,-0.0993729,0.0278473,0.245857,0.212173,0.256271,0.232124,-0.163994,0.203362,-0.184517,0.182495,-0.0315857,0.0632477,0.121078,0.100937,-0.149231,-0.233154,0.0399399,0.130157,0.236664,-0.157471,-0.166321,-0.1091,-0.097084,0.0437164,0.232391,-0.105324,0.00518799
656,3,0.286978,-0.137358,-0.144696,117.91,161.89,-96.2567,202.9,-304.365,-0.0795827,-0.102394,0.29841,-0.466714,118.128,-28.8381,-117.557,198.84,300.407,0.0558755,0.0647211,0.235068,-1.12809,-136.267,-109.185,29.8771,-296.469,-184.639,-0.228464,0.0213623,-0.00946045,0.025177,0.0231934,0.00183105,0.0050354,0.0221252,0.0341797,0.000457764,0.00549316,-0.111847,-0.0546265,-0.00473022,0.00442505,-0.0444031,-0.0469971,2.65442,2.64542,0.00198364,0.0163269,0.022583,0.0234985,0.0628662,0.0180054,0.0808716,-0.0630188,0.00518799,0.0382996,-3.19229,-3.14514,-0.0498791,0.204874,0.292892,-60.4904,89.1436,70.0506,207.643,-1058.39,0.0770316,-0.0234985,-0.0566864,-0.0376892,-0.00160217,0.028801,0.0545502,-0.0898743,0.0110626,0.219574,0.200081,0.234642,0.189781,-0.1577,0.18692,-0.177803,0.22686,-0.0326538,0.0801849,0.13195,0.0809479,-0.11734,-0.198593,0.0494385,0.134811,0.230484,-0.13752,-0.131416,-0.120964,-0.107536,0.0453949,0.191879,-0.109406,0.000915527
656,4,-0.0726057,0.391953,1.62512,-13.6671,-15.2241,52.4414,202.9,-304.365,-0.0795827,0.248359,0.389186,0.240429,-189.421,-100.567,-136.326,198.84,300.407,0.0558755,0.155013,-0.472311,-1.1278,40.7391,31.2321,-62.9914,-171.964,-341.504,-0.102471,0.0169373,-0.00320435,0.030365,0.0558472,0.0114441,0.00366211,0.0134277,0.0386047,-0.019989,0.0193787,-0.0975037,-0.0547791,0.00335693,-0.0219727,-0.06073,-0.0398254,2.64282,2.64053,-0.00366211,0.0315857,0.018158,-0.0138855,-0.0177002,0.0157166,0.0636292,0.0228882,-0.00335693,0.0260925,-3.13782,-3.15033,0.21815,0.0259553,-0.422215,210.601,124.741,31.9645,207.643,-1058.39,0.0770316,-0.0350189,-0.0500488,0.0131989,-0.00396729,0.0315857,0.0458527,-0.087471,0.0137711,0.227165,0.201454,0.233498,0.195351,-0.18013,0.195236,-0.179138,0.215149,-0.0212479,0.0589371,0.110855,0.110703,-0.133171,-0.220032,0.0621033,0.136261,0.258636,-0.135155,-0.113602,-0.119781,-0.0922012,0.0201797,0.202446,-0.106812,-0.00579834
656,5,-0.0692223,0.0379298,0.562932,-13.4314,-50.5447,15.2575,202.9,-304.365,-0.0795827,0.248367,0.300612,0.947384,161.77,41.4748,-154.715,198.84,300.407,0.0558755,-0.111212,-0.64929,0.645759,40.4671,136.243,-44.4402,-199.669,-305.422,-0.130892,0.0219727,0.0169373,0.0259399,0.0682068,0.0308228,0.0100708,0.00640869,0.00534058,-0.0201416,0.00488281,-0.0601196,-0.045166,0.0205994,-0.014801,-0.0701904,-0.0460815,2.68845,2.66449,0.00732422,0.00411987,-0.000152588,-0.00640869,-0.052948,0.0331116,0.00839233,0.0480652,-0.00411987,0.00228882,-3.07663,-3.11264,0.0380667,0.202374,-1.13742,-105.858,-18.0014,-99.3946,191.965,-965.391,-0.0683635,-0.0380707,-0.0522995,0.0124359,-0.0161362,0.0432968,0.0375748,-0.0912857,0.00141144,0.219269,0.203896,0.236206,0.185699,-0.16655,0.172119,-0.187492,0.222855,-0.0536728,0.0656891,0.131226,0.0867462,-0.13382,-0.206108,0.0467682,0.138588,0.244637,-0.140915,-0.148392,-0.122986,-0.105476,0.0534439,0.219765,-0.0862885,0.0109863
656,6,0.107753,-0.137567,1.27153,-101.035,-156.912,-3.4209,202.9,-304.365,-0.0795827,0.423748,0.301713,1.65443,-146.709,144.966,-173.526,198.84,300.407,0.0558755,-0.112105,-0.118823,-0.0638797,-47.986,66.0074,-81.6417,-199.669,-305.422,-0.130892,-0.00213623,-0.01297,0.00320435,0.0112915,0.00839233,0.0216675,-0.0131226,-0.00732422,-0.0161743,0.0106812,-0.071106,-0.0447083,0.00366211,0.000915527,-0.0621033,-0.0483704,2.64038,2.62085,0.0318909,0.0106812,0.0340271,-0.00518799,-0.113678,0.0271606,-0.113068,0.0987244,0.0105286,0.00747681,-2.99988,-3.01147,-0.409979,0.20229,-1.1369,165.574,-160.003,126.788,66.7261,-1203.88,0.496958,-0.0568008,-0.0606537,0.00602722,0.0056839,-0.0140762,0.0473785,-0.0996399,0.0259018,0.243683,0.194702,0.234489,0.197563,-0.1577,0.177689,-0.171661,0.204659,-0.0408936,0.0508881,0.122185,0.110703,-0.11982,-0.202446,0.0611115,0.125465,0.248756,-0.126076,-0.147514,-0.111504,-0.100288,0.040741,0.22049,-0.101089,0.00305176
656,7,0.106997,0.215586,0.563107,-190.345,54.47,33.5442,202.9,-304.365,-0.0795827,-0.101219,0.120845,-0.820138,-102.78,145.222,-80.5734,198.84,300.407,0.0558755,0.065593,-0.0303979,-1.48273,129.301,66.4541,-62.9498,-154.838,-392.599,-0.0754772,0.00915527,0.0134277,0.0245667,0.014801,0.0283813,0.00701904,0.00579834,-0.0088501,-0.00686646,-0.0291443,-0.10025,-0.0712585,0.0050354,-0.0218201,-0.0550842,-0.0393677,2.67456,2.63672,0.0260925,0.0192261,0.00167847,-0.00656128,-0.196991,0.0233459,-0.138245,0.110931,-0.0012207,0.0166321,-2.92831,-2.9599,-0.140286,0.0258879,-0.421797,165.411,124.732,32.0171,207.643,-1058.39,0.0770316,-0.0344086,-0.0802231,0.0187302,0.00492096,-0.0230026,0.0463104,-0.0899506,-0.000228882,0.211639,0.157051,0.233345,0.176048,-0.172806,0.205994,-0.18261,0.214195,-0.0307083,0.0570297,0.148354,0.132217,-0.11982,-0.21904,0.0555801,0.116158,0.214691,-0.118523,-0.137329,-0.108757,-0.0757599,0.039978,0.224609,-0.106049,0.00793457
656,8,0.0218928,-0.0506894,-0.853376,-13.4314,-50.5447,15.2575,202.9,-304.365,-0.0795827,-0.102419,0.564133,-2.58758,206.655,-133.498,-98.8897,147.253,220.562,0.0408824,-0.28937,-0.295814,1.00027,85.2154,-38.6489,-25.7704,-199.669,-305.422,-0.130892,-0.0144958,0.0190735,0.0282288,0.0726318,0.0119019,0.00183105,0.0100708,-0.0233459,-0.0274658,-0.014801,-0.0959778,-0.0442505,-0.00152588,0.00213623,-0.0724792,-0.0369263,2.6828,2.64359,0.00396729,0.0254822,0.00213623,0.0334167,-0.106354,0.0233459,-0.0234985,0.147247,0.00442505,0.0144958,-2.892,-2.85797,-0.229828,-0.32955,-0.421068,-422.153,17.6181,-61.3812,207.643,-1058.39,0.0770316,-0.031662,-0.072937,0.000991821,0.0166321,-0.0113297,0.063858,-0.106621,-0.000686646,0.220108,0.186195,0.251808,0.188065,-0.186386,0.197983,-0.172272,0.20546,-0.0345993,0.0537109,0.113792,0.107079,-0.118256,-0.227814,0.030632,0.108986,0.236435,-0.119591,-0.122681,-0.103951,-0.0703049,0.0229263,0.213776,-0.0918961,-0.0344849
656,9,0.111358,-0.226987,-0.853157,30.0159,90.8625,-40.5498,202.9,-304.365,-0.0795827,-0.452641,-0.235405,1.65398,-146.212,39.8559,-80.577,198.84,300.407,0.0558755,0.243532,-0.295424,-1.83727,-3.54322,-3.85531,11.3364,-201.769,-303.498,-0.132781,-0.0469971,0.00213623,0.0422668,0.071106,0.0184631,-0.00366211,-0.00213623,-0.0401306,-0.0120544,-0.00228882,-0.0871277,-0.0360107,0.0106812,-0.0120544,-0.0566101,-0.057373,2.67761,2.65045,0.0215149,0.0447083,0.0144958,0.0369263,0.102539,0.0454712,0.00213623,0.171814,0.0395203,0.0180054,3.09708,3.06854,0.219781,0.206183,1.00769,-60.5662,-89.0855,-23.906,207.643,-1058.39,0.0770316,-0.0360107,-0.065155,-0.0389481,0.022316,-0.0239944,0.0484085,-0.0908661,0.0278091,0.219498,0.205421,0.222969,0.183296,-0.15831,0.20916,-0.178719,0.19104,-0.0241089,0.0664902,0.0653076,0.112381,-0.130348,-0.231819,0.0892258,0.0973129,0.243149,-0.115623,-0.131493,-0.0894928,-0.109634,0.0691986,0.216141,-0.124283,0.0186157
657,0,-0.0637367,-0.316791,-1.91574,-14.2231,125.93,-59.2336,268.648,-296.895,0.014322,-0.101897,-0.0560547,1.65417,-57.8095,-29.7819,-154.842,198.84,300.407,0.0558755,-0.289377,-0.207481,0.645507,-3.40055,-38.8874,-81.5807,-199.669,-305.422,-0.130892,-0.00610352,0.017395,0.00152588,0.0518799,0.0366211,-0.0161743,0.0213623,-0.0230408,-0.015564,-0.0112915,-0.087738,-0.0488281,0.00717163,-0.0248718,-0.0761414,-0.0378418,2.65488,2.64771,0.0192261,0.0111389,0.0387573,0.0138855,0.141754,0.0106812,-0.010376,0.145416,0.00473022,0.00244141,3.29041,3.28522,0.486163,-0.0641075,-1.13748,120.296,-160.144,51.4249,66.7186,-1164.14,0.427035,-0.0406265,-0.0756836,-0.000228882,0.0289536,0.00118256,0.0705719,-0.0902557,-0.00637054,0.221405,0.189285,0.24025,0.191383,-0.188675,0.182381,-0.186043,0.207748,-0.0236893,0.0370789,0.0569916,0.107727,-0.137253,-0.209351,0.100479,0.0844574,0.276794,-0.122871,-0.116158,-0.107994,-0.0947952,0.0764084,0.223579,-0.134888,-0.00793457
