Frame,Sub Frame,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
654,0,-0.00946045,0.0357056,0.0442505,-0.00183105,-0.00259399,-0.0244141,0.0204468,-0.0410461,-0.0260925,-0.00305176,-0.0740051,-0.0387573,-0.0050354,-0.0123596,-0.057373,-0.0474548,2.64801,2.65137,0.00930786,0.0286865,0.00488281,0.000915527,-0.00579834,0.0218201,0.0157166,-0.143738,-0.00106812,-0.0012207,-3.16696,-3.16559,0.128957,0.0265676,-0.0645566,74.9305,-160.418,-99.3544,207.643,-1058.39,0.0770316,-0.022049,-0.0999832,-0.0109482,0.0257111,0.0222015,0.0572205,-0.0920868,-0.00823975,0.204582,0.1791,0.196228,0.200233,-0.174789,0.187111,-0.198326,0.211334,-0.0437164,0.0406265,0.192757,0.046463,-0.0621796,-0.206566,0.0236511,0.154877,0.24086,-0.242996,-0.268631,-0.126953,-0.17662,-0.0495529,0.268135,-0.13588,0.00488281
654,1,0.00106812,0.0265503,0.00701904,0.0363159,0.0349426,-0.0553894,0.000305176,-0.0588989,-0.0375366,0.00808716,-0.0784302,-0.0463867,0.0236511,0.00701904,-0.0466919,-0.0544739,2.64954,2.65747,0.0146484,-0.00457764,0.0543213,-0.0050354,0.00564575,-0.0437927,0.000152588,-0.125275,0.0209045,0.0152588,-3.16711,-3.17047,-0.137858,0.385084,1.7229,29.8263,-267.165,-42.5519,207.643,-1058.39,0.0770316,-0.0267792,-0.0801849,0.0247574,0.00827789,0.0107574,0.0370407,-0.086937,0.0161362,0.212708,0.181007,0.225868,0.216331,-0.180511,0.200348,-0.175781,0.188408,-0.0564194,0.0489044,0.16407,0.0886917,-0.100441,-0.211296,0.0306702,0.165329,0.262794,-0.254936,-0.268135,-0.111809,-0.139618,-0.0214767,0.257301,-0.107689,0.0088501
654,2,0.0120544,0.0289917,0.038147,0.0604248,0.0489807,-0.0514221,0.0224304,-0.070343,-0.03479,0.0195312,-0.0965881,-0.0384521,0.0271606,0.00762939,-0.070343,-0.0444031,2.64542,2.67929,0.00228882,0.0219727,0.0595093,0.0418091,-0.042572,0.0149536,-0.00534058,-0.162048,0.0302124,-0.0163269,-3.16254,-3.17841,-0.317459,0.206711,1.36586,-60.5478,160.303,32.2174,207.643,-1058.39,0.0770316,-0.0270844,-0.0860977,0.00465393,0.00488281,0.0243378,0.0563431,-0.0979233,0.0186539,0.193405,0.180855,0.210648,0.225601,-0.152168,0.163498,-0.192261,0.195465,-0.069809,0.0597763,0.158234,0.0626373,-0.0728989,-0.168457,0.0439453,0.173454,0.240059,-0.251694,-0.236893,-0.118942,-0.158386,-0.018158,0.25631,-0.0873566,0.0192261
654,3,-0.00259399,0.0172424,0.0204468,0.00305176,0.0402832,-0.0296021,-0.00427246,-0.058136,-0.0395203,0.0341797,-0.0494385,-0.0184631,0.0163269,0.0184631,-0.0700378,-0.0483704,2.66174,2.68936,0.00457764,0.0210571,0.0648499,0.0540161,-0.00961304,0.0144958,-0.0151062,-0.19577,0.00701904,-0.0189209,-3.18329,-3.19107,-0.0502275,-0.151177,-0.0640354,-150.922,124.673,32.3852,207.643,-1058.39,0.0770316,-0.0402069,-0.112267,-0.00823975,0.0126266,0.0263596,0.0588226,-0.0947571,0.0153732,0.226669,0.181465,0.22789,0.221825,-0.150337,0.183792,-0.187187,0.174599,-0.0543594,0.0527191,0.144424,0.0485992,-0.072937,-0.186234,0.0382614,0.170288,0.240288,-0.24807,-0.259209,-0.114899,-0.149612,-0.0126266,0.270157,-0.0725937,-0.00671387
654,4,0.0132751,0.0192261,-0.00152588,0.0286865,0.0384521,0.0144958,-0.00656128,-0.0715637,-0.0314331,0.00244141,-0.0636292,-0.0427246,0.00366211,0.000762939,-0.0639343,-0.0535583,2.68417,2.66052,0.0267029,0.0163269,0.0215149,0.0604248,0.0292969,0.0134277,-0.0140381,-0.22583,0.0154114,-0.000457764,-3.14987,-3.18344,-0.139853,-0.0623381,-0.0640874,300.83,231.397,-81.4525,207.643,-1058.39,0.0770316,-0.026474,-0.0904083,0.0265503,0.00705719,0.0279999,0.059967,-0.0906754,0.00732422,0.204544,0.168953,0.204506,0.212097,-0.15358,0.18116,-0.194473,0.207138,-0.0655746,0.0550842,0.156746,0.0630569,-0.0777054,-0.230904,0.0350571,0.169067,0.234833,-0.285797,-0.247726,-0.1437,-0.161247,0.0104141,0.245743,-0.0760269,0.00823975
654,5,0.0195312,0.0088501,0.0151062,0.00106812,0.0247192,0.0975037,0.0161743,-0.0733948,-0.0038147,0.0468445,-0.0778198,-0.0320435,0.00961304,0.0180054,-0.0575256,-0.0424194,2.63153,2.62924,0.0106812,0.0120544,0.0134277,0.0292969,0.000305176,0.0283813,0.00961304,-0.205383,0.0314331,0.0125122,-3.0719,-3.07358,-0.765088,0.207255,1.72394,165.249,53.2417,-118.689,207.643,-1058.39,0.0770316,-0.0263977,-0.100327,0.0133896,-0.0211716,0.00900269,0.0735092,-0.0999069,0.0476837,0.21843,0.171242,0.210381,0.222664,-0.17067,0.195007,-0.181694,0.21389,-0.0653839,0.0690842,0.17807,0.0701904,-0.0733948,-0.174561,0.0626755,0.166893,0.225754,-0.270844,-0.255051,-0.124893,-0.13649,-0.00205994,0.241318,-0.086441,-0.000305176
654,6,0.0271606,0.00808716,-0.00259399,0.0253296,-0.0180054,0.132751,0.0361633,-0.0559998,-0.0320435,-0.00106812,-0.0889587,-0.0437927,0.0317383,-0.000152588,-0.0588989,-0.0534058,2.6532,2.65076,0.00198364,0.0393677,-0.018158,0.0109863,0.040741,0.014801,0.0146484,-0.219421,0.0135803,-0.00411987,-3.00323,-3.022,-0.408731,0.204177,-0.0642436,120.242,124.757,50.9237,207.643,-1058.39,0.0770316,-0.0301361,-0.0902557,-0.00225067,-0.00797272,0.0145721,0.0619507,-0.103951,0.00473022,0.218277,0.158195,0.217133,0.206375,-0.1688,0.194016,-0.176544,0.215073,-0.069046,0.04673,0.178185,0.0882339,-0.0843048,-0.185776,0.0104904,0.150642,0.226631,-0.271187,-0.270805,-0.128174,-0.169754,-0.0144577,0.269585,-0.0814438,0.00610352
654,7,0.0154114,0.0245667,-0.00213623,-0.0224304,-0.0224304,0.0888062,-0.000915527,-0.032959,-0.0180054,0.0218201,-0.0765991,-0.0431824,0.00411987,-0.0152588,-0.045929,-0.0369263,2.65411,2.64832,-0.000457764,0.030365,-0.0415039,0.0247192,0.127411,0.0447083,0.0106812,-0.158844,0.00976562,-0.017395,-2.94403,-2.94876,0.0414449,-0.0591588,1.72347,-15.2308,-160.103,89.2906,207.643,-1058.39,0.0770316,-0.0370407,-0.110092,0.00988007,-0.00297546,0.0250244,0.0321198,-0.107498,0.0163651,0.1968,0.173721,0.203476,0.218315,-0.172844,0.196724,-0.183487,0.217133,-0.0667572,0.048027,0.159149,0.076828,-0.0851822,-0.209236,0.0196838,0.176582,0.230331,-0.261421,-0.232277,-0.149612,-0.172844,-0.00789642,0.251999,-0.0880814,0.022583
654,8,0.0119019,0.0152588,-0.0292969,-0.030365,0.000457764,0.100555,0.00747681,0.0404358,-0.018158,0.0131226,-0.0810242,-0.0436401,0.0305176,0.000305176,-0.0553894,-0.0448608,2.66556,2.66922,0.0192261,0.010376,-0.00473022,0.0151062,-0.000305176,0.0358582,-0.0276184,-0.159149,-0.0216675,0.00701904,-2.89612,-2.8801,0.308243,-0.32882,-0.0641398,-195.925,-53.1666,164.729,207.643,-1058.39,0.0770316,-0.0309372,-0.0830078,-0.000686646,-0.00801086,0.0118256,0.0437164,-0.0912476,0.0396347,0.204124,0.166283,0.227356,0.218201,-0.155067,0.206528,-0.199051,0.205956,-0.0335312,0.0522232,0.152969,0.0913239,-0.0977325,-0.196571,0.0367737,0.137596,0.223732,-0.236588,-0.205917,-0.124893,-0.135002,0.019455,0.289268,-0.0302124,-0.00762939
654,9,0.0265503,-0.000457764,-0.0167847,-0.0305176,0.00900269,0.121918,-0.018158,0.078125,-0.0291443,0.00274658,-0.0810242,-0.0216675,0.00991821,-0.0183105,-0.0869751,-0.0663757,2.67136,2.66739,0.0154114,0.0120544,0.00778198,0.0704956,-0.0260925,0.0231934,0.000915527,-0.134888,0.019989,-0.00228882,3.0838,3.10272,0.218049,0.559088,-0.423152,-60.5224,-89.0192,13.802,207.643,-1058.39,0.0770316,-0.0418854,-0.109825,-0.0126648,0.00595093,0.00587463,0.0528336,-0.0919342,-0.00205994,0.188179,0.165672,0.2388,0.202637,-0.168343,0.153961,-0.198517,0.208206,-0.0213623,0.0543594,0.160789,0.137558,-0.0922775,-0.192757,0.0707626,0.176849,0.235519,-0.211639,-0.200348,-0.135498,-0.135574,-0.0305557,0.299911,-0.0323486,-0.00732422
655,0,-0.00549316,0.00534058,-0.0213623,-0.0395203,0.0196838,0.093689,0.0469971,0.0431824,0.00274658,0.00488281,-0.0918579,-0.0402832,-0.0117493,-0.0242615,-0.0640869,-0.0569153,2.65747,2.61597,0.00961304,0.0445557,-0.00640869,0.0611877,-0.0442505,0.01297,-0.0250244,-0.121002,0.0239563,0.0178528,3.29315,3.30109,-0.0476981,-0.325113,2.0816,346.061,17.7294,-81.1292,207.643,-1058.39,0.0770316,-0.041275,-0.0940704,0.0160217,-0.0148773,0.0405121,0.0606918,-0.0947952,0.0274658,0.197601,0.148239,0.203743,0.196724,-0.177002,0.181847,-0.194778,0.199623,-0.0659561,0.0263214,0.159645,0.109634,-0.0933075,-0.180092,0.0527191,0.150223,0.22522,-0.23365,-0.216522,-0.129814,-0.14164,0.00385284,0.277977,-0.0649643,0.00335693
655,1,0.00152588,-0.0114441,-0.00289917,-0.0314331,-0.0344849,0.0544739,0.0357056,0.09552,-0.0318909,0.000152588,-0.106812,-0.0405884,0.00961304,0.00106812,-0.0769043,-0.0440979,2.66769,2.66479,0.0125122,0.00610352,-0.0437927,0.0810242,-0.0340271,-0.0538635,-0.0050354,-0.152283,0.00900269,0.0160217,3.26874,3.2666,0.128873,0.470844,-0.0653382,-60.573,-53.4729,-23.9687,207.643,-1058.39,0.0770316,-0.0296021,-0.101929,0.00385284,0.00659943,0.0104141,0.0497437,-0.111732,0.014534,0.207443,0.158577,0.202446,0.221252,-0.178947,0.217705,-0.169601,0.235023,-0.0253296,0.0583649,0.14019,0.128059,-0.0961685,-0.198135,0.0364685,0.175552,0.217285,-0.262947,-0.194511,-0.141487,-0.116196,-0.0226974,0.26226,-0.0572968,-0.00549316
655,2,0.0242615,-0.00274658,-0.0115967,-0.0170898,-0.0750732,0.0262451,0.00167847,0.116577,-0.0183105,-0.00213623,-0.0791931,-0.0456238,0.0125122,-0.00518799,-0.0636292,-0.065918,2.63657,2.64175,0.0120544,0.00732422,0.000610352,0.0292969,-0.00915527,-0.0320435,-0.0154114,-0.0921631,0.0227356,0.0167847,3.28156,3.27805,-0.407051,0.117838,1.36613,-151.004,-17.9436,-61.6341,207.643,-1058.39,0.0770316,-0.0468445,-0.0969696,-0.0107956,0.0110245,0.012207,0.0421524,-0.0830078,0.00869751,0.194588,0.160522,0.205803,0.19207,-0.140114,0.159988,-0.187149,0.197067,-0.0153732,0.0583649,0.128555,0.107498,-0.134354,-0.206451,0.0278854,0.174942,0.211983,-0.237541,-0.189095,-0.110893,-0.148582,-0.0102997,0.255661,-0.055542,-0.00518799
655,3,0.00640869,-0.0180054,0.00259399,-0.000915527,-0.115662,0.0221252,-0.00534058,0.143127,-0.035553,0.0288391,-0.0704956,-0.0283813,0.0187683,0.0352478,-0.0669861,-0.0262451,2.66037,2.65198,-0.0152588,0.0369263,0.0205994,0.0187683,0.00839233,-0.00564575,-0.01297,-0.115662,-0.00747681,-0.0120544,3.24982,3.26065,-0.0494463,0.116648,0.650602,-15.3388,-53.398,13.6867,207.643,-1058.39,0.0770316,-0.0461578,-0.0767517,0.000152588,-0.00038147,0.02491,0.0295639,-0.104942,0.030098,0.201073,0.177231,0.226555,0.198631,-0.149269,0.177536,-0.171356,0.200081,-0.00743866,0.0547409,0.143623,0.130692,-0.103569,-0.190887,0.00896454,0.153313,0.243034,-0.211296,-0.187569,-0.120392,-0.139847,-0.0217438,0.271263,-0.0719452,-0.00518799
655,4,-0.0183105,0.0210571,0.000305176,0.0431824,-0.0616455,0.0296021,-0.00473022,0.0999451,-0.0456238,-0.000152588,-0.0904846,-0.0331116,0.0233459,-0.0012207,-0.0737,-0.0561523,2.63321,2.66129,0.00808716,-0.00915527,0.0187683,0.020752,-0.0117493,0.00137329,0.0387573,-0.137787,-0.0276184,-0.00595093,3.16269,3.18695,-0.0510425,-0.24129,-0.778985,74.9522,302.712,-5.89896,207.643,-1058.39,0.0770316,-0.0270081,-0.0973892,-0.00598907,-0.00087738,0.0273132,0.0422668,-0.116806,0.0284958,0.191231,0.16407,0.224228,0.187607,-0.132103,0.192986,-0.183945,0.199165,-0.0322342,0.0404358,0.155487,0.128326,-0.0821686,-0.196953,0.016098,0.164528,0.244484,-0.216446,-0.189629,-0.11982,-0.133209,-0.023613,0.260048,-0.0795746,0.00213623
655,5,-0.0190735,0.00289917,-0.00534058,0.0448608,0.0718689,0.00762939,-0.0050354,0.12558,-0.0205994,0.0161743,-0.0862122,-0.0534058,0.0131226,-0.0186157,-0.0709534,-0.0447083,2.64389,2.67044,0.022583,0.017395,0.00320435,0.0108337,-0.0491333,0.0105286,0.00793457,-0.109253,0.0125122,-0.00549316,3.04718,3.07343,-0.229828,-0.32955,-0.421068,-15.3675,-17.8186,-5.22991,207.643,-1058.39,0.0770316,-0.042305,-0.0978088,0.0101852,0.00720978,-0.00476837,0.0646591,-0.105705,0.0363922,0.197792,0.166817,0.220222,0.189362,-0.17498,0.194664,-0.193291,0.208549,-0.020752,0.0591278,0.114975,0.107079,-0.132217,-0.188446,0.0408554,0.151215,0.237579,-0.22068,-0.168381,-0.0910568,-0.155754,0.0395966,0.254364,-0.0857925,0.0106812
655,6,0.00167847,0.00320435,0.000762939,0.0230408,0.0967407,0.00686646,0.0187683,0.102234,-0.00320435,0.0126648,-0.0724792,-0.0177002,0.0280762,-0.00717163,-0.0447083,-0.045929,2.64694,2.63336,-0.00778198,0.0169373,-0.000915527,-0.0100708,-0.065155,0.0306702,-0.0408936,-0.0209045,0.00656128,0.025177,2.95425,2.9744,0.128041,0.469586,-0.780445,-15.3523,17.8273,13.5614,207.643,-1058.39,0.0770316,-0.0321579,-0.097084,-0.00507355,-0.0297546,0.0318146,0.056572,-0.0951767,0.0315475,0.199127,0.165672,0.226555,0.181465,-0.152054,0.205727,-0.194092,0.20134,-0.0273132,0.0686264,0.103683,0.107841,-0.087204,-0.199318,0.0406265,0.15358,0.240021,-0.213814,-0.184631,-0.097084,-0.120201,0.0371552,0.258942,-0.063591,0.0201416
655,7,0.00793457,0.00991821,-0.0012207,0.0727844,0.0543213,0.0398254,0.0112915,0.116425,-0.0242615,0.0166321,-0.0915527,-0.0439453,0.0166321,0.00823975,-0.065918,-0.0592041,2.65366,2.6387,0.00335693,-0.00595093,0.0115967,0.0117493,0.0424194,0.0465393,-0.0692749,-0.0167847,0.0227356,0.000152588,2.845,2.87094,-0.0514585,-0.241919,-1.13654,-105.552,-124.408,145.895,98.0019,-965.409,0.0409765,-0.0162888,-0.0779343,0.0135803,0.00484467,0.0223923,0.0511551,-0.0809097,0.0286102,0.186386,0.167351,0.192795,0.195427,-0.153198,0.189705,-0.160446,0.204926,-0.00564575,0.0907898,0.120583,0.113335,-0.0931549,-0.204659,0.0324631,0.121994,0.202904,-0.241394,-0.186539,-0.0937271,-0.151901,0.034256,0.257072,-0.0908661,-0.00579834
655,8,0.0038147,-0.00808716,0.0012207,0.0592041,0.00946045,0.0117493,0.0215149,0.0839233,-0.00823975,0.00534058,-0.0935364,-0.0256348,0.0151062,-0.0158691,-0.0346375,-0.0564575,2.67136,2.63596,0.0308228,0.00457764,-0.00411987,-0.0302124,0.13504,0.0289917,-0.00213623,0.0193787,-0.00198364,0.0398254,2.74536,2.76321,0.126079,-0.155547,-2.56712,74.9135,160.162,-62.2103,270.073,-1087.6,0.0557995,-0.0450516,-0.116196,0.0043869,-0.00198364,0.0253677,0.0471497,-0.10643,0.0291443,0.194397,0.189629,0.212708,0.180321,-0.16674,0.173531,-0.184822,0.203133,-0.018425,0.0597382,0.105667,0.126038,-0.113258,-0.224648,0.0450516,0.15049,0.214272,-0.241814,-0.183754,-0.0905609,-0.129814,0.039711,0.255318,-0.0838089,0.00183105
655,9,-0.000152588,0.0186157,0.0135803,0.117035,0.0195312,0.0344849,0.01297,0.0923157,-0.0367737,0.00396729,-0.0723267,-0.062561,0.0138855,-0.0300598,-0.0643921,-0.0695801,2.64557,2.62955,0.0305176,-0.0062561,-0.0134277,-0.052948,0.132904,-0.00106812,-0.0514221,0.00808716,0.0521851,0.0405884,-2.66312,-2.47253,0.220646,0.0297301,1.72311,75.2376,-159.954,164.601,207.643,-1058.39,0.0770316,-0.0405502,-0.0611115,-0.00423431,0.00461578,0.0479126,0.0457764,-0.0922775,-0.00312805,0.245628,0.201912,0.222816,0.199738,-0.15255,0.179787,-0.206985,0.19371,-0.038147,0.0551605,0.104103,0.105667,-0.109215,-0.203247,0.0509262,0.16201,0.222664,-0.225601,-0.178223,-0.107841,-0.137978,0.0403595,0.26165,-0.0658035,0.0088501
