Frame,Sub Frame,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
716,2,0.00686646,-0.000915527,-0.057373,-0.0245667,0.0813293,-0.0227356,0.0149536,-0.00411987,-0.014801,0.0239563,-0.0216675,-0.0668335,0.0306702,-0.159454,0.00320435,-0.0396729,2.64847,2.66357,-0.0151062,0.0428772,0.000915527,0.0596619,0.0158691,0.0543213,-0.00762939,-0.0483704,-0.00549316,0.0184631,-3.17825,-3.18329,0.311419,0.475911,2.79488,-15.2746,-160.17,51.5827,207.643,-1058.39,0.0770316,-0.0257492,-0.127449,-0.053215,0.107765,-0.0440216,-0.00720978,-0.185776,0.100555,0.266647,0.0658417,0.156174,0.354156,-0.297394,0.181198,-0.329437,0.158234,-0.0174713,0.056076,0.0226593,0.0166702,-0.111694,-0.165215,0.0819397,0.0263214,0.238762,-0.12661,-0.156975,-0.175438,-0.181808,-0.0793457,0.19783,-0.143394,0.0134277
716,3,0.00167847,-0.014801,-0.0541687,-0.0100708,-0.0343323,0.00549316,0.0201416,0.0274658,-0.0169373,0.0527954,-0.032959,-0.0511169,0.0486755,-0.137787,-0.0177002,-0.0254822,2.63855,2.6564,0.0105286,0.0172424,0.0442505,0.0442505,0.0248718,-0.00198364,-0.0408936,-0.0856018,0.0282288,0.00686646,-3.17291,-3.18604,0.309822,0.117973,1.36529,-150.829,-17.6782,89.1978,207.643,-1058.39,0.0770316,-0.0175858,-0.12188,-0.0482178,0.107956,-0.055275,0.0264359,-0.171814,0.123444,0.263062,0.0902176,0.15831,0.352249,-0.284386,0.190811,-0.299301,0.154381,-0.0149536,0.056076,0.0284195,0.0165176,-0.156212,-0.126419,0.133247,0.0331879,0.245857,-0.120888,-0.165024,-0.144234,-0.16552,-0.0529099,0.195427,-0.134735,0.0274658
716,4,0.0309753,-0.027771,-0.0572205,-0.0119019,-0.19577,0.035553,0.0119019,0.0508118,-0.00762939,0.0462341,-0.00701904,-0.068512,0.0300598,-0.15564,0.00213623,-0.0263977,2.6619,2.69104,0.0189209,0.0331116,0.0831604,0.0450134,0.0621033,0.0309753,-0.0282288,-0.126801,-0.0134277,-0.00930786,-3.17215,-3.19443,-0.586269,0.117805,1.36633,-150.852,-124.582,51.6778,207.643,-1058.39,0.0770316,-0.0518417,-0.115242,-0.0416183,0.114174,-0.0260544,-0.00766754,-0.168419,0.121155,0.258942,0.0884247,0.153046,0.33741,-0.291672,0.173416,-0.311356,0.151176,-0.0392151,0.0529861,0.00133514,0.0263214,-0.151787,-0.142326,0.122032,0.0299835,0.208435,-0.133476,-0.135193,-0.125465,-0.165672,-0.0728226,0.194244,-0.132103,-0.00915527
716,5,0.0393677,-0.00106812,-0.0302124,-0.00701904,-0.0967407,0.0152588,-0.00671387,0.0315857,-0.00305176,0.0439453,-0.0202942,-0.0888062,0.0473022,-0.170135,0.0166321,-0.0268555,2.66968,2.66846,0.0215149,0.0210571,0.0497437,0.00778198,0.0460815,0.0212097,0.00762939,-0.0761414,0.0106812,0.0134277,-3.11111,-3.11188,0.0392976,0.293117,-0.0649213,-15.2578,-17.6527,89.04,207.643,-1058.39,0.0770316,-0.0217819,-0.117989,-0.0444794,0.100594,-0.0364685,-0.00190735,-0.156021,0.119362,0.285072,0.0605392,0.158005,0.334854,-0.300903,0.217705,-0.315018,0.156021,-0.0297165,0.0650787,0.00770569,-0.00442505,-0.11364,-0.11879,0.133362,0.032196,0.253296,-0.120735,-0.13073,-0.171814,-0.194359,-0.0457001,0.210419,-0.135078,-0.00152588
716,6,0.0645447,0.00137329,0.000305176,-0.00930786,-0.0360107,0.0349426,-0.00305176,-0.0126648,-0.00198364,0.0453186,-0.0300598,-0.0642395,0.0230408,-0.144196,0.0178528,-0.0328064,2.65274,2.63458,0.0119019,0.00518799,0.0428772,0.00564575,0.0230408,0.0396729,0.00930786,-0.0827026,-0.00457764,0.000610352,-3.03085,-3.06625,-0.228215,-0.0604675,1.00868,29.8093,53.4152,-5.4078,207.643,-1058.39,0.0770316,-0.0431442,-0.121841,-0.0362396,0.125656,-0.0454712,0.000114441,-0.194321,0.113564,0.268669,0.0787354,0.169182,0.334244,-0.281601,0.188637,-0.308418,0.158272,-0.0666428,0.0606155,0.00114441,0.00873566,-0.115128,-0.154381,0.137329,0.039711,0.249443,-0.121574,-0.175552,-0.157166,-0.150452,-0.0421524,0.187416,-0.143433,0.00213623
716,7,0.0274658,0.00915527,-0.0137329,-0.00732422,-0.14801,0.0332642,-0.00213623,-0.018158,0.00427246,0.0596619,-0.0201416,-0.0793457,0.0285339,-0.142975,0.0187683,-0.0331116,2.64694,2.6503,0.0112915,0.00961304,0.0805664,0.0299072,0.0172424,0.0764465,0.0328064,0.00213623,0.0271606,0.00396729,-2.96753,-2.98798,-0.4075,0.29492,1.00826,-15.3236,-17.7522,32.4781,207.643,-1058.39,0.0770316,-0.0376511,-0.111122,-0.0462341,0.111084,-0.0528717,0.0101471,-0.175591,0.114479,0.283318,0.0671768,0.152855,0.361862,-0.292435,0.203972,-0.305099,0.146484,-0.0341797,0.0547028,0.0357056,-0.0154877,-0.120888,-0.158691,0.140114,0.0489426,0.241394,-0.136833,-0.147247,-0.153084,-0.162659,-0.0637054,0.183601,-0.121918,-0.010376
716,8,-0.00915527,0.0114441,-0.00595093,-0.0372314,-0.10788,0.0421143,-0.0050354,0.00854492,0.0891113,0.0561523,-0.000915527,-0.0663757,0.445862,-0.128632,0.0187683,-0.20752,2.63443,2.62787,0.0100708,0.0273132,0.0643921,0.0178528,-0.0062561,0.123596,0.0320435,0.01297,0.0184631,0.0238037,-2.88345,-2.90451,0.0380329,0.380085,-1.13774,75.0215,53.4569,13.3936,254.637,-1124.36,0.138433,0.00289917,-0.137558,-0.135002,0.111389,-0.135231,-0.223312,-0.174675,0.305862,0.325394,0.0821686,0.428162,0.473251,-0.863762,0.190582,-0.317307,-0.00492096,-0.0387573,0.0687408,0.0214005,0.00522614,-0.135345,-0.128212,0.142899,0.0543213,0.213661,-0.131912,-0.136108,-0.152283,-0.148697,-0.0565338,0.192032,-0.133896,-0.00549316
716,9,-0.0337219,0.00991821,0.0411987,-0.0447083,0.0979614,-0.00289917,0.0224304,-0.0106812,0.0721741,0.0541687,-0.0302124,-0.0769043,0.418854,-0.123291,0.00320435,-0.188293,2.66083,2.68433,-0.00106812,0.0187683,0.059967,0.0160217,-0.027771,0.0796509,0.00488281,-0.00137329,-0.00106812,-0.0120544,-0.365448,-1.71173,-0.408782,0.470743,-0.0647125,165.446,53.5402,50.9964,207.643,-1058.39,0.0770316,0.0214386,-0.132179,-0.127716,0.109711,-0.117722,-0.209808,-0.186386,0.307503,0.29747,0.0886536,0.405045,0.46711,-0.858192,0.192184,-0.302162,0.00125885,-0.0457001,0.0572968,0.0350571,-0.00576019,-0.118408,-0.128784,0.143166,0.0677109,0.235634,-0.134964,-0.153275,-0.135689,-0.181274,-0.0497055,0.220718,-0.130844,0.00976562
717,0,-0.0473022,0.0143433,0.0267029,-0.050354,0.160522,-0.0183105,-0.00671387,-0.00473022,0.090332,0.070343,-0.0344849,-0.0796509,0.414886,-0.148621,0.00946045,-0.236359,2.66953,2.62405,0.0144958,0.0210571,0.0439453,0.0198364,-0.0238037,-0.0584412,0.0119019,-0.0308228,-0.00259399,-0.000762939,3.27332,3.29102,-0.677542,0.115271,-0.0637744,165.466,-53.2977,51.1844,207.643,-1058.39,0.0770316,-0.0102997,-0.14782,-0.107841,0.109444,-0.133209,-0.200119,-0.186081,0.312691,0.327911,0.0699997,0.415688,0.462151,-0.862312,0.166054,-0.33371,0.0144577,-0.0377655,0.042038,0.0249863,0.0226593,-0.119171,-0.135765,0.129585,0.041008,0.234528,-0.144234,-0.153122,-0.17498,-0.179825,-0.0581741,0.18261,-0.11631,-0.00305176
717,1,-0.0410461,-0.00106812,-0.057373,-0.0151062,0.110626,-0.000152588,-0.00228882,-0.0234985,0.0822449,0.0642395,-0.0326538,-0.0775146,0.425568,-0.127716,0.00137329,-0.196228,2.62619,2.64648,0.00518799,-0.0141907,0.0297546,0.0285339,0.0144958,-0.103607,0.0465393,0.00473022,0.0531006,0.0180054,3.28354,3.30032,0.398201,0.0272473,0.292683,120.384,-160.012,126.841,207.643,-1058.39,0.0770316,-0.0104141,-0.130501,-0.127983,0.100365,-0.130692,-0.203362,-0.193481,0.30674,0.283051,0.057373,0.421562,0.477028,-0.860748,0.187263,-0.307732,0.00728607,0.00476837,0.0894928,0.0187683,0.013504,-0.148201,-0.137749,0.134735,0.0787735,0.232086,-0.128708,-0.14679,-0.145493,-0.166359,-0.0666809,0.254784,-0.12394,0.00793457
717,2,-0.0144958,0.00656128,-0.0370789,-0.0331116,-0.0167847,-0.00732422,0.018158,-0.0253296,0.0889587,0.0389099,-0.0183105,-0.0720215,0.426636,-0.123901,0.025177,-0.164642,2.63489,2.66525,0.014801,0.00839233,0.000762939,0.00259399,-0.000457764,-0.0895691,-0.0123596,0.0241089,0.0268555,-0.0270081,3.2872,3.29239,-0.226984,0.030275,2.08118,-105.731,124.682,32.3326,207.643,-1058.39,0.0770316,0.0168991,-0.151711,-0.115852,0.0660706,-0.117607,-0.225296,-0.1894,0.292892,0.314026,0.0733566,0.413208,0.459328,-0.874062,0.207024,-0.284576,0.0117874,-0.0158691,0.0710297,0.0267029,-0.00614166,-0.147552,-0.127869,0.137177,0.0490189,0.216904,-0.123672,-0.134583,-0.168304,-0.184593,-0.0582504,0.204697,-0.131836,-0.0109863
717,3,-0.0141907,0.0363159,-0.0247192,0.00564575,0.0198364,-0.0125122,-0.000457764,0.0257874,0.0819397,0.057373,-0.0286865,-0.0848389,0.457306,-0.153046,0.0453186,-0.203552,2.67395,2.65564,-0.00396729,0.0108337,0.00549316,0.0202942,0.0105286,-0.0971985,0.0234985,0.0325012,0.039978,0.00854492,3.246,3.26569,-0.22745,0.296212,1.72316,120.276,-53.3062,51.2369,207.643,-1058.39,0.0770316,0.0120926,-0.149002,-0.111771,0.0973511,-0.161476,-0.211716,-0.182114,0.287552,0.316048,0.0731659,0.436821,0.469818,-0.871696,0.193901,-0.331917,-0.00362396,-0.0284958,0.104561,0.0561905,0.00602722,-0.141869,-0.128517,0.125809,0.084343,0.230026,-0.109482,-0.12558,-0.159149,-0.164795,-0.0744247,0.232811,-0.116043,-0.00640869
717,4,-0.00640869,0.0491333,-0.0137329,0.0617981,-0.0413513,0.00579834,-0.00350952,0.00473022,0.0930786,0.0752258,-0.0289917,-0.0750732,0.431061,-0.137329,0.00183105,-0.186615,2.66525,2.63992,-0.019989,-0.0154114,0.0135803,0.0120544,0.0180054,-0.0822449,0.0314331,0.027771,-0.0183105,-0.00534058,3.18253,3.19855,0.307743,0.114828,-0.422475,-15.4233,160.212,-24.3972,207.643,-1058.39,0.0770316,0.000724792,-0.145187,-0.12291,0.0937653,-0.123062,-0.216751,-0.175934,0.323334,0.310478,0.0681305,0.417595,0.488548,-0.859756,0.180969,-0.29171,0.0159454,-0.00743866,0.0728607,0.0169754,-0.0056076,-0.129356,-0.143852,0.121689,0.103989,0.220184,-0.132179,-0.150261,-0.156631,-0.169182,-0.0750732,0.225716,-0.122452,-0.00366211
717,5,0.0363159,0.0436401,-0.0209045,0.131378,-0.0921631,0.0114441,0.00518799,-0.00289917,0.0740051,0.0526428,0.0376892,-0.0880432,0.575714,0.0413513,0.000915527,-0.184631,2.63992,2.65289,-0.00320435,-0.00335693,0.0141907,0.0126648,0.014801,-0.0140381,0.0256348,0.06073,0.0245667,0.00869751,3.07816,3.10806,-0.0511607,0.380697,-0.78008,165.544,-231.295,89.2056,207.643,-1058.39,0.0770316,-0.00427246,-0.12867,-0.274048,-0.0344086,-0.373306,-0.38372,-0.191879,0.440559,0.411072,0.105209,0.531387,0.383949,-0.694504,0.951309,-0.306969,0.291595,-0.0100327,0.0727081,0.0289536,-0.0459671,-0.13401,-0.150223,0.144768,0.0653839,0.23777,-0.142555,-0.170517,-0.168495,-0.185776,-0.0559235,0.227127,-0.112991,0.00732422
717,6,0.0265503,0.0364685,-0.00564575,0.140686,-0.16449,0.00198364,0.0172424,0.00350952,0.059967,0.0296021,0.0695801,-0.119019,0.573273,0.025177,0.0141907,-0.165558,2.64191,2.66617,-0.0299072,0.00595093,-0.00595093,0.0180054,0.000457764,0.00976562,0.0230408,0.038147,0.0236511,0.0157166,2.97287,3.01025,0.218898,0.47149,0.29211,75.2037,18.1096,164.288,207.643,-1058.39,0.0770316,-0.0136566,-0.162964,-0.267105,-0.00911713,-0.374184,-0.372581,-0.190353,0.423889,0.452156,0.090332,0.519791,0.385437,-0.707359,0.978203,-0.309296,0.296021,-0.0125122,0.0706482,0.0482559,0.0292969,-0.158424,-0.135841,0.130272,0.0661087,0.244026,-0.145302,-0.149841,-0.145149,-0.190926,-0.0485229,0.2005,-0.162354,-0.0012207
717,7,0.0405884,0.0323486,0.00488281,0.108948,-0.217438,0.0241089,-0.000457764,0.0117493,0.068512,0.0323486,0.0247192,-0.0827026,0.589142,0.027771,0.0320435,-0.215302,2.6619,2.66632,-0.00167847,-0.0105286,-0.0164795,0.0158691,0.0088501,0.00335693,-0.00427246,0.0689697,0.00549316,0.0230408,2.84134,2.89978,-0.407781,-0.416552,0.651957,75.1295,-53.2484,88.9975,207.643,-1058.39,0.0770316,0.00415802,-0.141525,-0.274162,0.00301361,-0.376892,-0.362244,-0.173416,0.438347,0.415535,0.0824356,0.531273,0.382004,-0.691948,0.970421,-0.329437,0.302277,0.00728607,0.0928879,0.0558472,0.00675201,-0.176582,-0.142708,0.132408,0.0706863,0.236969,-0.129089,-0.155716,-0.10746,-0.159187,-0.0501633,0.218887,-0.132942,0.00549316
717,8,0.0234985,0.014801,0.0131226,0.0146484,-0.264893,0.0146484,0.0100708,0.0111389,0.078125,0.0411987,0.0268555,-0.103607,0.572662,0.00762939,0.0123596,-0.212097,2.66602,2.66068,0.00137329,-0.0141907,-0.0257874,0.00518799,0.00305176,-0.00259399,0.0367737,0.0454712,-0.00473022,-0.0120544,2.74734,2.76138,0.12934,0.204907,0.292683,-150.719,-17.5123,183.468,207.643,-1058.39,0.0770316,-0.010376,-0.142822,-0.285416,0.0107193,-0.370827,-0.361938,-0.15831,0.445328,0.427246,0.0920868,0.516205,0.377884,-0.714951,0.958366,-0.314293,0.283394,-0.00926971,0.0994873,0.0468826,0.0279617,-0.156441,-0.16407,0.117188,0.0542068,0.239029,-0.153503,-0.194778,-0.141792,-0.214005,-0.0841904,0.236816,-0.172653,0.0164795
717,9,0.0196838,0.020752,0.0646973,-0.0120544,-0.263977,-0.0102234,0.0125122,-0.00961304,0.0587463,0.0283813,0.0363159,-0.107574,0.579224,0.0390625,0.0169373,-0.191956,2.66541,2.64938,-0.0193787,-0.00213623,-0.0263977,0.0244141,0.0108337,0.00442505,0.0236511,0.032196,-0.0234985,-0.00350952,1.24481,2.40799,0.0397304,0.204891,0.292788,-150.785,-17.6118,126.906,207.643,-1058.39,0.0770316,0.0094986,-0.122299,-0.276566,-0.00770569,-0.38456,-0.379143,-0.18856,0.421066,0.438004,0.0915527,0.494385,0.41008,-0.718422,0.992012,-0.299988,0.277634,-0.0176239,0.0705719,0.030899,-0.00713348,-0.172043,-0.146408,0.116348,0.0708008,0.240364,-0.153885,-0.199318,-0.178795,-0.208473,-0.0572968,0.226784,-0.154419,0.0012207
718,0,0.00854492,0.0267029,0.0558472,0.0268555,0.0773621,-0.0123596,0.0149536,-0.00549316,0.0622559,0.0231934,0.0357056,-0.0946045,0.579529,0.0448608,0.00991821,-0.195465,2.67181,2.67303,-0.0205994,0.0119019,0.0245667,0.0352478,0.0454712,0.00137329,0.0233459,0.0715637,0.0233459,0.00427246,-3.17795,-3.19031,-0.229165,0.560261,0.292475,-60.5933,53.3651,-24.1566,207.643,-1058.39,0.0770316,-0.00873566,-0.127525,-0.276299,-0.025177,-0.375023,-0.378113,-0.191307,0.429497,0.424652,0.0982666,0.507584,0.398674,-0.711632,0.962906,-0.316887,0.297737,-0.0222778,0.0908661,0.028038,-0.0251389,-0.153503,-0.173874,0.123405,0.0553513,0.25238,-0.168343,-0.175552,-0.136528,-0.211372,-0.0589752,0.227127,-0.170593,0.00915527
718,1,-0.0151062,0.0253296,0.0886536,0.0233459,0.290375,-0.0131226,0.0221252,-0.00320435,0.068512,0.0454712,0.0326538,-0.108185,0.581818,0.0370789,0.0126648,-0.185242,2.66068,2.64282,-0.00778198,0.00640869,-0.00564575,0.01297,-0.0137329,0.0244141,0.010376,0.0482178,-0.0286865,-0.015564,-3.1868,-3.16284,0.0405961,0.0284381,1.00821,120.291,-17.6604,70.0283,207.643,-1058.39,0.0770316,-0.00377655,-0.147209,-0.266151,-0.0254059,-0.369377,-0.370064,-0.182228,0.453911,0.411263,0.0807571,0.508308,0.405388,-0.704269,0.976257,-0.322456,0.300598,-0.00671387,0.108757,0.0337219,-0.000648499,-0.148354,-0.159721,0.139465,0.0543976,0.230789,-0.168953,-0.179558,-0.146713,-0.196953,-0.0286484,0.216255,-0.128746,0.0167847
718,2,0.0254822,0.0125122,0.0798035,0.0213623,0.237274,0.017395,0.00839233,0.0231934,-0.0485229,0.045929,0.0512695,-0.0921631,0.0234985,-0.25238,0.00839233,-0.202789,2.63809,2.62787,0.0152588,0.0234985,0.00457764,0.0195312,-0.0256348,-0.0146484,0.0271606,0.057373,0.0163269,0.00930786,-3.1575,-3.16513,-0.0494294,0.0277922,0.650758,74.9709,89.0032,-24.377,207.643,-1058.39,0.0770316,-0.0642014,-0.154457,-0.33699,0.00881195,-0.289612,-0.750351,-0.181007,0.70385,0.450516,0.206795,0.478897,0.293694,-0.378532,0.602036,-0.324135,0.519028,-0.0120926,0.104027,0.0296783,-0.0194168,-0.113144,-0.163994,0.156364,0.0774765,0.248985,-0.138054,-0.179062,-0.12722,-0.206718,-0.0535202,0.208969,-0.15667,0.00793457
718,3,-0.0012207,0.0402832,0.037384,0.00320435,0.241241,-0.0466919,0.00259399,0.00198364,-0.0946045,0.0596619,0.0512695,-0.115051,0.0697327,-0.218048,0.0280762,-0.200348,2.66907,2.64053,0.0108337,0.0323486,0.0109863,0.0146484,0.0128174,0.0242615,-0.0167847,0.0624084,0.0230408,0.0109863,-3.19183,-3.19107,-0.230778,0.291179,-1.13727,75.1718,-160.053,108.039,66.711,-1124.39,0.357113,-0.0379944,-0.169334,-0.318947,-0.0230789,-0.298691,-0.754814,-0.195045,0.703964,0.481186,0.173225,0.511398,0.338249,-0.352707,0.617561,-0.310898,0.517731,-0.0178528,0.10891,0.0275421,-0.0133514,-0.143166,-0.179024,0.147552,0.0479507,0.202827,-0.153084,-0.216827,-0.141373,-0.185432,-0.0630188,0.21862,-0.144958,0.00427246
718,4,0.00823975,0.0476074,0.0196838,0.03479,0.124054,-0.0245667,0.00717163,-0.00274658,-0.072937,0.0273132,0.0578308,-0.112152,0.0395203,-0.231018,0.0294495,-0.204315,2.65411,2.66403,0.00213623,0.0115967,0.0088501,0.00732422,0.00778198,0.0175476,0.0216675,0.0643921,0.000305176,0.0144958,-3.1842,-3.17184,-0.139556,0.560278,0.292371,75.1228,-17.6357,88.9348,207.643,-1058.39,0.0770316,-0.0453949,-0.172729,-0.345917,0.0256729,-0.280266,-0.752144,-0.178795,0.678558,0.447159,0.19516,0.485001,0.323753,-0.354462,0.587883,-0.317307,0.521927,0.00587463,0.116425,0.0159454,-0.0256729,-0.140305,-0.180855,0.113564,0.0670624,0.233879,-0.138931,-0.160942,-0.128937,-0.205612,-0.0759888,0.212936,-0.161667,0.0177002
718,5,0.00717163,0.0119019,0.0410461,0.0436401,0.0968933,-0.00732422,0.0175476,0.0201416,-0.063324,0.0364685,0.0665283,-0.109711,0.0378418,-0.235596,0.01297,-0.185242,2.63763,2.65152,-0.00640869,0.00274658,-0.0126648,0.0178528,-0.00411987,0.0180054,0.0318909,0.0743103,-0.0209045,0.0105286,-3.11111,-3.12683,-0.0494294,0.0277922,0.650758,-105.704,-17.7692,32.5832,207.643,-1058.39,0.0770316,-0.0668716,-0.151901,-0.338402,-0.0213623,-0.27607,-0.757294,-0.177002,0.698013,0.473824,0.205002,0.459061,0.311165,-0.33699,0.622978,-0.301132,0.52269,-0.0385284,0.131493,0.0161743,-0.0154495,-0.217247,-0.199852,0.175629,0.108452,0.265312,-0.1651,-0.219421,-0.195694,-0.229607,-0.0981903,0.230331,-0.216179,0.00335693
718,6,0.0389099,0.00579834,0.0648499,-0.0135803,-0.0845337,0.0282288,-0.00640869,0.0328064,-0.0660706,0.037384,0.0724792,-0.113678,0.0427246,-0.22171,0.0270081,-0.186462,2.64877,2.65747,-0.00686646,-0.000305176,0.0184631,0.0242615,-0.00457764,0.0134277,-0.00137329,0.0648499,0.00869751,0.00411987,-3.03635,-3.05405,-0.0499129,0.382584,0.292579,210.782,-17.4775,164.193,207.643,-1058.39,0.0770316,-0.0589752,-0.175972,-0.333061,0.0277328,-0.28511,-0.765381,-0.166626,0.678787,0.449486,0.203819,0.483589,0.319366,-0.350761,0.59967,-0.3228,0.526695,-0.0410843,0.138206,0.0264359,0.0333405,-0.244484,-0.189056,0.191574,0.0625229,0.24971,-0.13546,-0.233498,-0.204086,-0.232124,-0.100403,0.256386,-0.213661,-0.022583
718,7,0.0286865,0.0143433,0.0756836,-0.0305176,-0.0389099,0.0692749,-0.0119019,0.0392151,-0.0666809,0.0292969,0.0538635,-0.138855,0.0231934,-0.253448,-0.00366211,-0.197601,2.66205,2.65991,-0.0201416,-0.00137329,0.0282288,0.0228882,-0.000305176,0.014801,-0.0062561,0.0314331,0.0265503,-0.0474548,-2.97684,-2.99393,0.038983,-0.240644,-0.421537,75.008,124.682,13.2683,207.643,-1058.39,0.0770316,-0.0495911,-0.170288,-0.330849,0.0126266,-0.27832,-0.761566,-0.175171,0.697403,0.440826,0.174484,0.481339,0.304947,-0.356941,0.588036,-0.31662,0.533104,-0.0437164,0.136147,0.0409698,-0.0109863,-0.228577,-0.194016,0.167046,0.0962067,0.231285,-0.183029,-0.259247,-0.201836,-0.204582,-0.114594,0.227432,-0.212364,0.0143433
718,8,0.0128174,-0.00213623,0.0785828,-0.0204468,-0.0250244,0.00183105,0.00991821,0.00396729,-0.0546265,0.037384,0.0849915,-0.0935364,0.0422668,-0.228882,0.025177,-0.197601,2.64542,2.66174,-0.00442505,0.0143433,0.0456238,0.00823975,-0.0102234,0.0167847,-0.0215149,0.0489807,0.0244141,0.025177,-2.88254,-2.90024,-0.408299,0.115951,0.293465,-286.457,53.4553,51.5223,207.643,-1058.39,0.0770316,-0.0495911,-0.165329,-0.357552,-0.0124359,-0.302277,-0.753708,-0.178108,0.705566,0.469475,0.208015,0.483932,0.316658,-0.341835,0.603256,-0.316048,0.518494,-0.0181198,0.14389,0.0345612,0.00762939,-0.224686,-0.205803,0.161667,0.0678253,0.247993,-0.175209,-0.231705,-0.174217,-0.225105,-0.0843811,0.255127,-0.243111,-0.010376
718,9,0.00427246,-0.00366211,0.101929,0.0151062,0.0717163,0.0112915,0.00427246,-0.0167847,-0.0178528,0.0398254,-0.0508118,-0.125732,0.109253,-0.15564,-0.0038147,0.190582,2.62115,2.65213,0.00137329,0.0128174,0.00198364,0.0288391,0.00793457,0.0160217,-0.0172424,0.0149536,0.00564575,0.0135803,-0.588531,-1.99509,-0.138223,0.117889,1.36581,-60.3891,18.051,145.592,207.643,-1058.39,0.0770316,-0.0761414,-0.133476,-0.272369,0.0424957,0.0431824,-0.425987,-0.193443,0.464172,0.417137,0.332947,0.310173,0.272636,-0.15213,0.115356,-0.319862,0.421181,-0.0457382,0.133667,0.0481033,0.0123978,-0.21595,-0.196304,0.190315,0.0932693,0.25444,-0.166931,-0.240326,-0.191841,-0.212822,-0.0919724,0.230942,-0.226936,0.00640869
719,0,-0.00289917,-0.0280762,0.0541687,0.00198364,0.143585,-0.00213623,0.00579834,-0.00732422,-0.00701904,0.0205994,-0.027771,-0.128937,0.124664,-0.146637,0.0517273,0.193024,2.66602,2.67227,0.00839233,0.00152588,0.0216675,0.020752,-0.00198364,0.0193787,-0.00213623,0.0134277,0.0117493,-0.00778198,3.26111,3.25424,0.308575,0.116086,0.292631,75.1328,160.494,126.33,207.643,-1058.39,0.0770316,-0.0776672,-0.150795,-0.279732,0.0426102,0.0386429,-0.44445,-0.182762,0.452995,0.402641,0.332527,0.296021,0.274048,-0.121994,0.106506,-0.297585,0.415192,-0.0443268,0.148582,0.0350952,0.00408173,-0.216827,-0.217209,0.141258,0.111694,0.251045,-0.170174,-0.220909,-0.173874,-0.211754,-0.0836945,0.23243,-0.214272,0.017395
719,1,-0.0482178,-0.00396729,0.0453186,0.0169373,-0.0128174,-0.00839233,0.00762939,0.00228882,-0.00549316,0.0828552,-0.0234985,-0.116119,0.137329,-0.164795,0.0196838,0.210114,2.64603,2.61993,-0.0201416,0.00793457,0.030365,0.0320435,-0.0175476,0.0109863,0.0112915,0.0205994,-0.00991821,0.00946045,3.26813,3.2753,-0.318223,-0.149969,0.651384,-15.1869,-160.037,126.999,207.643,-1058.39,0.0770316,-0.0789642,-0.111732,-0.281181,0.0354385,0.0495911,-0.402794,-0.168991,0.49984,0.418053,0.332069,0.323753,0.272713,-0.132904,0.120773,-0.299072,0.40329,-0.0434494,0.126839,0.0156784,0.0167847,-0.256882,-0.197372,0.163116,0.0853729,0.267067,-0.193901,-0.23098,-0.192795,-0.242386,-0.10704,0.256348,-0.221596,0.0100708
719,2,-0.0192261,0.0262451,0.0201416,-0.00396729,-0.085907,-0.00549316,-0.000152588,0.0157166,-0.0154114,0.0222778,-0.0146484,-0.138397,0.122375,-0.153961,0.00823975,0.196075,2.64435,2.66525,0.00854492,0.0152588,0.038147,0.0177002,0.0184631,0.0190735,-0.0169373,0.0119019,-0.0213623,-0.0167847,3.30719,3.27484,0.0405792,0.117293,1.00805,-60.4143,-195.724,89.4059,207.643,-1058.39,0.0770316,-0.0707245,-0.120811,-0.272179,0.0294113,0.052948,-0.434341,-0.172043,0.455818,0.413628,0.325203,0.294571,0.264015,-0.119972,0.111313,-0.312843,0.428925,-0.0353622,0.112228,0.0688171,-0.0247192,-0.238914,-0.234413,0.175743,0.0759125,0.263672,-0.266304,-0.271339,-0.201836,-0.242691,-0.0909805,0.295067,-0.200005,-0.00854492
719,3,-0.0140381,0.0126648,-0.0151062,-0.0483704,0.0665283,-0.0114441,-0.00198364,0.00579834,-0.0282288,0.0323486,-0.0248718,-0.131226,0.124512,-0.14801,0.00976562,0.20874,2.68585,2.66464,0.00564575,0.019989,0.0372314,0.00167847,0.0038147,0.00854492,-0.00518799,0.037384,0.0157166,0.0273132,3.29468,3.28064,0.218235,-0.418321,-0.421433,-105.645,17.943,89.0825,207.643,-1058.39,0.0770316,-0.0941086,-0.151176,-0.267868,0.0418472,0.0357819,-0.435448,-0.195503,0.456085,0.396271,0.325127,0.314827,0.285339,-0.137863,0.10437,-0.315399,0.388184,-0.053978,0.125275,0.0661469,-0.0421524,-0.230141,-0.265007,0.170174,0.0606537,0.283012,-0.236588,-0.266533,-0.185738,-0.206451,-0.0977707,0.312653,-0.179749,0.0115967
