Frame,RF,VL,BF,TA,SOL,GAS_MED,GAS_LAT,GLUT_MED,GLUT_MAX
722,-0.00930786,-0.0204468,0.0283813,0.279388,0.00961304,0.0268555,0.00305176,-0.0227356,0.00549316
722,-0.0344849,-0.00396729,-0.0318909,0.16922,-0.00305176,-0.0088501,0.00823975,-0.00808716,0.032196
722,-0.0392151,-0.00274658,-0.027771,-0.0775146,-0.00961304,0.0268555,0.00442505,0.0161743,0.00839233
722,-0.0137329,-0.0123596,-0.0390625,-0.075531,-0.00534058,0.0294495,0.00335693,-0.0241089,0.0163269
722,0.00640869,-0.0354004,-0.0205994,-0.0715637,-0.014801,0.0038147,-0.0192261,0.00442505,-0.0256348
722,0.0193787,-0.0352478,-0.0535583,-0.293732,0.0523376,-0.0231934,0.0227356,-0.00915527,0.0143433
722,-0.0088501,-0.0401306,-0.0341797,-0.348816,0.0550842,0.0325012,0.0366211,0.01297,0.0144958
722,-0.0259399,-0.0448608,-0.0352478,-0.15686,0.00640869,0.0274658,0.0263977,0.00442505,0.0192261
722,-0.00808716,0.0180054,0.00198364,0.0186157,0.00701904,0.0230408,0.0421143,0.00518799,0.0172424
722,-0.0126648,0.0718689,0.100555,0.0196838,0.0196838,0.0296021,0.0717163,-0.0102234,-0.0151062
723,0.0149536,0.0866699,0.144501,-0.0204468,0.0297546,-0.0114441,0.0213623,-0.0178528,0.0088501
723,-0.00930786,0.12085,0.160217,-0.0201416,-0.00366211,0.0143433,-0.0117493,0.00183105,-0.00671387
723,-0.0154114,0.141754,0.111694,0.0714111,0.0334167,0.00701904,0.0402832,0.00839233,-0.00457764
723,-0.014801,0.10498,0.0708008,0.0254822,0.0624084,0.00869751,0.0274658,0.0146484,-0.00411987
723,0.0198364,0.072937,0.045929,-0.0872803,-0.00427246,0.00686646,-0.00473022,0.0280762,-0.00640869
723,0.0062561,0.0556946,0.0498962,-0.128632,-0.0164795,0.0149536,0.0350952,-0.0164795,-0.0273132
723,0.0375366,0.0666809,0.0253296,0.0172424,-0.00213623,-0.00167847,-0.0131226,0.0062561,0.00564575
723,0.00823975,0.0604248,0.042572,0.190887,0.0389099,0.00457764,-0.0350952,0.00747681,0.0164795
723,0.0349426,0.0585938,0.0242615,0.158997,0.0146484,0.0062561,-0.0205994,0.0157166,0.0523376
723,0.0456238,0.0202942,0.00259399,0.00732422,0.0012207,0.00686646,0.0260925,-0.00930786,0.0344849
724,0.0263977,0.0299072,-0.015564,0.0595093,0.0201416,0.0332642,0.0273132,-0.0062561,0.0361633
724,0.0431824,0.00762939,-0.0265503,0.0285339,0.00793457,0.00244141,0.0146484,0.0212097,0.037384
724,0.00335693,0.0280762,0.00732422,-0.0961304,0.0123596,0.0227356,-0.00473022,0.0170898,-0.00457764
724,-0.0294495,0.0712585,0.00869751,-0.104218,-0.018158,0.00167847,-0.0114441,-0.0038147,-0.0125122
724,0.0111389,0.0834656,0.0309753,-0.010376,-0.0119019,0.0112915,-0.0128174,0.00900269,0.00854492
724,-0.0189209,0.0567627,0.039978,0.0292969,0.00396729,0.0250244,0.00549316,0.0318909,0.00976562
724,-0.0239563,0.0860596,0.0204468,0.124664,0.0158691,0.0184631,0.0337219,0.0192261,-0.0189209
724,0.0106812,0.110779,0.0511169,0.0366211,-0.00869751,0.00488281,0.0205994,0.0169373,0.00778198
724,-0.000152588,0.115509,0.00366211,0.111389,0.0289917,-0.0146484,-0.00488281,0.00686646,0.0198364
724,0.0167847,0.134583,0.0187683,0.106812,0.0340271,0.00442505,0.00671387,0.000305176,0.0195312
725,0.0106812,0.105896,0.0012207,-0.00991821,0.0128174,0.000457764,0.00396729,0.00823975,0.0248718
725,-0.0202942,0.0218201,-0.00976562,-0.0471497,0.0263977,0.0154114,0.0259399,0.0172424,0.010376
725,-0.00946045,0.0178528,-0.00869751,-0.0746155,0.0123596,0.0352478,0.0119019,-0.00991821,-0.0119019
725,-0.00656128,0.0552368,-0.00915527,0.00823975,0.0164795,0.0105286,0.0238037,-0.018158,-0.00167847
725,0.0213623,0.0302124,0.0216675,0.0437927,0.00717163,0.0198364,-0.0114441,-0.0138855,-0.0404358
725,0.0378418,0.0138855,0.000305176,0.0105286,0.0149536,-0.0108337,-0.00167847,-0.0169373,-0.0320435
725,0.0152588,0.058136,0.0164795,-0.0160217,-0.0224304,-0.00335693,0.0128174,-0.01297,0.000457764
725,-0.00137329,0.0708008,-0.0117493,-0.0524902,-0.00335693,0.00396729,0.00564575,0.0437927,0.00595093
725,0.00778198,0.032196,-0.0253296,-0.0546265,0.0109863,0.0172424,0.0100708,0.00640869,0.0114441
725,0.00366211,-0.0111389,-0.0169373,-0.0154114,0.00762939,-0.00930786,0.0180054,0.0271606,0.00808716
726,-0.00198364,0.0158691,-0.0143433,0.0532532,-0.00167847,0.00564575,-0.0149536,0.0189209,0.019989
726,0.00717163,-0.0189209,0.0231934,0.0177002,-0.0250244,0.00946045,0.0250244,0.0337219,-0.00976562
726,0.00961304,-0.0422668,-0.0273132,0.0331116,0.00411987,-0.000305176,-0.0131226,0.0178528,0.0184631
726,0.0164795,-0.0204468,-0.0132751,0.0473022,-0.00335693,0.00366211,-0.000762939,-0.00671387,0.0114441
726,0.0114441,0.00534058,0.00228882,0.0517273,-0.00701904,0.037384,0.0109863,0.0285339,0.0395203
726,0.00396729,0.00518799,0.0105286,0.0587463,-0.0297546,0.00396729,0.0369263,0.0469971,0.00686646
726,-0.000762939,-0.017395,0.020752,0.0354004,-0.0245667,-0.00961304,0.00289917,0.0292969,0.0198364
726,0.0172424,-0.0180054,-0.000610352,-0.0152588,0.00732422,0.0128174,0.0221252,0.0668335,0.0393677
726,0.0352478,0.0354004,0.00991821,-0.015564,0.0186157,0.0134277,-0.0297546,0.0335693,0.01297
726,0.0291443,0.0201416,0.0518799,0.0500488,0.00946045,0.0128174,-0.000762939,-0.0012207,0.0152588
727,0.0363159,-0.00259399,0.00411987,0.00183105,0.00137329,0.0282288,0.0216675,-0.0341797,0.0157166
727,0.0346375,-0.0126648,-0.0187683,0.00564575,0.01297,0.0187683,-0.00228882,-0.0050354,0.0332642
727,0.015564,-0.0263977,-0.0311279,-0.032959,-0.0210571,0.00808716,-0.0247192,-0.0289917,0.00335693
727,0.0158691,-0.0141907,-0.0253296,-0.0485229,-0.018158,0.0166321,0.0367737,-0.0180054,-0.00320435
727,-0.000762939,-0.0370789,-0.0157166,-0.0511169,-0.0588989,0.00656128,0.0288391,0.00152588,0.018158
727,0.0201416,-0.0546265,-0.0222778,-0.0253296,-0.0526428,0.00686646,0.0253296,0.00823975,0.055542
727,-0.0123596,-0.0512695,-0.0582886,-0.0379944,-0.0523376,0.00732422,0.0254822,-0.0160217,0.0340271
727,0.0195312,-0.0473022,-0.0213623,0.00152588,0.0128174,-0.0114441,-0.0115967,0.00823975,0.00961304
727,0.0430298,-0.0326538,-0.027771,0.0364685,0.0236511,0.0120544,-0.0138855,-0.00488281,-0.00335693
727,0.0436401,-0.0379944,-0.0172424,0.0431824,0.0338745,0.0158691,-0.0012207,-0.0134277,-0.0210571
728,0.0105286,0.0382996,-0.0238037,0.0300598,0.0218201,0.0120544,0.00549316,0.00411987,0.00808716
728,-0.0253296,0.0445557,0.000915527,0.010376,0.0813293,0.0012207,0.0299072,0.014801,0.0270081
728,-0.0270081,0.0540161,-0.00366211,0.0163269,0.0463867,-0.0131226,0.0151062,-0.00228882,0.014801
728,-0.00854492,0.0721741,-0.0323486,0.00671387,0.0306702,0.0245667,0.0270081,-0.0146484,0.0273132
728,-0.0108337,0.0532532,0.0198364,0.00152588,0.0363159,0.0141907,0.0442505,0.0111389,-0.00991821
728,-0.00823975,0.0296021,0.0337219,0.00518799,0.0256348,0.000915527,0.0114441,-0.0285339,0.0299072
728,0.0108337,0.0050354,0.0483704,0.00701904,0.0579834,0.0280762,0.00930786,0.0177002,0.0204468
728,0.00396729,-0.0216675,0.0608826,-0.032959,0.0550842,0.00106812,0.0154114,-0.0050354,0.00854492
728,0.0178528,-0.0222778,0.0437927,-0.0596619,0.0688171,-0.00671387,0.0344849,0.0161743,0.019989
728,0.0283813,0.00793457,0.0370789,-0.0231934,0.0604248,0.0222778,0.0184631,-0.000762939,0.00762939
729,0.043335,-0.0114441,0.0212097,0.108643,0.0292969,0.0323486,0.0100708,-0.000152588,-0.0167847
729,0.00915527,0.037384,0.0318909,0.0666809,0.0202942,0.0138855,0.032196,0.000915527,-0.00274658
729,-0.000152588,0.0344849,0.03479,0.0469971,0.0453186,-0.00396729,-0.0167847,0.0088501,0.00534058
729,-0.0335693,0.0161743,0.0288391,0.032959,0.050354,0.0172424,-0.0108337,0.0160217,0.0274658
729,-0.0135803,0.0416565,0.014801,0.0280762,0.037384,-0.00106812,0.022583,0.0386047,0.0265503
729,-0.0100708,0.0358582,0.0236511,0.0248718,0.0250244,-0.00839233,0.0187683,0.0517273,0.00473022
729,-0.0106812,0.0115967,0.0198364,0.00961304,-0.00518799,0.00534058,-0.012207,0.0282288,-0.00961304
729,-0.0050354,0.00579834,0.0106812,-0.0398254,-0.00274658,0.00473022,0.0112915,0.00808716,-0.0338745
729,0.0143433,-0.020752,0.0221252,-0.0289917,-0.0119019,-0.0154114,0.014801,-0.0337219,-0.00976562
729,-0.0140381,-0.0311279,0.0564575,-0.0656128,-0.00534058,0.0256348,0.00427246,-0.0132751,0.00335693
730,0.0202942,-0.0724792,0.0521851,-0.0326538,-0.00656128,0.0193787,-0.0106812,0.00244141,-0.0012207
730,0.0189209,-0.0180054,0.0541687,0.0637817,-0.00259399,0.0038147,0.000457764,0.00808716,0.00152588
730,0.0143433,0.0410461,0.0331116,0.0798035,-0.00457764,0.01297,0.000915527,-0.0012207,-0.00900269
730,0.0198364,0.0656128,0.0674438,0.0611877,-0.0242615,0.00930786,0.0209045,-0.01297,-0.00976562
730,0.0263977,0.0563049,0.0698853,0.0547791,-0.0228882,0.00976562,-0.00595093,-0.0158691,0.0302124
730,0.0494385,0.00442505,0.022583,0.0793457,-0.00900269,0.0143433,0.00671387,-0.0248718,0.00686646
730,0.0283813,0.0408936,-0.00732422,0.00823975,-0.0151062,0.0141907,0.032196,-0.00717163,0.00427246
730,0.0152588,0.0408936,-0.000305176,-0.0234985,-0.00228882,0.018158,-0.00549316,-0.00656128,-0.0239563
730,0.0102234,0.0714111,-0.00488281,-0.000457764,-0.00808716,0.0088501,0.0265503,0.00671387,-0.00167847
730,0.0416565,0.0428772,0.00106812,0.00579834,0.00228882,0.0117493,-0.0088501,0.0239563,0.00976562
731,0.0100708,0.0708008,0.019989,0.00946045,-0.00305176,0.0286865,0.0114441,0.0177002,0.0137329
731,0.00991821,0.0196838,0.0299072,0.027771,0.0202942,0.0183105,0.00137329,0.000762939,0.0117493
731,0.0236511,-0.0119019,0.0543213,0.0257874,0.0201416,0.00518799,0.0341797,-0.0375366,-0.0132751
731,0.00823975,-0.0341797,0.0386047,0.01297,0.0379944,-0.00274658,0.020752,-0.0119019,0.0105286
731,0.0117493,-0.0662231,0.00335693,-0.0778198,-0.000305176,-0.0192261,0.00686646,0.0260925,0.0175476
731,0.0038147,0.00930786,0.00991821,-0.183563,-0.0190735,0.0115967,0.00152588,0.018158,0.00656128
731,-0.00396729,0.0328064,0.0215149,-0.254517,-0.0326538,0.0152588,0.00167847,0.0209045,0.0186157
731,0.0186157,0.0236511,0.0288391,-0.108643,-0.0117493,-0.00640869,0.00488281,0.0190735,0.0289917
731,0.0134277,0.0198364,0.0416565,0.291443,-0.0271606,0.0144958,-0.00518799,0.00961304,-0.0115967
731,-0.0314331,0.0447083,0.0149536,0.401001,-0.00869751,0.0151062,0.00167847,0.0111389,0.0234985
732,-0.00320435,0.00289917,0.0166321,0.272827,-0.00869751,0.00411987,-0.0062561,0.00152588,0.0276184
732,0.00274658,0.0279236,0.0453186,0.246887,-0.000457764,-0.000457764,-0.00366211,0.00595093,0.0184631
732,-0.0132751,0.0201416,0.0364685,0.208282,-0.0012207,0.00991821,0.00259399,0.0202942,0.0405884
732,0.0137329,-0.0062561,0.0318909,0.138245,0.000305176,0.00488281,-0.0186157,-0.000915527,-0.00518799
732,0.00259399,-0.0106812,0.0125122,-0.0791931,-0.0106812,0.0167847,0.00305176,0.0189209,0.0259399
732,0.0088501,-0.00259399,0.03479,-0.152893,0.0213623,-0.00183105,0.00198364,0.0248718,-0.00961304
732,-0.0285339,-0.00839233,0.0234985,-0.125122,0.0137329,-0.0114441,0.00518799,0.015564,0.00350952
732,-0.00137329,-0.00305176,0.0247192,-0.0636292,0.0135803,0.0215149,0.00366211,0.00823975,-0.000610352
732,0.0144958,-0.0186157,0.0144958,-0.0788879,-0.0131226,0.025177,0.0109863,-0.0119019,0.0239563
732,0.00976562,-0.00732422,-0.00839233,-0.0382996,-0.00610352,0.0222778,0.0161743,0.00335693,-0.0135803
733,0.0192261,-0.0100708,0.0158691,-0.0166321,-0.0186157,0.00518799,0.0297546,-0.00427246,0.0100708
733,-0.000152588,-0.00305176,-0.0312805,-0.0088501,0.00488281,-0.00366211,-0.017395,0.00167847,0.0222778
733,0.0114441,-0.00305176,-0.000610352,-0.0814819,0.0593567,0.0160217,0.0445557,0.0465393,0.0216675
733,-0.0120544,0.0131226,-0.0212097,-0.0759888,0.0773621,-0.00961304,0.0421143,0.000457764,0.012207
733,-0.00701904,-0.0276184,0.0318909,-0.0991821,0.0434875,0.0262451,-0.00137329,0.0259399,0.0151062
733,0.000915527,0.0210571,0.0273132,-0.0320435,0.0396729,0.00595093,0.0119019,0.0141907,0.0234985
733,-0.0192261,0.0160217,0.0151062,0.0511169,0.0106812,0.0119019,0.018158,0.0514221,0.00534058
733,-0.00701904,-0.00305176,-0.00320435,0.0132751,0.0219727,-0.00747681,0.0408936,0.00427246,0.0100708
733,0.0106812,0.00534058,0.0161743,-0.0123596,-0.000457764,0.022583,0.00900269,0.0167847,0.0050354
733,0.00289917,-0.0767517,0.0244141,-0.00183105,0.0564575,0.00473022,0.0294495,0.0234985,0.0218201
734,0.000305176,-0.121765,0.0285339,-0.0346375,0.0289917,0.0282288,0.0312805,0.0231934,-0.000457764
734,0.0154114,-0.0831604,0.00686646,-0.0146484,0.000305176,0.0216675,0.0267029,-0.01297,0.0193787
734,0.0311279,-0.0663757,0.00869751,-0.0288391,0.0335693,-0.0154114,0.0183105,0.0410461,0.0175476
734,0.0933838,-0.0630188,0.0273132,-0.0540161,-0.0190735,0.0291443,0.0376892,-0.00808716,0.0248718
734,0.0698853,0.0350952,0.0177002,-0.122223,-0.020752,0.0183105,0.0198364,0.00106812,0.00823975
734,0.0415039,0.0987244,0.0219727,-0.0917053,0.0219727,0.0202942,0.0144958,0.0141907,0.0209045
734,0.00747681,0.109406,0.0439453,-0.0547791,-0.0167847,0.0175476,0.0088501,0.0350952,0.0392151
734,0.0198364,0.135803,0.0344849,0.0942993,0.0106812,-0.00274658,0.0164795,0.0483704,-0.00305176
734,0.0158691,0.118103,0.0247192,0.123901,0.00473022,0.0106812,-0.00442505,0.0201416,0.00976562
734,0.0100708,0.0901794,0.0344849,0.0238037,-0.0143433,0.0128174,-0.010376,0.0500488,0.0285339
735,-0.00335693,0.123291,0.025177,0.0733948,-0.0158691,0.00854492,-0.0312805,0.0440979,0.032196
735,0.00305176,0.133667,-0.000610352,0.0669861,-0.010376,0.00808716,0.0213623,0.0567627,-0.0062561
735,0.0038147,0.0801086,0.00839233,0.057373,0.00564575,0.00259399,0.00259399,0.0216675,0.0398254
735,-0.0132751,0.0434875,0.0131226,0.0772095,0.0158691,0.00946045,0.0115967,0.00900269,-0.000915527
735,0.0190735,0.0567627,0.0102234,-0.045166,0.00366211,-0.00534058,0.0138855,-0.0164795,0.0180054
735,0.00732422,0.039978,-0.00778198,-0.093689,-0.00839233,0.0128174,0.0338745,-0.00228882,0.0177002
735,0.0340271,0.0485229,0.0227356,0.0393677,-0.00976562,0.00549316,0.0270081,-0.000152588,-0.00869751
735,0.00320435,0.0424194,0.00228882,0.0927734,-0.0233459,0.00640869,0.0344849,-0.00930786,0.00793457
735,-0.00518799,0.0305176,-0.00747681,0.0930786,0.0115967,0.0149536,0.0288391,0.0404358,0.0088501
735,0.0198364,0.0382996,0.00976562,0.0479126,0.0175476,0.0219727,-0.00686646,0.0213623,0.0332642
736,-0.00549316,0.0569153,-0.00457764,0.119324,0.0172424,0.00228882,0.00183105,0.0239563,0.0442505
736,0.0288391,0.0224304,-0.0115967,0.151062,0.0135803,0.0242615,-0.00213623,0.00839233,0.00198364
736,0.0106812,0.0205994,-0.0442505,0.0187683,0.00793457,-0.00701904,-0.00106812,0.0178528,0.0326538
736,-0.010376,0.0457764,-0.0184631,-0.0585938,0.0311279,0.0126648,0.0230408,0.00442505,0.0135803
736,-0.00961304,0.0570679,-0.0143433,-0.0343323,0.037384,0.0134277,-0.0135803,-0.000915527,0.025177
736,-0.0283813,0.0537109,-0.0160217,-0.0297546,0.0224304,0.0428772,0.0126648,0.0305176,0.0318909
736,0.000915527,0.00686646,0.00366211,-0.0337219,0.00457764,0.00244141,0.0050354,0.0390625,0.0338745
736,-0.00671387,0.00579834,0.000305176,-0.0119019,-0.000152588,0.00656128,0.0184631,0.0334167,0.0161743
736,0.00350952,0.00778198,0.00228882,-0.00152588,-0.00518799,0.0050354,-0.00335693,0.00732422,-0.0167847
736,0.00823975,-0.0363159,0.0108337,0.00213623,0.00366211,0.0158691,0.0276184,-0.00320435,0.0221252
737,0.0508118,-0.0184631,0.0146484,-0.0244141,0.00534058,-0.00778198,0.0370789,0.0111389,0.0219727
737,0.0386047,-0.00411987,0.0154114,-0.0154114,-0.00198364,0.0187683,0.020752,-0.00717163,0.0178528
737,0.038147,-0.0141907,0.0402832,-0.0192261,0.00228882,0.015564,0.0190735,0.0050354,-0.00808716
737,0.0537109,-0.0320435,0.025177,0.0665283,0.0379944,0.00610352,0.0149536,-0.0227356,-0.000152588
737,0.0375366,-0.0369263,0.0115967,0.108185,-0.0161743,0.00396729,-0.00213623,-0.0192261,0.0120544
737,0.0135803,-0.00823975,-0.00244141,0.00930786,-0.000915527,0.0196838,-0.0143433,0.00259399,0.00534058
737,-0.0106812,-0.00564575,0.00167847,0.00228882,-0.00396729,0.0135803,-0.000152588,0.000762939,0.0273132
