Frame,GLUT_MED,RF,VL,BF,TA,SOL,GAS_MED,GAS_LAT,GLUT_MAX
346,-0.0160217,-0.000305176,0.0520325,-0.0654602,-0.0582886,-0.00289917,0.0267029,0.0526428,0.000762939
346,0.0389099,-0.019989,0.0195312,-0.0732422,0.157776,-0.00350952,0.00442505,0.0590515,-0.0419617
346,0.0517273,0.0190735,0.0801086,-0.128174,0.131531,0.0169373,-0.0141907,0.0212097,-0.012207
346,0.0895691,0.0288391,0.12146,-0.152588,0.121307,0.000762939,-0.0239563,0.0187683,-0.0241089
346,0.149841,0.0384521,0.126343,-0.197906,0.0515747,0.0299072,0.0160217,-0.027771,0.0160217
346,0.160675,0.0209045,0.083313,-0.185242,0.00579834,0.0291443,0.0212097,0.00228882,-0.0253296
346,0.116577,0.0317383,0.0752258,-0.17334,-0.032196,0.0241089,0.00823975,0.0337219,-0.00640869
346,0.0935364,0.0209045,-0.0323486,-0.149994,-0.0291443,0.0326538,0.00198364,0.0508118,-0.0283813
346,0.0602722,0.0218201,-0.075531,-0.137177,-0.0369263,0.00701904,0.00808716,0.0450134,-0.0247192
347,0.0715637,0.0302124,-0.101929,-0.144958,-0.015564,0.0292969,-0.00610352,0.0257874,-0.00991821
347,0.012207,0.0215149,-0.169373,-0.0680542,0.0331116,-0.0120544,-0.00823975,0.0115967,-0.0112915
347,0.00518799,0.0418091,-0.187836,-0.0480652,0.0672913,0.0102234,-0.0265503,0.0250244,-0.0115967
347,-0.0268555,0.0109863,-0.187988,0.0154114,0.0804138,0.00488281,-0.00595093,-0.01297,-0.0469971
347,-0.04776,0.00976562,-0.138092,-0.0311279,0.0279236,0.0227356,-0.00534058,0.0256348,0.015564
347,-0.0164795,0.00900269,-0.13504,-0.0463867,-0.0585938,0.00305176,-0.00335693,-0.0616455,-0.0100708
347,0.03479,0.0590515,-0.0978088,0.00686646,-0.0950623,0.00564575,-0.0140381,-0.0224304,0.0119019
347,0.00518799,0.0387573,-0.0491333,0.0201416,-0.0125122,0.0119019,-0.0131226,0.0117493,-0.0112915
347,0.00946045,0.0299072,-0.0462341,0.0590515,-0.151978,0.0138855,-0.0184631,0.00274658,0.0456238
347,0.0192261,0.0405884,-0.0524902,0.057373,-0.228119,-0.00656128,-0.0280762,-0.00427246,0.0167847
348,-0.0117493,0.0187683,-0.0471497,0.0535583,-0.0804138,0.0126648,-0.0302124,0.0115967,-0.000610352
348,-0.0012207,0.015564,-0.0776672,0.0172424,0.039978,0.0337219,-0.0393677,0.0140381,0.0166321
348,-0.0311279,0.00930786,-0.0547791,0.0102234,-0.00915527,0.00991821,0.0234985,0.018158,0.00656128
348,0.0137329,0.0135803,-0.0978088,-0.0210571,0.0549316,0.00366211,0.00198364,0.00686646,-0.00656128
348,0.0164795,0.00900269,-0.0888062,-0.038147,0.0784302,0.00335693,-0.00656128,0.00442505,-0.00488281
348,-0.00488281,0.00656128,-0.0770569,-0.0358582,0.101929,-0.0204468,-0.0286865,0.0418091,-0.0111389
348,-0.0543213,-0.00732422,-0.0372314,-0.0550842,0.0508118,0.00411987,-0.0102234,0.0253296,-0.00366211
348,-0.0527954,-0.0163269,-0.0379944,-0.0582886,0.010376,0.00900269,0.00305176,0.00350952,-0.0387573
348,-0.0822449,-0.0428772,-0.0656128,-0.0372314,-0.0457764,0.0131226,0.0183105,0.025177,0.00854492
348,-0.0820923,-0.0259399,-0.0747681,-0.0323486,0.0422668,0.0115967,0.0177002,0.01297,-0.0158691
349,-0.0828552,0.042572,-0.0512695,-0.0114441,0.0601196,0.00595093,0.0270081,0.015564,0.017395
349,-0.0828552,0.0305176,-0.0921631,-0.0328064,0.0450134,0.0382996,0.0343323,0.0332642,-0.0227356
349,-0.0785828,0.0254822,-0.0817871,-0.0100708,0.015564,0.0302124,0.0538635,0.0291443,-0.00106812
349,-0.0613403,0.0323486,-0.050354,-0.00595093,-0.00900269,0.03479,0.0358582,0.0393677,0.0109863
349,-0.0247192,0.00228882,-0.0332642,0.0550842,-0.0318909,0.0138855,0.0228882,0.0105286,0.0236511
349,-0.0158691,0.00839233,-0.00274658,0.0308228,-0.0088501,0.0312805,0.0326538,0.0328064,0.0111389
349,-0.0559998,-0.00213623,-0.0260925,0.0244141,-0.00808716,-0.00106812,0.0428772,-0.00366211,-0.0192261
349,-0.0210571,0.019989,0.00106812,0.025177,-0.0546265,0.0106812,-0.00396729,-0.00976562,0.0224304
349,0.00213623,0.0105286,-0.00778198,0.0267029,-0.0657654,-0.00518799,0.0253296,0.0137329,-0.0138855
349,-0.0105286,0.00640869,0.0140381,0.0527954,-0.0640869,0.0102234,0.0340271,0.00534058,0.0128174
350,-0.017395,0.00442505,0.00518799,0.0723267,-0.0593567,-0.00213623,0.0134277,0.0387573,-0.00167847
350,-0.0421143,-0.00701904,0.0274658,0.0663757,0.0730896,0.00259399,0.0245667,0.0135803,0.0178528
350,-0.0386047,-0.00732422,-0.01297,0.0440979,0.122223,0.00366211,0.0115967,0.0160217,-0.0120544
350,-0.0495911,0.00473022,0.00747681,0.0643921,0.0764465,-0.0215149,0.00946045,0.0291443,-0.0126648
350,-0.027771,0.017395,-0.00793457,0.0761414,0.091095,-0.00244141,-0.0167847,0.0375366,-0.0276184
350,-0.0485229,-0.0106812,0.0341797,0.088501,0.0709534,0.0112915,-0.00915527,0.025177,-0.0126648
350,-0.0387573,-0.00289917,0.072937,0.0758362,0.0372314,0.00335693,0.0144958,0.0344849,0.0268555
350,0.00701904,0.00686646,0.127563,0.0779724,0.00534058,0.00518799,0.00411987,-0.000152588,0.00869751
350,0.000762939,0.0161743,0.108643,0.0434875,-0.00305176,0.0123596,-0.00305176,0.0328064,0.0239563
350,-0.0239563,-0.00259399,0.0863647,0.0497437,-0.0334167,0.00640869,0.00808716,0.00442505,0.00640869
351,-0.0244141,0.00961304,0.0796509,0.0366211,-0.0495911,0.00640869,-0.0012207,0.00762939,0.0799561
351,-0.00946045,-0.00671387,0.0430298,0.0462341,-0.0177002,0.00259399,0.0100708,0.00671387,0.0364685
351,-0.00106812,-0.00289917,0.0331116,0.000762939,-0.0088501,0.00579834,0.00106812,0.00808716,0.0532532
351,0.0517273,-0.0135803,-0.0189209,-0.0242615,0.00335693,-0.00167847,-0.0158691,0.0108337,0.0485229
351,0.0346375,-0.0231934,-0.0398254,-0.0292969,-0.0360107,-0.0192261,0.00274658,0.0038147,0.0427246
351,-0.00686646,-0.0050354,-0.0222778,-0.0375366,-0.0492859,-0.00686646,-0.0125122,0.0146484,0.0398254
351,-0.038147,0.0117493,-0.0138855,-0.0135803,-0.00411987,-0.0158691,-0.000457764,0.0228882,0.0141907
351,-0.00640869,0.0119019,-0.0297546,-0.00900269,-0.0132751,-0.00488281,-0.0210571,0.0547791,0.0334167
351,-0.0270081,-0.0120544,-0.0283813,0.012207,-0.0660706,0.00259399,0.0157166,0.0177002,0.00137329
351,-0.0401306,0.0106812,-0.0143433,0.0160217,-0.037384,0.0213623,0.0128174,0.0331116,0.0372314
352,-0.0328064,0.0088501,-0.0300598,0.0532532,-0.0309753,0.0193787,0.00366211,-0.00793457,0.0349426
352,-0.0335693,0.00579834,-0.0434875,0.0376892,-0.0827026,0.0230408,0.0128174,-0.000915527,0.0428772
352,-0.0260925,-0.00701904,-0.0749207,0.0535583,-0.0471497,0.01297,0.0242615,-0.032959,0.0177002
352,-0.0328064,0.0158691,-0.0439453,0.0578308,-0.0382996,0.0038147,0.0114441,-0.0279236,0.0209045
352,-0.0604248,-0.0158691,-0.0509644,0.0672913,-0.0135803,0.0123596,0.0177002,-0.0141907,0.0259399
352,-0.00411987,-0.0128174,-0.0430298,0.0668335,-0.0164795,-0.0158691,0.0408936,-0.0050354,0.00534058
352,0.071106,-0.0138855,-0.0701904,0.0611877,0.015564,-0.00488281,0.0178528,0.0227356,0.0344849
352,0.12207,-0.0170898,-0.0340271,0.0538635,0.0297546,-0.0216675,0.0224304,0.0419617,0.0361633
352,0.11734,-0.0100708,-0.0598145,0.0457764,0.0143433,0.0222778,0.00610352,0.0772095,0.0361633
352,0.0300598,-0.0276184,-0.0630188,0.0193787,0.0132751,0.00930786,0.025177,0.0897217,0.0227356
353,0.000762939,-0.0183105,-0.0382996,-0.00961304,0.0119019,0.0364685,-0.0132751,0.075531,0.0320435
353,0.0062561,-0.0358582,-0.0418091,-0.0286865,-0.00640869,0.0285339,-0.0299072,0.00564575,0.0119019
353,-0.0318909,-0.0186157,-0.0123596,-0.0253296,-0.0163269,0.01297,-0.00747681,-0.0286865,0.0361633
353,0.0163269,0.0164795,-0.0241089,-0.030365,0.0212097,0.0178528,-0.0146484,0.000610352,0.0192261
353,-0.0131226,0.0285339,0.0218201,-0.0315857,0.0308228,0.020752,0.0376892,-0.0193787,0.00762939
353,-0.00167847,0.00411987,0.0617981,-0.0305176,0.0440979,0.032959,0.0532532,-0.00717163,0.0219727
353,0.0212097,-0.0238037,0.0923157,0.032959,0.0233459,0.00411987,0.0610352,-0.012207,0.0245667
353,-0.00671387,-0.0253296,0.0924683,-0.0273132,0.00488281,0.00640869,0.0495911,0.0212097,0.0419617
353,-0.0163269,-0.0119019,0.134888,-0.00915527,0.0038147,-0.0482178,0.0494385,0.0111389,-0.00900269
353,-0.0534058,0.00793457,0.162811,-0.0271606,-0.030365,-0.0398254,0.0219727,0.0192261,0.0288391
354,-0.0308228,-0.0100708,0.105591,-0.0137329,0.00259399,-0.0276184,0.0402832,0.0311279,0.00305176
354,0.00473022,-0.0108337,0.118103,-0.043335,0.00595093,-0.0289917,0.045166,0.0253296,0.0289917
354,0.0386047,-0.012207,0.120697,-0.0187683,0.0437927,-0.00106812,0.0537109,-0.0254822,0.00305176
354,0.035553,0.0331116,0.147705,-0.0311279,0.0566101,0.0234985,0.0247192,-0.0460815,0.0177002
354,0.0172424,0.0283813,0.153046,0.00213623,0.068512,0.0209045,0.00305176,-0.0259399,0.000915527
354,0.0189209,0.00289917,0.129395,-0.0177002,0.059967,-0.0273132,-0.00457764,-0.101624,0.0483704
354,0.0326538,0.0164795,0.0987244,-0.0294495,0.0282288,-0.00427246,-0.0302124,-0.0561523,0.037384
354,0.0236511,-0.00152588,0.0912476,-0.000762939,0.0332642,-0.0183105,0.00518799,-0.0640869,0.0187683
354,0.0361633,-0.00869751,0.0801086,-0.0190735,-0.01297,-0.0395203,0.0462341,-0.0375366,0.0521851
354,0.0410461,-0.0273132,0.0775146,-0.00839233,-0.000457764,-0.0224304,0.0512695,-0.0665283,0.0267029
355,0.0738525,-0.0164795,0.0811768,-0.018158,-0.00396729,0.000305176,0.00396729,-0.0553894,0.052948
355,0.0175476,-0.0170898,0.087738,-0.0175476,0.0410461,0.00152588,0.0177002,-0.065918,0.0343323
355,-0.0175476,0.065918,0.0830078,-0.0180054,0.0302124,0.00411987,0.035553,-0.0352478,0.0384521
355,-0.0338745,0.0341797,0.0761414,-0.015564,0.0318909,0.0263977,0.0125122,0.00335693,0.0233459
355,-0.0415039,0.0366211,0.0622559,0.00656128,0.0358582,0.0479126,-0.00244141,0.0280762,0.0361633
355,-0.0233459,0.0270081,0.0224304,-0.0192261,0.0415039,0.0276184,-0.0283813,0.0463867,0.0323486
355,-0.0190735,0.00488281,-0.00930786,-0.0360107,0.0306702,-0.0132751,0.0160217,0.0402832,0.0111389
355,-0.0106812,0.0447083,-0.0149536,-0.0369263,0.0196838,0.00732422,-0.0297546,0.0579834,0.0259399
355,-0.0128174,0.00823975,-0.00900269,-0.0364685,0.0119019,0.00473022,0.00930786,0.00106812,-0.0123596
355,-0.0151062,0.0349426,-0.0401306,-0.0463867,0.0128174,-0.0088501,-0.00869751,0.0585938,0.00976562
356,-0.00396729,0.0227356,-0.0344849,-0.0151062,-0.0248718,-0.00915527,0.0193787,0.0325012,-0.0198364
356,-0.00366211,0.0346375,-0.00457764,-0.0349426,-0.0692749,0.0189209,0.0238037,0.0540161,0.030365
356,-0.00152588,-0.0120544,0.00305176,-0.0323486,-0.0309753,0.0198364,0.0259399,0.0279236,0.00289917
356,-0.000152588,0.00305176,0.0125122,-0.0297546,0.0157166,0.0088501,0.0128174,0.0410461,0.0152588
356,0.00335693,0.000457764,-0.00595093,-0.0468445,0.0422668,-0.00549316,0.00976562,0.0125122,0.0218201
356,0.000762939,-0.00305176,0.0149536,-0.0392151,0.0114441,-0.00991821,0.00259399,0.0550842,0.0119019
356,0.0637817,-0.00473022,0.00274658,-0.00717163,0.0137329,0.00915527,-0.0527954,0.0497437,0.0350952
356,0.0454712,-0.0233459,0.00610352,-0.0236511,0.00610352,0.0193787,-0.0538635,0.0312805,0.00579834
356,0.0552368,-0.00839233,-0.0119019,-0.0309753,0.00595093,0.0520325,-0.010376,0.0233459,0.00793457
356,0.00793457,0.000762939,-0.0169373,0.00106812,0.010376,0.0234985,0.0346375,-0.0143433,-0.0088501
357,-0.0236511,0.0163269,-0.0167847,-0.0177002,-0.0126648,0.0218201,0.0106812,-0.0648499,-0.0254822
357,-0.0282288,0.0212097,-0.0169373,-0.00640869,0.00976562,0.019989,0.0483704,-0.0445557,0.0100708
357,-0.0112915,0.0326538,-0.000152588,-0.0370789,-0.0038147,0.010376,0.0405884,0.0212097,0.000152588
357,0.0265503,0.0180054,0.0401306,-0.0376892,0.0289917,0.00411987,0.010376,-0.0244141,-0.0480652
357,0.0523376,0.0300598,0.0904846,-0.0492859,0.0494385,0.00305176,0.00396729,-0.00213623,0.0108337
357,0.0724792,0.0286865,0.0892639,-0.0296021,0.042572,-0.0502014,-0.0297546,0.0219727,-0.0302124
357,0.050354,0.0265503,0.0730896,-0.0534058,0.0318909,-0.04776,-0.0817871,0.0814819,-0.0154114
357,0.0382996,0.0088501,0.0587463,-0.0273132,0.0198364,-0.0567627,-0.0473022,0.0730896,-0.027771
357,-0.0164795,0.00488281,0.0473022,-0.0311279,0.0149536,0.0265503,-0.0123596,0.0559998,-0.0311279
357,-0.0230408,0.00961304,0.00152588,-0.0149536,0.0212097,0.0616455,0.00442505,0.0654602,-0.0088501
358,-0.0230408,0.0212097,-0.0247192,-0.00579834,0.0253296,0.0622559,0.037384,0.0408936,-0.000152588
358,0.0245667,0.0216675,-0.0958252,-0.0114441,0.0436401,0.0732422,0.0396729,0.0291443,0.00198364
358,0.0265503,0.00198364,-0.107422,-0.00320435,-0.0088501,0.0245667,0.0532532,-0.000762939,-0.00289917
358,0.0375366,0.0242615,-0.142059,-0.0344849,0.00396729,-0.00183105,-0.0318909,-0.00808716,0.00259399
358,-0.0131226,-0.030365,-0.149078,-0.014801,-0.00137329,-0.0222778,-0.025177,0.00350952,-0.0308228
358,-0.00167847,-0.0128174,-0.140076,-0.0221252,0.00961304,0.00778198,-0.0196838,0.00976562,0.00701904
358,-0.00640869,-0.0265503,-0.155182,0.00747681,0.01297,-0.000457764,-0.00732422,0.0120544,-0.0364685
358,-0.0325012,0.012207,-0.123444,-0.014801,0.0038147,0.0105286,-0.0050354,0.0314331,-0.00732422
358,-0.0375366,0.00259399,-0.118561,0.0050354,0.0126648,0.040741,0.0119019,0.0186157,-0.0149536
358,-0.0271606,0.0137329,-0.0888062,0.00274658,0.0270081,0.0495911,0.010376,0.0250244,-0.0119019
359,0.000457764,-0.000762939,-0.0506592,0.000152588,0.0109863,0.0410461,-0.00274658,0.0195312,0.00656128
359,-0.0244141,-0.00274658,-0.032196,0.025177,0.015564,0.00930786,0.039978,0.0515747,0.000610352
359,0.0210571,-0.0645447,-0.0628662,0.00762939,-0.0038147,0.018158,-0.00717163,0.0444031,-0.0105286
359,0.0360107,-0.0393677,-0.0389099,0.00946045,-0.027771,-0.00259399,0.0395203,0.0326538,0.0201416
359,0.0465393,-0.0338745,-0.0543213,0.00564575,0.00152588,0.00808716,0.032196,0.0401306,0.0233459
359,0.0671387,-0.0357056,-0.0675964,0.0111389,0.0180054,0.00305176,0.0109863,0.0149536,0.00366211
359,0.0538635,0.00976562,-0.0692749,0.00228882,0.0128174,0.00427246,0.00991821,0.0453186,0.0088501
359,0.045929,0.00717163,-0.0502014,0.00534058,-0.00671387,0.00457764,0.0354004,-0.00564575,-0.0212097
359,0.00961304,-0.0105286,-0.0489807,0.0131226,-0.00335693,0.0123596,0.0222778,0.00488281,0.0375366
359,0.0283813,-0.00778198,-0.0761414,0.00686646,-0.00518799,0.00823975,-0.017395,0.00488281,0.0366211
360,0.0143433,0.0209045,-0.0338745,-0.000305176,-0.0115967,0.0213623,-0.0289917,-0.00213623,0.00411987
360,0.0224304,0.0274658,-0.0488281,-0.0062561,0.00747681,0.00610352,0.000762939,-0.072937,0.00320435
360,-0.000610352,0.0442505,-0.00991821,-0.00564575,-0.0296021,0.0038147,0.000305176,-0.0866699,0.00488281
360,-0.0105286,0.0250244,0.00534058,-0.00244141,-0.00656128,0.00595093,-0.0384521,-0.0486755,-0.0169373
360,-0.0167847,0.0209045,0.0183105,0.0105286,-0.00259399,0.0204468,-0.0172424,-0.0169373,-0.00564575
360,-0.0299072,0.018158,0.0280762,0.00442505,0.017395,0.00335693,0.0386047,0.0157166,-0.0184631
360,-0.00747681,0.0308228,0.0454712,0.0233459,0.000305176,0.00732422,0.0538635,0.0149536,0.0230408
360,0.0209045,0.0543213,0.037384,0.0228882,0.00198364,0.000152588,0.0196838,0.00747681,-0.0198364
360,0.0137329,0.0610352,0.0532532,0.0410461,0.000762939,0.00213623,0.0294495,0.0254822,-0.00610352
360,0.00717163,0.0408936,0.0486755,0.0334167,0.00747681,0.01297,0.0137329,0.0297546,0.0253296
361,-0.019989,0.0305176,0.0538635,0.045929,0.0125122,-0.0140381,0.0106812,-0.01297,-0.0137329
361,0.000305176,0.0198364,0.0495911,0.0245667,0.0128174,-0.0241089,0.00396729,0.01297,0.0358582
361,-0.00595093,0.027771,0.0549316,0.0338745,0.00549316,-0.0434875,0.0308228,0.0135803,0.00686646
361,-0.0238037,0.0367737,0.0648499,0.0267029,0.00701904,-0.0167847,0.0158691,0.0862122,0.017395
361,0.0137329,0.0265503,0.0637817,0.0448608,-0.0050354,0.0196838,-0.00335693,0.0592041,-0.00579834
361,0.0184631,0.0248718,0.0700378,0.0570679,0.0141907,0.00930786,0.0201416,0.0959778,0.0338745
361,0.0236511,0.0263977,0.0476074,0.0260925,0.0227356,0.00762939,0.0375366,0.0656128,-0.0050354
361,-0.0184631,0.0230408,0.0576782,0.0421143,-0.0038147,0.00564575,0,0.0691223,0.00656128
361,-0.0463867,0.0328064,0.0364685,0.0547791,0.018158,0.0309753,-0.0416565,0.0331116,0.00762939
361,-0.0732422,0.0245667,0.0233459,0.0337219,-0.000305176,0.0161743,-0.0151062,-0.0138855,0.0138855
362,-0.0611877,0.038147,0.0317383,0.0260925,0.018158,0.0466919,0.0137329,0.0141907,0.0297546
362,-0.0216675,0.0276184,0.0169373,0.0366211,0.0137329,0.0193787,0.0787354,-0.0480652,-0.0190735
362,0.0062561,0.03479,0.0340271,0.0259399,0.00640869,0.0305176,0.0834656,-0.0192261,0.0335693
362,0.0553894,0.0300598,0.0256348,0.0218201,-0.00259399,0.0143433,0.000457764,-0.0296021,-0.00396729
362,0.0488281,0.037384,0.0456238,0.0497437,-0.00366211,0.0271606,-0.0144958,-0.0157166,0.0311279
362,0.0151062,0.0389099,0.0335693,0.0389099,0.00427246,0.0117493,0.00656128,-0.00244141,0.0137329
362,-0.0108337,0.0389099,0.0660706,0.0523376,-0.00366211,-0.00427246,0.0302124,0.0210571,0.0180054
362,-0.0114441,0.0357056,0.0462341,0.0267029,-0.00457764,0.00411987,-0.0260925,0.040741,0.0111389
362,-0.0320435,0.0062561,0.0567627,0.0436401,-0.0157166,-0.0212097,0.014801,0.00747681,-0.0180054
362,-0.0109863,0.000762939,0.0227356,0.0367737,-0.0300598,-0.0132751,0.0183105,0.0518799,-0.00152588
363,0.00961304,0.0038147,0.0495911,0.0366211,-0.0170898,0.00244141,-0.00274658,0.0534058,-0.0160217
363,-0.00930786,0.00213623,0.057373,0.0340271,-0.00823975,-0.00350952,-0.0408936,0.0628662,0.0105286
363,0.0276184,0.0210571,0.0567627,0.012207,-0.000762939,0.0177002,0.0260925,0.0250244,-0.00274658
363,0.0286865,0.0578308,0.0862122,0.0325012,-0.0202942,0.0299072,0.0392151,-0.00747681,0.017395
363,0.0366211,0.0218201,0.0790405,0.027771,-0.0117493,0.0314331,0.063324,-0.0582886,-0.000610352
363,0.0244141,0.0149536,0.0775146,0.0222778,0.00488281,0.0250244,0.0788879,-0.0105286,0.020752
363,-0.000762939,-0.00564575,0.0698853,0.0177002,0.00946045,0.022583,0.0332642,-0.00823975,0.00976562
363,0.00823975,0.00747681,0.0971985,0.0135803,-0.00915527,-0.025177,0.0125122,0.0164795,0.00549316
363,0.00244141,-0.00854492,0.0917053,0.0100708,0.0294495,-0.0257874,-0.0379944,0.0109863,0.0186157
363,0.0172424,-0.00350952,0.0820923,0.0157166,-0.0195312,-0.038147,-0.0367737,-0.0126648,-0.0175476
364,0.0239563,0.0201416,0.0538635,0.0143433,-0.0134277,0.00732422,-0.0288391,0.027771,0.00701904
364,-0.0062561,-0.0128174,0.0262451,0.0309753,0.0088501,0.00854492,0.0318909,0.0405884,-0.0224304
364,0.0140381,0.00961304,0.00152588,-0.00900269,0.010376,0.00701904,0.0465393,0.0732422,0.0276184
364,0.0694275,0.0379944,0.0227356,0.0170898,-0.00366211,0.00976562,0.0236511,0.0299072,-0.0135803
364,0.0253296,0.00534058,0.0328064,0.00320435,0,0.00869751,0.0175476,0.0352478,0.0473022
364,0.0112915,-0.00152588,-0.00717163,0.0311279,-0.00717163,-0.0311279,0.0196838,-0.0161743,0.00473022
364,0.0143433,-0.00869751,0.000457764,0.01297,-0.0119019,-0.0137329,0.0437927,-0.0482178,0.00701904
364,0.0558472,-0.00320435,-0.0117493,-0.0108337,0.01297,0.0123596,0.080719,-0.0431824,-0.0012207
364,0.00213623,-0.0125122,0.0050354,0.00747681,0.0117493,-0.0062561,0.0149536,-0.109406,0.0201416
364,0.014801,-0.00732422,-0.0038147,-0.0274658,0.0160217,0.00701904,-0.0120544,-0.0460815,0.000762939
365,0.00427246,0.0138855,-0.0115967,0.0154114,0.00457764,-0.0234985,-0.010376,-0.0109863,-0.000305176
365,0.0262451,0.0102234,-0.0241089,0.0038147,0.0320435,-0.0102234,-0.0483704,0.00991821,0.0325012
365,0.0137329,0.00778198,-0.00335693,0.00671387,0.0125122,-0.00747681,-0.0309753,-0.0012207,0.00137329
365,0.0491333,0.0125122,-0.0117493,0.0128174,0.0338745,-0.0106812,-0.0354004,-0.0367737,-0.00167847
365,0.0119019,-0.0111389,-0.00335693,0.0204468,0.00244141,-0.00259399,-0.00244141,-0.0247192,-0.000305176
365,0.0135803,0.0106812,-0.00534058,0.0157166,0.0123596,0.017395,0.0289917,-0.00320435,0.0146484
365,0.00213623,0.0289917,0.0152588,0.0012207,-0.00366211,0.0340271,0.0349426,-0.00656128,-0.0233459
