Frame,GLUT_MED,RF,VL,BF,TA,SOL,GAS_MED,GAS_LAT,GLUT_MAX
365,0.0242615,0.0274658,0.0238037,0.00656128,0.030365,0.0415039,0.00213623,0.0613403,-0.00518799
365,0.0210571,0.00991821,-0.00518799,0.00976562,0.03479,0.0167847,0.017395,0.0411987,-0.0120544
365,0.0337219,0.00976562,-0.0160217,-0.00167847,0.0111389,0.0379944,0.00106812,0.0617981,0.00930786
366,0.0120544,-0.00823975,-0.000457764,0.0126648,0.00274658,0.0256348,0.0233459,0.0105286,-0.0222778
366,0.0210571,-0.0108337,-0.00534058,0.000762939,-0.00869751,0.0485229,0.0149536,-0.00106812,0.0276184
366,0.0193787,-0.0242615,0.0271606,0.0125122,0.00366211,0.0395203,0.0395203,-0.019989,0.00991821
366,-0.0170898,0.000762939,0.0244141,0.00717163,0.00518799,0.0274658,0.0448608,0.0161743,0.0184631
366,0.0138855,0.00274658,0.035553,0.0444031,0.00869751,0.0126648,0.0202942,0.00488281,-0.0219727
366,0.0187683,-0.00534058,0.0297546,0.0352478,0.00595093,0.0135803,0.0135803,0.0454712,0.027771
366,0.00411987,-0.0106812,-0.0119019,0.0257874,0.0190735,-0.00274658,-0.0114441,0.0387573,-0.00671387
366,-0.0210571,-0.0012207,0.0222778,0.0108337,-0.00106812,-0.00350952,-0.0050354,0.0273132,0.00411987
366,-0.0117493,-0.0241089,-0.0149536,-0.00213623,0.0144958,-0.00747681,0.0227356,0.0126648,0.00976562
366,-0.0158691,-0.0189209,-0.0163269,0.0105286,-0.000457764,-0.0201416,0.0704956,0.0088501,-0.000305176
367,0.0143433,-0.00244141,-0.0198364,0.0294495,-0.00808716,0.0172424,0.0538635,0.0228882,0.0166321
367,-0.00305176,-0.0227356,-0.0532532,0.0198364,0.00564575,0.0367737,0.0860596,0.00183105,-0.00732422
367,0.0224304,0.00946045,-0.063324,-0.018158,-0.000152588,0.0616455,0.0456238,0.00976562,0.0038147
367,0.0120544,0.0111389,-0.035553,0.00671387,0.0038147,0.0413513,0.0325012,-0.0382996,0.0038147
367,-0.025177,0.0190735,-0.00488281,-0.00854492,0.0233459,0.0502014,-0.0387573,0.0234985,-0.00427246
367,0.0108337,-0.00350952,0.0088501,0.0268555,0.0244141,0.00946045,-0.0189209,0.0257874,-0.00228882
367,0.0408936,0.00152588,0.00656128,0.000610352,0.0146484,-0.0132751,0.00564575,0.0389099,0.0289917
367,0.0123596,-0.0151062,0.00335693,-0.00335693,-0.0125122,0.00274658,-0.0160217,0.0306702,-0.000610352
367,0.0131226,0.00167847,-0.017395,-0.00793457,0.00137329,-0.00137329,-0.0369263,0.037384,-0.00564575
367,0.0253296,-0.00473022,-0.0305176,-0.00473022,0.0134277,0.00732422,-0.0280762,0.0520325,-0.0213623
368,-0.00961304,-0.00900269,-0.00656128,0.0210571,0.0413513,-0.00457764,-0.0189209,0.0379944,0.039978
368,0.0166321,-0.000152588,-0.0105286,0.00793457,0.0326538,0.0209045,0.0149536,0.0248718,0.00213623
368,0.00167847,-0.0143433,-0.0187683,0.00839233,0.00289917,0.00610352,0.0161743,-0.00152588,0.0183105
368,0.0257874,-0.00534058,-0.000305176,0.022583,0.0245667,0.00152588,0.0276184,0.027771,-0.0012207
368,0.0286865,-0.00244141,0.00732422,0.0227356,0.0120544,0.0106812,0,0.0544739,0.0138855
368,0.0114441,-0.00274658,0.0125122,0.00320435,0.0115967,0.0161743,0.0349426,0.00808716,-0.012207
368,-0.00671387,-0.0050354,0.0343323,0.0242615,0.0166321,0.0012207,0.0314331,0.0154114,0.0260925
368,-0.0109863,0.00167847,0.0160217,0.0279236,0.0344849,-0.00167847,0.0242615,-0.00686646,-0.0141907
368,-0.0187683,0.0123596,0.0369263,0.00762939,0.0137329,0.00396729,0.0532532,0.0114441,0.0604248
368,0.0112915,-0.00350952,0.0357056,0.0195312,0.00564575,-0.00289917,0.065155,-0.0190735,0.010376
369,-0.00793457,0.00640869,0.0415039,0.030365,0.00656128,0.0178528,0.0819397,0.0344849,0.0227356
369,0.0123596,-0.00701904,0.0119019,0.015564,0.0170898,0.0108337,0.0723267,0.0050354,0.00289917
369,0.00640869,0.0114441,-0.00198364,-0.00762939,-0.0105286,-0.010376,0.0325012,0.0236511,0.0460815
369,-0.0259399,0.00442505,0.0062561,-0.00854492,0.0141907,-0.0215149,-0.00198364,-0.00839233,0.0137329
369,-0.0297546,0.0160217,0.0309753,-0.0216675,0.00366211,-0.0187683,0.000305176,0.00564575,0.0585938
369,-0.0213623,-0.00854492,0.0198364,0.0106812,0.0126648,-0.0434875,-0.000305176,-0.0289917,0.00137329
369,0.00701904,0.00854492,0.0227356,0.015564,-0.00534058,-0.0349426,-0.0543213,-0.0283813,0.032196
369,0.0123596,-0.00946045,0.00320435,0.0346375,0.0242615,-0.0282288,-0.0440979,-0.052948,0.019989
369,0.0311279,0.00747681,0.0112915,-0.000152588,0.0210571,0.0120544,-0.0234985,0.017395,0.0482178
369,0.0296021,-0.000610352,0.00473022,0.0286865,0.0390625,0.0265503,-0.00808716,0.00442505,0.000152588
370,-0.01297,0.0346375,0.0219727,0.0131226,0.00610352,0.019989,-0.00244141,0.0402832,0.0314331
370,0.0114441,0.00411987,0.0428772,0.0228882,0.0117493,0.0193787,-0.0112915,0.0344849,0.010376
370,0.0202942,0.0228882,0.00457764,0.0201416,0.0137329,0.0259399,-0.0109863,-0.00167847,0.00762939
370,0.0260925,0.0274658,0.0230408,0.0405884,0.0178528,0.00411987,0.000915527,-0.0418091,-0.010376
370,0.0221252,0.0431824,0.0244141,0.00564575,0.019989,0.0286865,-0.0151062,0.00839233,0.0457764
370,-0.0138855,0.0340271,0.00198364,0.0286865,0.012207,0.0392151,0.00701904,-0.0257874,-0.00610352
370,-0.00167847,0.0346375,0.0088501,0.00839233,0.0247192,0.0259399,-0.00595093,0.0578308,0.0450134
370,0.0151062,0.0511169,0.0187683,0.0178528,0.0137329,-0.000610352,0.04776,0.0846863,0.0138855
370,0.0163269,0.0340271,0.0267029,-0.0175476,-0.0157166,0.0204468,0.0845337,0.132904,0.0265503
370,-0.0088501,0.020752,0.0135803,0.0038147,0.00213623,-0.00427246,0.0544739,0.0787354,-0.00595093
371,-0.0038147,0.0213623,0.0236511,-0.0378418,-0.0088501,0.010376,0.0393677,0.0454712,0.0526428
371,-0.0186157,0.012207,0.0172424,0.0172424,0.00289917,0.00976562,0.0218201,-0.0663757,0.018158
371,0.00213623,0.0119019,0.00534058,0.00671387,-0.0149536,0.00137329,0.00518799,-0.0706482,0.0473022
371,-0.0132751,0.0183105,-0.00106812,0.0128174,-0.00823975,-0.035553,-0.0769043,-0.0621033,0.012207
371,0.0413513,0.0143433,-0.00473022,0.0126648,0.0105286,0.0125122,-0.109558,0.0531006,0.0352478
371,0.0286865,-0.0146484,-0.00732422,0.00747681,0.00656128,0.00488281,-0.0193787,0.0234985,0.000915527
371,0.019989,0.00549316,0.00534058,-0.00976562,-0.00839233,0.00457764,-0.00595093,0.0544739,0.035553
371,0.0218201,0.00808716,0.0166321,0.0128174,0.00411987,-0.0149536,-0.0250244,-0.0195312,0.0204468
371,-0.00701904,0.0248718,-0.0062561,0.000305176,0.00640869,0.0274658,-0.03479,-0.0750732,0.0466919
371,0.0131226,0.00686646,0.00732422,0.012207,0.000915527,0.0117493,-0.0228882,-0.116882,0.00411987
372,0.043335,0.0137329,0.000305176,-0.0271606,-0.00534058,0.0294495,-0.0183105,-0.00976562,0.00686646
372,0.0431824,0.0202942,0.00930786,-0.00259399,0.0244141,-0.00457764,0.0340271,-0.00534058,-0.00686646
372,0.0654602,0.018158,-0.0138855,-0.00350952,0.0114441,-0.00793457,0.0224304,-0.000915527,0.0125122
372,0.0257874,-0.00274658,0.0256348,-0.000915527,-0.00808716,-0.0228882,0.0166321,0.0038147,0.012207
372,0.00137329,0.0280762,0.0552368,-0.000915527,0.0201416,-0.0222778,0.0268555,0.00961304,0.0143433
372,-0.0062561,0.0233459,0.0468445,0.00366211,0.0245667,-0.0178528,0.0163269,0.0296021,0.00473022
372,0.0592041,0.0337219,0.0386047,0.00854492,0.00991821,0.0193787,0.000762939,0.0282288,0.0149536
372,0.045929,0.0163269,0.0395203,0.0038147,-0.00534058,0.0541687,0.0415039,0.0233459,-0.00717163
372,0.0151062,-0.000915527,0.018158,-0.00213623,0.00900269,0.0364685,0.0462341,0.0460815,0.0170898
372,-0.00976562,0.00762939,0.0280762,0.017395,0.00396729,0.00930786,0.0765991,0.0213623,0.0228882
373,0.0256348,0.0062561,-0.00534058,-0.00579834,0.00946045,0.0141907,0.01297,0.0447083,-0.00595093
373,0.00610352,0.00869751,0.01297,0.00183105,0.00640869,0.0125122,-0.0263977,0.0585938,0.0205994
373,0.0216675,0.0112915,-0.000457764,-0.00518799,0.010376,0.0135803,-0.000152588,0.0456238,0.00534058
373,0.0228882,0.0123596,0.0175476,-0.00762939,-0.0180054,-0.0109863,0.00686646,-0.0158691,0.00152588
373,0.0511169,-0.00244141,0.00549316,-0.00442505,0.00595093,0.0109863,-0.00411987,0.00473022,0.00930786
373,0.0247192,-0.00488281,0.0402832,-0.00244141,0.00701904,0.00106812,0.0337219,0.0169373,0.0236511
373,0.0177002,-0.00717163,0.0553894,0.0231934,0.0186157,-0.00350952,0.0210571,0.00427246,-0.00961304
373,0.0317383,-0.0100708,0.0744629,-0.000610352,0.00152588,-0.00762939,0.0222778,0.0160217,-0.0126648
373,0.0344849,0.00549316,0.0474548,0.00366211,-0.00564575,0.000305176,-0.0157166,0.0135803,0.0154114
373,0.00396729,0.00396729,0.0718689,-0.000152588,0.00854492,-0.00228882,0.000152588,0.0312805,0.00411987
374,0.0439453,0.000762939,0.0422668,-0.00534058,0.00946045,-0.00656128,0.0196838,0.0434875,0.00656128
374,0.00854492,0.00823975,0.0306702,-0.0204468,-0.00457764,0.00701904,0.0224304,0.00274658,-0.00640869
374,0.0161743,-0.00213623,0.0088501,-0.0352478,-0.00335693,0.0161743,0.00686646,0.0344849,0.0109863
374,0.010376,-0.0157166,-0.0315857,-0.00534058,0.00976562,0.00183105,0.00473022,-0.0230408,0.00289917
374,0.00564575,0.00305176,-0.0619507,-0.01297,-0.00320435,-0.00457764,-0.00137329,-0.00457764,0.0242615
374,-0.00228882,-0.0119019,-0.0827026,0.000305176,0.00213623,0.00152588,0.00427246,-0.050354,-0.00549316
374,-0.0370789,0.0233459,-0.0656128,-0.0141907,-0.00106812,-0.0224304,-0.00823975,0.00854492,-0.00152588
374,-0.0312805,0.0137329,-0.0494385,-0.00762939,0.00778198,-0.0262451,0.0239563,-0.00183105,-0.0230408
374,-0.0190735,0.00930786,-0.00564575,-0.0102234,-0.0157166,-0.0135803,0.0523376,0.0062561,0.00839233
374,0.0215149,0.00244141,-0.01297,-0.00900269,0.0178528,0.00106812,0.0941467,0.019989,0.017395
375,0.0361633,0.00335693,-0.00549316,0.00808716,0.00732422,0.0161743,0.126038,0.0585938,0.0175476
375,0.0344849,0.0123596,-0.00854492,-0.00900269,0.0296021,0.0112915,0.043335,0.0665283,0.000915527
375,-0.015564,0.00457764,0.00534058,0.00442505,0.027771,0.0352478,0.0244141,0.0881958,0.00167847
375,-0.000305176,0.0193787,-0.0230408,-0.0141907,0.0112915,0.0193787,-0.00915527,0.0886536,0.0100708
375,-0.00854492,0.0262451,-0.00656128,0.00320435,0.014801,0.0128174,-0.0247192,0.0012207,-0.0149536
375,-0.00183105,0.0262451,0.0210571,0.00183105,-0.0141907,0.015564,-0.0744629,0.00717163,0.0190735
375,-0.012207,0.00747681,0.0422668,-0.00610352,-0.00991821,0.00991821,-0.0650024,-0.0177002,-0.0254822
375,0.0178528,0.030365,0.0454712,0.0050354,-0.015564,-0.00762939,-0.0158691,-0.0346375,0.0236511
375,-0.00579834,0.00778198,0.0439453,0.00701904,0.00976562,-0.00167847,-0.040741,-0.00274658,0.0163269
375,-0.0247192,0.00518799,0.0402832,-0.000457764,0.0115967,-0.040741,0.020752,0.0779724,0.0410461
376,0.0114441,0.0126648,0.0233459,0.0152588,0.0152588,-0.0366211,0.0259399,0.0701904,-0.00259399
376,-0.0112915,0.0105286,0.0299072,-0.000152588,0.0120544,-0.0204468,0.00686646,0.0285339,0.00335693
376,-0.0177002,0.00946045,-0.00732422,-0.00564575,0.022583,0.0372314,0.0308228,-0.0222778,0.0382996
376,-0.00946045,0.00656128,-0.0175476,0.00610352,-0.00778198,0.0344849,0.0115967,-0.106506,-0.0175476
376,-0.00610352,0.0257874,-0.0131226,-0.017395,0.0141907,0.0663757,-0.0358582,-0.0486755,0.032959
376,-0.0195312,0.0149536,0.00549316,0.0109863,0.0151062,0.0611877,-0.0416565,-0.0263977,-0.00900269
376,-0.00335693,0.0440979,0.0140381,-0.00473022,0.0149536,0.0430298,-0.0161743,0.0189209,0.0282288
376,0.00213623,-0.00289917,-0.00305176,0.0115967,0.03479,0.01297,0.00839233,0.04776,0.0109863
376,-0.0340271,0.0306702,0.0183105,0.00213623,0.00869751,0.00427246,0.0111389,0.0772095,0.022583
376,0.0112915,0.00488281,-0.00793457,0.0117493,0.00457764,-0.00900269,0.0140381,0.038147,-0.00549316
377,-0.0198364,-0.0216675,0.0186157,-0.000610352,-0.0260925,-0.0352478,0.0262451,0.0134277,-0.00457764
377,-0.00305176,0.0196838,0.00350952,-0.00930786,0.00457764,0.00610352,0.0384521,0.00976562,-0.017395
377,-0.0184631,-0.00396729,0.00518799,0.0338745,0.00518799,0.00289917,0.0547791,-0.0379944,-0.0154114
377,-0.0117493,0.030365,0.0198364,-0.00411987,0.00518799,0.0405884,0.0126648,0.0257874,0.0317383
377,-0.00167847,0.0337219,0.0234985,0.0213623,-0.030365,0.00762939,0.00350952,0.0436401,-0.00762939
377,-0.00991821,0.0050354,0.0442505,-0.00640869,-0.0209045,0.0297546,0.0540161,0.0608826,0.0457764
377,-0.0389099,0.0410461,0.0126648,0.00595093,-0.00488281,0.0144958,0.0372314,0.0276184,0.0114441
377,-0.0498962,0.00457764,0.0569153,0.0239563,-0.030365,0.00167847,0.0657654,0.00991821,0.000457764
377,-0.0265503,-0.00961304,0.0158691,0.0038147,0.010376,0.00106812,0.0285339,-0.00976562,-0.00442505
377,-0.00869751,0.0152588,0.0259399,0.0172424,0.00549316,-0.00808716,0.00549316,-0.0959778,-0.000915527
378,0.0128174,0.0143433,0.0213623,0.0100708,-0.0088501,0.0117493,-0.0918579,-0.0527954,0.00686646
378,-0.0186157,0.00442505,0.0564575,0.0422668,0.00793457,0.00640869,-0.065918,0.00457764,0.0088501
378,-0.014801,0.030365,0.030365,0.0228882,-0.00701904,0.027771,0.0254822,0.0375366,0.0108337
378,-0.0468445,0.00228882,0.0132751,0.00961304,0.0158691,0.0172424,0.0892639,-0.00732422,-0.010376
378,-0.0267029,0.0271606,0.0167847,0.00350952,0.017395,0.00778198,0.0463867,0.0483704,0.0257874
378,0,0.00564575,-0.00213623,0.0154114,0.0393677,0.0315857,0.0524902,0.030365,-0.0038147
378,0.00823975,0.00930786,-0.00213623,-0.00656128,-0.000152588,-0.0187683,-0.0114441,0.0144958,0.0247192
378,-0.000610352,0.0302124,-0.0151062,0.00900269,0.00549316,-0.0271606,0.000762939,0.0524902,-0.020752
378,-0.0387573,-0.00946045,-0.0218201,0.000762939,0.0190735,-0.00427246,0.0239563,0.0466919,0.0224304
378,-0.0405884,0.0198364,-0.0642395,0.00457764,0.00808716,-0.00137329,0.030365,0.0616455,0.0141907
379,-0.0326538,0.00320435,-0.0393677,0.019989,-0.00198364,0.00686646,0.0476074,0.0256348,0.0233459
379,0.0291443,0.0224304,-0.00778198,-0.00335693,0.0125122,0.0280762,0.0752258,0.0292969,0.0192261
379,0.0613403,-0.00213623,-0.0154114,0.00564575,0.0170898,0.0138855,0.0683594,0.0201416,0.0117493
379,0.0411987,0.0135803,-0.0346375,-0.0140381,-0.0126648,0.0285339,-0.00427246,0.0274658,0.030365
379,0.0088501,0.0106812,-0.0120544,0.0112915,0.00244141,0.0115967,-0.0408936,0.0460815,-0.0038147
379,-0.0137329,-0.00228882,0.00686646,-0.000915527,-0.0395203,0.0187683,0.0804138,0.0924683,0.00762939
379,-0.0196838,0.0337219,0.0144958,0.00900269,-0.0038147,0.0163269,0.0767517,0.058136,0.0137329
379,-0.00656128,0.0202942,0.0415039,0.0189209,-0.0213623,0.022583,-0.00823975,0.0102234,0.0283813
379,0.0358582,0.0222778,0.0201416,0.0244141,-0.0102234,0.0592041,-0.0744629,0.0488281,-0.00274658
379,0.0198364,-0.00946045,0.0108337,0.0311279,-0.0352478,0.0167847,-0.0717163,0.0239563,0.0106812
380,0.0379944,0.0184631,0.0151062,0.0202942,0.00534058,0.0257874,-0.0787354,0.0869751,0.0500488
380,0.0288391,0.0149536,0.00244141,0.0186157,0.0224304,-0.0196838,-0.00717163,0.00869751,0.0105286
380,0.0291443,0.0132751,-0.0106812,-0.0134277,-0.0120544,-0.0184631,0.0340271,-0.0704956,0.0202942
380,0.0012207,0.0134277,-0.0152588,-0.0213623,0.00137329,-0.0442505,0.107574,-0.133209,-0.00457764
380,0.0012207,0.00946045,0.00473022,0.00640869,0.0187683,-0.0436401,0.0831604,-0.0949097,0.0305176
380,0.00183105,-0.00320435,-0.0291443,0.00228882,0.0765991,-0.0123596,0.0975037,-0.0393677,-0.0209045
380,0.0372314,0.0108337,0.0149536,0.00274658,0.0608826,-0.00335693,0.0628662,0.0515747,0.0236511
380,0.0415039,0.0296021,0.00747681,0.00289917,0.0823975,-0.00335693,-0.0209045,0.0430298,0.0431824
380,0.0268555,0.0228882,0.0169373,0.0228882,0.0454712,0.0105286,-0.0611877,-0.0100708,0.0308228
380,0.0364685,0.0117493,-0.00762939,-0.000152588,0.0405884,0.0213623,-0.0325012,-0.0518799,0.03479
381,-0.0158691,-0.000305176,0.0062561,0.00793457,0.0213623,-0.00152588,-0.0250244,-0.0369263,0.00900269
381,-0.00701904,0.00183105,-0.00167847,-0.00137329,0.0143433,-0.000457764,-0.0508118,0.050354,0.0283813
381,-0.0125122,-0.00717163,-0.00717163,0.0149536,0.00595093,0.0204468,0.0239563,0.0842285,-0.0100708
381,-0.0190735,0.00106812,0.0119019,-0.0012207,-0.0306702,0.0119019,0.00640869,0.121918,0.0135803
381,-0.00106812,0.00656128,-0.00167847,0.0135803,0.00534058,0.0270081,-0.0640869,0.0349426,0.00228882
381,0.00274658,0.0120544,0.0205994,0.0128174,0.0167847,-0.0184631,-0.0921631,0.0114441,0.0236511
381,0.0259399,0.0149536,0.0126648,0.0169373,0.00732422,-0.0134277,-0.0489807,-0.078125,0.0115967
381,0.0267029,0.00274658,0.0218201,0.0163269,-0.0212097,-0.022583,-0.01297,-0.0669861,0.0187683
381,0.0363159,-0.0062561,0.00137329,0.00289917,0.0108337,-0.0523376,0.0205994,-0.0370789,0.0135803
381,0.00686646,-0.01297,-0.00457764,0.00762939,0.0112915,-0.0444031,0.0476074,-0.0643921,0.0245667
382,0.0138855,0.00427246,-0.0292969,-0.00640869,-0.0109863,-0.0257874,0.0445557,-0.0468445,0.0062561
382,-0.0125122,-0.0157166,-0.0167847,0.00198364,0.00213623,-0.0282288,0.0930786,-0.08255,-0.00289917
382,-0.00976562,0.0318909,-0.0152588,0.00350952,0.0126648,-0.0364685,0.110931,-0.0444031,0.0172424
382,0.0480652,-0.00579834,-0.0184631,0.0231934,-0.00183105,-0.0349426,0.0376892,-0.0405884,-0.000305176
382,0.017395,0.00411987,-0.00930786,0.000152588,0.0012207,-0.0012207,-0.0146484,-0.0146484,0.0224304
382,0.0308228,0.00946045,-0.0163269,0.0202942,0.018158,0.0283813,0.0102234,-0.0590515,-0.00564575
382,0.0317383,0.0105286,-0.000915527,-0.00411987,-0.0112915,0.00961304,0.0601196,-0.0906372,0.0146484
382,0.00793457,-0.0115967,-0.0175476,-0.0120544,0.00930786,0.0205994,-0.00228882,-0.0186157,-0.00259399
382,0.00991821,0.00427246,-0.0100708,0.00152588,0.0268555,0.0238037,0.00671387,0.0169373,-0.000762939
382,0.0141907,0.0195312,-0.00579834,0.0166321,0.01297,0.0299072,0.0267029,0.0593567,0.0050354
383,0.00747681,-0.00198364,0.0106812,0.0259399,-0.00610352,-0.0157166,0.093689,0.0727844,0.00289917
383,0.0125122,0.0334167,0.0257874,0.0137329,-0.0125122,-0.0169373,0.09552,0.12207,0.0263977
383,0.00854492,0.0151062,0.0282288,0.0196838,-0.0361633,-0.0209045,0.110626,0.070343,-0.0105286
383,0.0294495,0.0202942,0.0192261,-0.00518799,-0.0167847,0.0248718,0.0263977,0.0617981,0.00518799
383,0.0318909,0.0230408,0.0283813,-0.00427246,0.0456238,0.0872803,-0.014801,-0.0541687,-0.00167847
383,0.00946045,0.00991821,0.014801,0.0114441,0.0740051,0.0906372,-0.0125122,-0.100098,0.0123596
383,0.00640869,0.0160217,0.014801,0.025177,0.0416565,0.0628662,0.0497437,-0.119476,0.0320435
383,0.0154114,0.025177,0.00671387,0.00274658,0.0361633,0.0889587,-0.055542,-0.0942993,0.00595093
383,-0.00106812,0.0296021,0.0219727,0.0227356,-0.00869751,0.0440979,-0.0317383,-0.159912,0.00427246
383,-0.0326538,0.010376,0.0115967,-0.00778198,-0.00289917,0.0569153,-0.0190735,-0.0784302,0.0180054
384,-0.0273132,-0.0149536,0.00564575,0.00930786,0.00167847,-0.0192261,-0.0367737,-0.0146484,-0.00839233
384,0.0366211,-0.0038147,0.00686646,0.0108337,-0.0219727,-0.038147,-0.0628662,-0.0473022,0.0137329
384,0.0320435,-0.000762939,0.0123596,0.0180054,-0.025177,-0.0370789,-0.0120544,-0.0669861,0.0193787
384,0.00610352,-0.000152588,0.0115967,-0.000152588,-0.0180054,-0.0050354,-0.0297546,0.025177,0.0177002
384,0.014801,0.00610352,0.0158691,0.0115967,0.00946045,0.0527954,-0.0270081,0.133514,0.00595093
384,0.0413513,0.0230408,0.0239563,0.0062561,0.0276184,0.06073,0.00595093,0.142212,0.0352478
384,0.0831604,0.0254822,0.01297,0.0254822,0.0259399,0.0384521,0.00686646,0.0576782,0.0138855
384,0.0793457,0.00732422,0.0231934,0.00732422,0.0340271,0.0221252,0.0219727,0.0230408,0.0561523
384,0.0753784,0.0114441,0.00930786,0.0305176,0.0195312,0.0167847,-0.0038147,-0.0119019,-0.00350952
384,0.0285339,0.0222778,0.0296021,0.00320435,0.00686646,-0.0186157,0.0462341,-0.00213623,0.0285339
385,0.0395203,-0.00427246,-0.00213623,0.00106812,0.0222778,-0.0361633,0.0483704,0.0221252,0.0202942
385,0.017395,-0.00427246,0.0119019,0.0038147,-0.0279236,-0.0486755,0.0361633,0.0567627,0.0160217
385,0.0111389,0.000915527,0.00396729,0.0038147,-0.0308228,-0.0126648,0.0593567,0.0596619,0.032196
385,-0.00244141,0.0195312,0.015564,0.0114441,-0.0436401,-0.0151062,0.045166,0.063324,0.0305176
385,0.0297546,0.015564,0.0138855,-0.00366211,0.00640869,0.0222778,-0.0254822,0.10025,0.0132751
385,0.0405884,0.0120544,0.0268555,0.0328064,0.0260925,0.0244141,-0.0216675,0.083313,-0.00289917
385,0.0117493,0.0154114,0.0222778,0.0335693,0.0331116,0.057373,-0.00579834,0.126648,0.0505066
385,0.0213623,0.0114441,0.0274658,0.0305176,0.0216675,0.0360107,0.00610352,0.00900269,-0.00778198
385,0.0108337,0.0126648,0.0248718,0.0102234,0.00137329,0.0198364,-0.0105286,-0.0125122,0.0160217
385,0.0253296,-0.0215149,0.00656128,0.0227356,0.0439453,-0.0190735,-0.0341797,0.00320435,-0.00427246
386,0.0184631,0.019989,0.030365,0.00595093,0.0344849,-0.0575256,0.00564575,0.0775146,0.0128174
386,0.0189209,0.00350952,0.00106812,0.00610352,0.0141907,-0.0480652,0.00534058,0.0291443,0.0132751
386,-0.0138855,0.014801,0.0224304,0.0215149,0.0326538,-0.0250244,0.0891113,-0.0216675,0.0114441
386,0.0144958,0.0259399,0.0180054,0.0163269,0.0192261,0.0495911,0.0891113,0.00793457,0.0274658
386,-0.00671387,0.0166321,0.0366211,0.00961304,0.00946045,0.0256348,0.0694275,-0.0115967,0.0234985
386,0.0222778,0.00656128,0.0119019,0.0119019,0.0143433,0.0532532,0.0367737,0.0158691,0.0454712
386,0.010376,0.00274658,0.019989,0.0198364,0.0175476,0.0312805,-0.00549316,0.0169373,0.0234985
386,0.0267029,0.0157166,0.0062561,-0.000915527,-0.00671387,0.0144958,-0.0469971,0.0628662,0.017395
386,0.000305176,-0.000305176,0.0128174,0.0285339,0.0346375,0.0260925,-0.0454712,0.0836182,0.00793457
386,0.0157166,0.0128174,0.0128174,-0.000457764,0.000610352,0.0364685,-0.00534058,0.0349426,0.0314331
387,-0.0138855,0.00488281,-0.000915527,0.0151062,-0.00732422,0.0247192,0.0358582,0.0392151,0.0161743
387,0.00167847,-0.00488281,-0.0100708,0.00656128,-0.000610352,0.00762939,0.0672913,0.0218201,0.0335693
387,-0.00534058,-0.0114441,0.00991821,-0.00305176,0.0105286,-0.00167847,0.0778198,0.00488281,0.0128174
387,-0.00350952,-0.015564,-0.0012207,-0.0050354,0.0572205,-0.00701904,-0.0799561,0.000152588,0.0186157
387,0.0112915,0.00457764,0.0263977,0.0170898,0.0289917,-0.015564,-0.0767517,-0.0390625,-0.015564
387,0.0012207,0.037384,0.0256348,0.0088501,0.00167847,0,-0.0325012,-0.091095,0.0346375
387,0.00137329,0.00213623,-0.00488281,0.0317383,0.00991821,-0.00823975,-0.0267029,-0.0932312,-0.000152588
387,0.000610352,0.0128174,0.0177002,0.0120544,0.00518799,0.0123596,-0.0314331,-0.00717163,0.0361633
387,0.00518799,0.00869751,-0.0395203,0.00595093,0.0292969,0.0300598,-0.000762939,-0.00335693,0.0141907
387,-0.030365,-0.00930786,0.0141907,0.0111389,-0.00564575,0.00717163,0.0466919,0.0154114,0.0361633
388,0.00823975,0.00350952,-0.00320435,0,0.0123596,0.0382996,-0.00915527,-0.01297,-0.0175476
388,0.00564575,0.0111389,0.00640869,0.0178528,-0.00411987,0.0178528,0.0230408,-0.0523376,0.0100708
388,0.00991821,0.0154114,0.00473022,0.014801,0.00854492,0.0105286,-0.00640869,-0.0688171,0.0360107
388,0.0088501,-0.00305176,0.0123596,0.0398254,-0.00808716,-0.0160217,0.0131226,-0.0456238,0.000915527
388,0.0396729,0.0128174,0.0198364,0.0218201,-0.0193787,0.0169373,0.0151062,-0.0302124,0.0410461
388,0.027771,0.00137329,0.0178528,0.04776,0.0233459,-0.00167847,0.0210571,-0.063324,0.0114441
388,0.00213623,0.0114441,0.0195312,0.00717163,-0.00228882,0.00198364,0.0128174,-0.00595093,0.0273132
388,0.0167847,0.00930786,0.0138855,0.0234985,0.00579834,-0.00686646,0.0234985,0.0346375,0.00900269
388,0.0109863,-0.000457764,0.00579834,0.0312805,-0.00854492,-0.00137329,0.0299072,0.0605774,0.0187683
388,0.0201416,-0.00900269,-0.019989,0.00198364,-0.00213623,0.0215149,-0.0212097,0.071106,0.0282288
389,-0.000152588,-0.0144958,0.00701904,0.014801,-0.0134277,-0.0038147,-0.00137329,0.0863647,0.0250244
389,0.00244141,0.00366211,0.00915527,0.0184631,-0.0253296,0.0364685,0.0230408,0.0856018,-0.00488281
389,0.0119019,0.0106812,-0.00274658,0.017395,-0.0193787,0.0108337,0.0471497,0.113373,0.0186157
389,0.0257874,0.012207,-0.0241089,-0.00244141,-0.0305176,0.0184631,0.0274658,0.124359,0.0311279
389,0.0175476,0.00717163,-0.0248718,0.0149536,-0.0187683,0.00457764,0.0234985,0.0578308,-0.00595093
389,0.00747681,0.0253296,-0.00869751,0.0138855,-0.0344849,-0.00213623,-0.000915527,0.0405884,0.0526428
