,,FP2 - Force,,,FP2 - Moment,,,FP2 - CoP,,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,FP1 - Raw,,,,,,FP4 - Force,,,FP4 - Moment,,,FP4 - CoP,,,A-Myon EMG - Voltage,,,,,,,,,,,,,,,,,,B-Myon EMG - Voltage,,,,,,,,,,,,FP3 - Force,,,FP3 - Moment,,,FP3 - CoP,,,EMG_A_Acc - Voltage,,,,,,,,,,,,,,,,EMG_B_Acc - Voltage,,,,,,,,,,,,,,,,Trigger - Electric Potential,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
452,0,279.783325,-759.365845,1632.736572,149.861542,-760.367004,1629.571777,289.326630,-631.914062,1593.426270,169.190231,-610.837219,1573.988525,237.570847,-591.652649,1490.730957,237.560608,-484.567596,1167.426392,223.311844,-735.539490,1384.109375,200.785248,-841.731812,1146.390869,121.456017,-508.864807,1376.104980,410.982086,-676.792419,1425.298096,506.191742,-682.095154,1284.194824,558.788330,-704.123718,1113.429443,541.350037,-833.262268,1017.928467,467.083099,-914.351135,944.278870,527.634460,-895.230042,904.122620,489.367126,-988.938599,935.442505,40.520195,-662.143433,1425.736328,-55.389603,-623.449036,1285.938965,-93.122322,-572.218567,1102.262817,-138.020111,-631.952332,972.099731,-106.267525,-670.730652,840.960876,-165.347183,-621.285400,843.809631,-158.549866,-694.629333,793.638855,401.796631,-735.947327,944.463562,40.926426,-745.871887,946.493347,258.325256,-499.686127,1017.675659,164.481140,-500.225250,1008.874207,402.397369,-585.239868,624.975891,322.041595,-696.600037,602.702759,312.847778,-645.450989,506.120972,385.955872,-547.942932,476.007416,,,,384.508667,-428.448029,262.835815,321.298920,-544.608765,359.986572,314.339813,-426.287842,194.934418,359.184906,-340.269348,89.768761,,,,322.949249,-260.101288,75.933723,326.622375,-405.400543,57.844666,277.562134,-435.622803,15.796261,,,,376.150818,-401.607117,15.394883,40.120327,-784.901550,615.761780,129.865402,-878.401367,681.608215,131.501938,-898.797424,582.138733,52.095852,-836.207886,498.927948,,,,58.165600,-862.668579,237.856949,111.966164,-903.216675,423.979431,96.991058,-920.097595,216.735977,73.721153,-910.981750,72.455612,,,,121.588791,-860.314575,32.933804,100.355911,-1006.527405,67.219749,155.202591,-1045.425659,47.462212,,,,60.713032,-1011.691223,22.202927,437.673096,-622.279724,977.591064,-15.511712,-653.735046,944.919617
453,0,277.606689,-771.235474,1632.427612,147.682663,-772.563904,1629.804077,286.676208,-644.113770,1592.148071,166.408218,-623.425720,1572.936035,233.917999,-604.391235,1490.045166,235.421356,-497.015869,1166.608521,220.084534,-748.278503,1383.436890,197.480164,-855.183105,1144.951294,118.384300,-521.761230,1374.871704,408.155823,-688.996643,1424.390137,503.412415,-692.852051,1282.246826,555.700623,-713.460815,1111.229004,539.259277,-842.427795,1014.665955,465.830902,-923.378601,940.316284,526.249329,-903.444092,900.245544,488.648956,-997.771545,930.932373,37.118980,-674.737793,1423.827148,-58.227257,-637.513489,1283.338989,-95.633720,-586.414246,1099.644531,-140.787506,-645.728638,969.773254,-109.199654,-684.995361,838.729553,-168.047226,-635.169128,841.557373,-161.658630,-708.792297,791.760803,398.389069,-750.025391,942.029968,37.799797,-758.014648,946.085266,257.245331,-512.515930,1016.533997,163.159866,-512.612549,1008.388184,400.368408,-599.735046,623.425903,319.441650,-710.625977,601.167969,310.600006,-658.429199,504.330292,384.661865,-562.117493,474.691376,,,,383.851288,-436.974792,264.722260,320.164581,-555.563538,358.624542,313.640442,-432.232269,196.813751,359.077393,-343.340912,94.590996,,,,322.765167,-262.282715,84.198753,326.137970,-404.393616,57.612629,277.453613,-435.881439,15.928679,,,,375.793427,-402.119904,17.107908,38.141293,-795.605713,615.791687,124.777985,-893.306763,683.916748,128.932709,-912.256287,584.855469,49.741264,-851.017151,502.663727,,,,56.183678,-872.346863,239.757523,111.485916,-917.140320,425.529083,97.221603,-927.862854,216.742645,74.398926,-913.289612,72.993126,,,,121.425514,-861.299744,34.405869,101.780258,-1008.089905,64.715477,156.640213,-1047.046509,42.365444,,,,61.161831,-1012.697693,20.123652,436.141388,-636.640503,975.221313,-18.402815,-665.802856,944.999390
454,0,275.370148,-783.156677,1632.428589,145.454239,-784.882996,1630.281494,283.957703,-656.300537,1591.449829,163.563721,-636.033936,1572.573853,230.241257,-617.377625,1490.111572,233.311890,-509.393677,1166.781128,216.874466,-761.001099,1383.308960,194.157303,-868.704590,1143.973022,115.281853,-534.835083,1374.571899,405.410461,-701.442200,1424.027466,500.659698,-703.418823,1280.784424,552.390503,-722.307434,1109.377930,537.172058,-850.843689,1011.210327,464.631012,-931.503784,935.929565,524.855713,-910.594177,895.967041,488.033691,-1005.645142,925.733643,33.707039,-687.552795,1422.296387,-60.972397,-651.851501,1281.192871,-97.871910,-601.465698,1097.370117,-143.326340,-659.817932,967.814392,-111.872559,-699.487793,836.789368,-170.518951,-649.334290,839.626343,-164.575607,-723.405884,790.333862,394.699768,-764.060120,939.963928,34.606853,-770.293640,946.332458,256.392822,-525.546265,1015.860413,162.026138,-525.287170,1008.501160,398.423584,-615.056946,622.109375,316.823792,-725.584412,600.462585,308.645111,-673.686523,503.149445,383.625610,-577.792114,473.492340,,,,383.143585,-446.529022,267.171204,319.254242,-567.675781,357.555115,312.563049,-438.558380,199.003448,358.854889,-347.287109,99.712082,,,,322.015350,-265.625000,93.724533,325.714813,-405.713989,58.867706,277.225098,-436.218689,16.085690,,,,375.227417,-402.875519,19.227121,35.334728,-807.546143,617.137634,119.144135,-905.920654,686.937988,125.521614,-925.230469,587.256409,47.697182,-867.325623,505.114258,,,,53.548649,-881.907227,240.268661,111.050720,-930.105835,425.197052,97.522263,-935.345642,216.005157,74.813026,-916.424438,73.409256,,,,121.422745,-862.241882,35.536488,102.701477,-1009.995605,62.157425,157.580536,-1048.736328,37.731339,,,,61.047318,-1013.684509,18.157169,434.796600,-651.168945,973.059509,-20.902596,-678.325500,946.922180
455,0,273.076782,-795.157715,1632.629150,143.150681,-797.381836,1631.007202,281.217529,-668.470764,1591.205933,160.715408,-648.647339,1572.705811,226.642487,-630.523193,1490.751831,231.340439,-521.885498,1167.644775,213.684631,-773.701538,1383.521973,190.830048,-882.127319,1143.531616,112.227707,-547.897705,1375.005127,402.599304,-714.240601,1424.072266,497.901306,-713.783325,1279.987915,548.861023,-730.766479,1107.997437,535.058289,-858.545349,1007.658508,463.455383,-938.698730,931.159485,523.419189,-916.629944,891.347534,487.535278,-1012.531067,919.861328,30.471495,-700.569641,1421.290283,-63.563919,-666.330200,1279.693359,-100.039909,-616.762085,1095.714111,-145.576553,-674.224976,966.374390,-114.244049,-714.166626,835.280579,-172.755066,-663.808411,838.156494,-167.219604,-738.314636,789.299561,390.864349,-778.075378,938.386475,31.325462,-782.770996,947.208740,255.684113,-538.871826,1015.439636,161.090057,-538.207275,1008.830444,396.741882,-631.218689,620.999817,314.307251,-741.433228,600.555359,307.374176,-691.056946,502.167816,382.977325,-595.049988,472.391724,,,,382.428925,-457.232208,270.161438,318.867188,-581.211487,356.651154,311.298950,-445.714264,201.642258,358.231567,-352.211517,106.050255,,,,320.680695,-270.624146,104.417084,325.395142,-409.610596,61.557156,276.893616,-436.620789,16.326859,,,,374.368439,-403.874573,21.846411,32.085308,-821.151001,619.602783,114.144180,-917.823669,689.312439,121.666237,-938.195740,588.737854,46.038643,-883.642212,506.197021,,,,50.875546,-891.220642,239.807434,110.366287,-941.836182,423.816956,97.800056,-942.218140,214.626633,74.944099,-919.459045,72.591888,,,,121.525497,-863.121948,36.480553,103.158020,-1012.128601,59.461018,158.153244,-1050.145386,33.346531,,,,59.995522,-1014.612793,16.218893,433.394073,-665.881165,971.197327,-22.922117,-691.153198,950.028992
456,0,270.720917,-807.293213,1633.080200,140.820129,-809.916077,1631.811035,278.466095,-680.662109,1591.327759,157.802200,-661.059937,1573.177124,223.185410,-643.685913,1491.737793,229.556992,-534.484497,1168.835938,210.500336,-786.385132,1383.929565,187.493286,-895.300781,1143.643677,109.307854,-560.775513,1375.848755,399.633118,-727.385071,1424.439209,495.093781,-723.997009,1279.917847,545.140503,-738.984985,1107.149536,532.872009,-865.603516,1004.108398,462.270935,-944.951904,926.043945,521.912598,-921.529297,886.460083,487.138916,-1018.393066,913.313049,27.510513,-713.674927,1420.915894,-65.975288,-680.770569,1278.893066,-102.279945,-631.781799,1094.766113,-147.523590,-688.994934,965.519775,-116.300903,-729.040466,834.309204,-174.755463,-678.629333,837.239807,-169.455948,-753.347778,788.588928,387.055634,-792.091125,937.405762,27.967258,-795.399170,948.636658,254.946823,-552.352417,1015.197144,160.217133,-551.140320,1009.315125,395.433044,-648.279175,620.041626,312.116852,-757.917664,601.007629,306.773163,-708.893188,500.909027,382.842377,-613.748291,471.397491,,,,381.797729,-469.337036,273.698547,319.092987,-596.401855,355.908234,310.430664,-455.057190,205.339142,357.241608,-358.573761,113.648743,,,,318.809265,-277.640594,116.314964,324.919922,-414.454315,64.557655,276.555756,-437.154999,16.740875,,,,373.301819,-405.040588,25.163986,28.875961,-836.244019,621.581055,110.147003,-930.138000,691.144409,117.939789,-950.854736,589.364929,43.863853,-898.380005,506.091461,,,,49.082935,-899.383972,238.902466,109.087105,-952.410156,422.117249,98.168983,-948.117859,212.924301,75.154564,-921.316895,71.878883,,,,121.605263,-863.698914,37.306980,103.639526,-1013.427368,57.459862,158.759689,-1050.919556,29.585455,,,,58.984589,-1015.036316,14.985628,431.693146,-680.650513,969.782959,-24.712305,-703.793945,953.188171
457,0,268.319916,-819.568237,1633.799805,138.573334,-822.263306,1632.584473,275.703064,-692.922607,1591.817139,154.811035,-673.253723,1573.946167,219.880280,-656.708435,1492.899658,227.951065,-547.066833,1170.086304,207.330063,-799.024292,1384.531250,184.202560,-908.243469,1144.288818,106.570374,-573.393250,1376.834961,396.519257,-740.720215,1425.137329,492.217499,-734.172668,1280.494629,541.259705,-747.104980,1106.839478,530.565125,-872.093567,1000.644470,461.046997,-950.265259,920.618591,520.323608,-925.299866,881.391724,486.798584,-1023.196960,906.099792,24.797094,-726.735229,1421.188232,-68.236275,-695.023682,1278.730347,-104.565155,-646.460327,1094.460449,-149.193741,-704.145752,965.229553,-118.046829,-744.146545,833.928528,-176.530899,-693.831787,836.908752,-171.203781,-768.512024,788.220459,383.382629,-806.097229,937.111572,24.600161,-808.030945,950.499573,254.012558,-565.807373,1015.148743,159.223663,-563.983643,1010.011169,394.532745,-666.280701,619.177795,310.431671,-775.253662,601.698059,307.152710,-728.693665,499.866547,383.174805,-633.763916,470.525421,,,,381.349396,-483.009125,277.867615,319.792358,-613.109802,355.258179,310.413849,-467.795197,210.546097,356.057434,-366.317261,121.922806,,,,316.402557,-287.006470,129.408081,324.235229,-419.780457,67.512428,276.404877,-437.694000,17.395794,,,,372.248810,-406.412537,29.298878,25.813059,-851.383301,622.052490,107.009872,-942.836670,692.685730,114.773186,-962.713867,589.152649,40.987110,-909.887756,504.537170,,,,48.183830,-906.264343,238.129196,106.795341,-961.905212,420.562653,98.391884,-953.010437,211.378418,75.260544,-922.658630,71.639252,,,,121.651283,-864.191162,37.824379,104.297768,-1014.024841,56.133389,159.379272,-1050.771118,26.218016,,,,58.527901,-1015.315186,14.436742,429.567078,-695.287354,968.972229,-26.550095,-715.944397,955.670654
458,0,265.919739,-831.920410,1634.704102,136.270920,-834.754333,1633.696411,272.960419,-705.244141,1592.729248,151.892838,-685.502747,1575.020264,216.687759,-669.460388,1494.168091,226.465714,-559.537292,1171.308838,204.214706,-811.557251,1385.437988,181.064575,-920.949524,1145.405273,104.001938,-585.793518,1377.808716,393.312012,-753.953186,1426.234497,489.278137,-744.446289,1281.593506,537.243408,-755.237305,1107.029541,528.103882,-878.079224,997.324890,459.759064,-954.651306,914.922302,518.661255,-927.977600,876.243164,486.442535,-1026.929199,898.266907,22.225822,-739.640320,1422.072144,-70.419785,-709.051697,1279.125000,-106.742722,-661.187500,1094.626709,-150.632004,-719.636414,965.455383,-119.481026,-759.511902,834.126587,-178.092987,-709.430237,837.134338,-172.493225,-783.841064,788.195801,379.850983,-820.037292,937.540466,21.329882,-820.482788,952.661987,252.787827,-579.104858,1015.297546,157.979523,-576.765625,1010.925415,393.995239,-685.194824,618.354370,309.334167,-793.658386,602.538574,308.340240,-750.562500,499.179901,383.774933,-655.069641,469.910431,,,,380.944366,-497.855499,282.995972,320.730469,-631.000122,354.593323,310.868866,-483.409821,216.668610,354.545593,-375.631500,131.123688,,,,313.470337,-298.935791,143.505798,323.523438,-425.765900,70.487457,276.454498,-438.131897,18.500044,,,,371.194946,-408.023132,34.112885,22.892288,-864.783203,622.031799,104.428650,-955.451721,693.509521,112.100372,-973.890320,587.928406,37.933529,-918.437439,502.610687,,,,47.104790,-911.536682,237.379395,103.832390,-970.365723,419.308685,98.075912,-957.019470,210.206665,75.375435,-923.670593,71.427193,,,,121.737244,-864.963867,37.884010,104.809097,-1014.499207,55.108238,159.660706,-1049.854614,23.278276,,,,58.224281,-1015.542358,14.045054,427.042633,-709.645203,968.826050,-28.616564,-727.625671,957.379578
459,0,263.535034,-844.298950,1635.747314,133.782394,-847.705017,1635.124390,270.276215,-717.561096,1594.091309,149.130829,-697.902588,1576.474854,213.550613,-681.869080,1495.540527,225.006104,-571.906250,1172.545776,201.212601,-823.917664,1386.740112,178.119705,-933.363342,1147.033813,101.539490,-598.088135,1378.701172,390.086670,-766.816101,1427.742676,486.300873,-754.914429,1283.106567,533.127197,-763.455383,1107.649414,525.483459,-883.608459,994.173096,458.389465,-958.132629,909.003296,516.958862,-929.621216,871.127747,485.984894,-1029.594116,889.876038,19.687689,-752.296143,1423.469482,-72.603539,-722.923523,1280.011108,-108.662361,-676.420532,1095.094482,-151.883804,-735.383972,966.143982,-120.591812,-775.147095,834.847107,-179.437500,-725.411499,837.835693,-173.398605,-799.389648,788.493591,376.395966,-833.803772,938.638428,18.253902,-832.626892,954.995117,251.267578,-592.161011,1015.608887,156.457321,-589.485413,1012.032043,393.711304,-704.919617,617.526611,308.801178,-813.167664,603.528625,310.024384,-773.622437,498.661469,384.533081,-677.576233,469.521515,,,,380.325928,-513.648499,289.038910,321.970673,-650.670593,354.297302,311.268463,-500.786591,222.787521,352.993134,-386.988892,141.018417,,,,310.154327,-313.424835,158.128708,323.055084,-432.630707,73.402275,276.423645,-439.065582,20.469070,,,,369.755707,-409.928833,39.352200,20.407917,-874.812439,622.719727,102.028328,-967.353760,693.045837,109.642540,-984.590881,586.141541,34.919041,-925.574524,501.503235,,,,45.630280,-915.498657,236.531982,101.015709,-977.739075,418.161102,97.216972,-960.276855,209.223831,75.244072,-924.414429,71.207764,,,,121.783218,-865.512817,37.866665,104.966629,-1014.867432,54.398960,159.765762,-1049.187622,21.480728,,,,57.876987,-1015.711548,13.615435,424.259949,-723.681519,969.250061,-30.990370,-739.043640,958.601135
460,0,261.156464,-856.693359,1636.943359,131.378906,-860.565430,1636.604492,267.665771,-729.803833,1595.888184,146.479630,-710.290955,1578.395874,210.439377,-693.924500,1497.022095,223.459564,-584.269897,1173.838135,198.383041,-836.073792,1388.420044,175.381744,-945.516724,1149.197876,99.100815,-610.365234,1379.513550,386.939148,-779.224365,1429.617432,483.339386,-765.584900,1284.926270,528.977356,-771.775574,1108.602173,522.731384,-888.721985,991.183655,456.925781,-960.742676,902.920471,515.273499,-930.311096,866.169312,485.327606,-1031.214355,880.998535,17.133341,-764.645386,1425.212769,-74.831100,-736.735352,1281.301147,-110.395538,-691.899353,1095.844849,-152.984726,-751.290833,967.206726,-121.370895,-791.047363,836.011230,-180.550262,-741.750732,838.900818,-173.921417,-815.174255,789.056396,372.946991,-847.266602,940.263184,15.425959,-844.465515,957.406006,249.491180,-604.931885,1016.037476,154.675400,-602.093140,1013.326294,393.535156,-725.287109,616.689331,308.757141,-833.629150,604.636902,311.989014,-797.342773,498.418884,385.333282,-700.827820,469.459442,,,,379.716309,-531.243835,295.080200,323.660919,-672.863586,354.816071,311.414246,-519.076233,228.339127,351.396729,-400.304016,150.714951,,,,306.661743,-330.017456,172.693771,322.789551,-440.460144,76.316315,275.866791,-441.865021,23.989643,,,,367.507080,-412.555389,45.099735,18.099817,-882.587891,623.314880,99.574226,-978.070435,691.241516,107.067581,-993.981873,584.403564,32.110188,-931.860229,500.846039,,,,44.343502,-918.403320,235.821335,98.891785,-984.020996,416.954132,96.093033,-963.012268,208.275406,75.085945,-924.966919,71.039841,,,,121.734016,-865.475891,38.092346,105.043617,-1015.084839,53.942516,160.027908,-1049.145874,20.626663,,,,57.629131,-1015.769348,13.303724,421.406158,-737.399536,970.008667,-33.644886,-750.461426,959.768555
461,0,258.795929,-869.099548,1638.265503,129.092529,-872.924866,1637.690308,265.129242,-741.939575,1598.052002,143.890610,-722.434937,1580.693848,207.370041,-705.666260,1498.591797,221.725845,-596.696289,1175.157593,195.762939,-848.041443,1390.377441,172.867798,-957.445557,1151.783203,96.622574,-622.651123,1380.288574,383.992310,-791.154358,1431.760376,480.476898,-776.378662,1286.933228,524.891052,-780.168274,1109.779175,519.900391,-893.467468,988.345581,455.358124,-962.520630,896.737671,513.678284,-930.156738,861.495972,484.363129,-1031.831665,871.715576,14.577881,-776.727051,1427.126953,-77.102615,-750.550415,1282.869507,-112.201218,-706.849060,1096.909668,-153.961853,-767.294006,968.532837,-121.829193,-807.200867,837.526306,-181.418961,-758.421753,840.207214,-174.020874,-831.216919,789.833557,369.485046,-860.307739,942.208984,12.856186,-856.119568,959.836426,247.503204,-617.389954,1016.532410,152.654144,-614.517822,1014.790527,393.287567,-746.049072,615.906982,309.085205,-854.788391,605.958191,314.109406,-821.470764,498.696808,386.158630,-724.408997,469.594879,,,,379.253571,-550.823975,300.689087,325.284851,-695.975098,355.345764,311.253265,-537.676147,233.266937,349.584351,-414.779114,159.762390,,,,303.139557,-347.866730,186.767136,322.246124,-449.553894,80.331306,274.376801,-447.480927,29.556536,,,,364.534088,-417.015961,51.990700,15.663210,-889.713135,623.257690,96.838013,-987.341919,688.647461,104.093109,-1001.196960,582.722595,29.876015,-937.855896,500.264954,,,,43.496433,-920.719421,235.414536,97.187531,-989.482910,415.769623,94.895622,-965.410034,207.378555,75.050484,-925.320801,70.896156,,,,121.680389,-865.359070,38.366730,105.211952,-1015.297424,53.617691,160.394257,-1049.311035,19.953253,,,,57.534298,-1015.784485,13.105777,418.622986,-750.834717,970.820007,-36.445229,-762.113953,961.314941
462,0,256.472656,-881.507568,1639.670410,126.853737,-885.251831,1638.907471,262.680115,-753.994690,1600.451172,141.382980,-734.267395,1583.137573,204.389893,-717.165649,1500.206787,219.746414,-609.137268,1176.446655,193.362564,-859.862732,1392.475464,170.564865,-969.138123,1154.588379,94.072693,-634.919434,1381.100952,381.354034,-802.605042,1434.038330,477.804260,-787.176025,1289.018188,520.976685,-788.595215,1111.080444,517.057617,-897.900146,985.656494,453.675751,-963.504272,890.521973,512.246216,-929.319702,857.226685,482.984619,-1031.479858,862.108154,12.082438,-788.670288,1429.082520,-79.389061,-764.374207,1284.590088,-114.169044,-721.151245,1098.211182,-154.852524,-783.363647,970.017212,-121.997635,-823.596924,839.304260,-182.053375,-775.409790,841.644714,-173.698685,-847.687073,790.886414,366.067505,-872.867432,944.263428,10.536211,-867.747131,962.240845,245.366318,-629.538513,1017.029419,150.441025,-626.715332,1016.376953,392.826874,-766.859863,615.359558,309.574982,-876.199646,607.521545,316.181244,-845.443665,499.385773,386.806213,-747.779297,469.750214,,,,378.441986,-571.415222,306.073181,326.441071,-718.688904,355.526093,310.689575,-556.435059,237.996063,347.272736,-429.807861,168.766068,,,,299.568390,-366.297577,200.026733,321.069855,-460.725189,86.876656,272.456177,-456.951752,37.153152,,,,361.524139,-424.703278,60.611122,13.347457,-896.661987,622.912842,93.966415,-995.410095,686.174072,101.276314,-1007.871643,581.517212,28.104216,-943.932068,499.551086,,,,42.913280,-922.531433,235.166046,95.282181,-994.435120,414.577148,93.651207,-967.543274,206.494217,74.935532,-925.690735,70.885460,,,,121.707970,-865.694763,38.417358,105.365448,-1015.501038,53.366524,160.880066,-1049.801392,19.431097,,,,57.487030,-1015.796082,12.964048,415.944885,-764.073242,971.451172,-39.183273,-774.134460,963.495544
463,0,254.199142,-893.871887,1641.135986,124.480247,-898.040894,1640.435181,260.341370,-766.007507,1602.909790,138.989975,-746.011963,1585.590820,201.550659,-728.506165,1501.826782,217.502457,-621.468811,1177.694336,191.173508,-871.575073,1394.585938,168.488235,-980.704468,1157.409790,91.462799,-647.146118,1382.004639,379.048035,-813.669617,1436.353516,475.378235,-797.887817,1291.120117,517.327209,-797.037231,1112.429688,514.271667,-902.076599,983.123718,451.866669,-963.726135,884.349365,511.031860,-928.027893,853.456360,481.101501,-1030.156372,852.245422,9.732926,-800.580078,1431.009766,-81.650261,-778.159363,1286.379272,-116.170380,-735.391724,1099.617920,-155.702072,-799.478638,971.579041,-121.914818,-840.223022,841.276123,-182.481155,-792.705200,843.132324,-173.024277,-864.764221,792.324341,362.815521,-884.990723,946.275269,8.464129,-879.462158,964.570557,243.141495,-641.422241,1017.483459,148.139587,-638.729126,1018.058167,392.113495,-787.312805,615.322571,310.169159,-897.680420,609.561401,317.855560,-869.029907,500.602020,386.933289,-770.782593,470.041412,,,,376.938812,-592.103333,311.508453,327.059448,-741.123474,355.978119,309.652710,-575.849121,243.165527,344.794434,-446.144135,178.670288,,,,295.704834,-385.188843,212.097244,319.644958,-474.432190,95.758064,271.576599,-471.265808,45.881371,,,,359.300964,-436.371704,70.676704,11.389916,-903.073975,622.571838,91.571045,-1002.989746,684.360718,99.060257,-1014.696716,580.453674,26.608662,-949.452698,498.888336,,,,42.350792,-924.085083,234.974426,93.173851,-999.103394,413.353333,92.432770,-969.472107,205.616257,74.795929,-926.095642,70.851929,,,,121.728355,-865.966492,38.498383,105.461372,-1015.623901,53.143902,161.138870,-1049.943237,18.888214,,,,57.438839,-1015.819580,12.875057,413.365143,-777.113586,971.772095,-41.672161,-786.463745,966.204224
464,0,251.995895,-906.133789,1642.653564,122.275032,-910.490845,1641.868408,258.116333,-778.007568,1605.280396,136.714539,-757.862305,1587.977051,198.896622,-739.764099,1503.434937,215.007401,-633.595947,1178.953247,189.178436,-883.202026,1396.646606,166.668396,-992.272949,1160.089233,88.842201,-659.326416,1383.029175,377.027557,-824.460754,1438.651978,473.195557,-808.485535,1293.212524,514.002319,-805.500732,1113.785034,511.600128,-906.051880,980.763184,449.924072,-963.220032,878.311646,510.066162,-926.537415,850.253296,478.636444,-1027.831543,842.215149,7.581069,-812.482605,1432.861938,-83.835815,-791.810059,1288.185791,-118.139008,-749.875122,1101.030762,-156.541016,-815.608765,973.162781,-121.609718,-857.046875,843.389160,-182.728531,-810.284363,844.622742,-172.059753,-882.372314,794.098877,359.882477,-896.807068,948.184937,6.650875,-891.307556,966.780334,240.904160,-653.091187,1017.887695,145.854782,-650.612000,1019.826782,391.193115,-807.075439,616.031677,310.796448,-918.843567,612.154785,318.874847,-892.184631,502.508179,386.434998,-793.435669,470.873322,,,,374.902557,-612.865540,317.153534,327.056610,-763.613770,357.247314,308.239227,-596.540283,249.048218,342.605438,-465.776642,188.332748,,,,291.321716,-404.849792,222.483643,318.836517,-490.649170,105.380539,272.606018,-489.652252,54.293365,,,,358.420563,-451.761536,81.326767,9.836145,-909.204529,622.455566,89.676155,-1010.640015,683.104614,97.458366,-1021.344055,579.446167,25.331665,-954.318848,498.449005,,,,41.718754,-925.800842,234.812744,91.206711,-1003.543640,412.231110,91.446770,-971.257690,204.819061,74.840027,-926.535278,70.730019,,,,121.660408,-865.720825,38.834030,105.553017,-1015.665771,52.901466,161.074814,-1049.515015,18.153385,,,,57.413898,-1015.854980,12.831111,410.928711,-789.713013,971.845703,-43.800014,-798.877258,969.061584
465,0,249.890793,-918.248962,1644.209717,120.261398,-922.543518,1643.318237,255.991043,-789.963379,1607.478882,134.555344,-769.778442,1590.192871,196.465408,-750.995300,1505.041870,212.317657,-645.509399,1180.279419,187.371658,-894.762268,1398.640381,165.111603,-1003.918152,1162.586426,86.270447,-671.448730,1384.200317,375.258789,-835.032898,1440.872070,471.209991,-818.983337,1295.261719,511.018860,-813.994507,1115.130371,509.078552,-909.886658,978.601318,447.855682,-962.032410,872.520996,509.352875,-925.088684,847.658325,475.514435,-1024.546631,832.205811,5.628417,-824.373718,1434.619507,-85.898422,-805.240784,1289.984619,-120.145439,-764.423157,1102.370361,-157.370743,-831.732788,974.750916,-121.096733,-874.018250,845.611877,-182.803894,-828.096130,846.100647,-170.836075,-900.341309,796.122986,357.417328,-908.445679,950.002014,5.117323,-903.247009,968.834290,238.744278,-664.605896,1018.309692,143.681519,-662.366516,1021.726013,390.133911,-826.046509,617.525024,311.400970,-939.480530,615.523987,319.303650,-915.039978,505.255707,385.652374,-815.919922,472.626160,,,,372.640472,-634.067932,323.050537,326.454010,-786.400696,359.440308,306.684753,-618.583313,255.197845,340.202179,-486.000122,197.188568,,,,286.537598,-425.636353,230.844193,318.964447,-509.633911,114.254967,274.575684,-509.339752,61.159866,,,,358.758575,-470.040222,91.538452,8.612015,-915.793274,622.728088,87.963898,-1018.523560,682.273010,96.191772,-1027.595337,578.487915,24.236012,-958.764343,498.233704,,,,41.151199,-927.507202,234.489151,89.573654,-1007.737488,411.207947,90.789177,-972.954102,204.124313,74.844635,-926.852600,70.689827,,,,121.574234,-865.451050,39.160130,105.677765,-1015.716797,52.713970,161.013062,-1049.088501,17.649107,,,,57.415367,-1015.875671,12.807526,408.745514,-801.522827,971.928711,-45.507942,-811.169373,971.728577
