,,FP2 - Force,,,FP2 - Moment,,,FP2 - CoP,,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,FP1 - Raw,,,,,,FP4 - Force,,,FP4 - Moment,,,FP4 - CoP,,,A-Myon EMG - Voltage,,,,,,,,,,,,,,,,,,B-Myon EMG - Voltage,,,,,,,,,,,,FP3 - Force,,,FP3 - Moment,,,FP3 - CoP,,,EMG_A_Acc - Voltage,,,,,,,,,,,,,,,,EMG_B_Acc - Voltage,,,,,,,,,,,,,,,,Trigger - Electric Potential,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Pin 9,Pin 10,Pin 11,Pin 12,Pin 13,Pin 14,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
400,5,-20.1446,-142.593,-846.68,-16831.3,103933,-18039.4,325.658,-284.455,0.0928153,-20.3768,173.53,-797.248,73643.2,-15218.7,-2985.99,179.75,208.032,0.0651255,0.0704956,0.59906,0.690308,-0.509033,-0.134277,0.0509644,4.03684,-2.96123,8.23708,991.758,-1463.35,-865.765,-199.669,-305.422,-0.130892,0.0263977,0.00259399,0.0198364,0.00305176,0.0109863,0.00656128,0.00640869,0.00747681,0.000457764,0.072937,-0.0242615,-0.105896,0.0462341,-0.00274658,-0.0636292,-0.0865173,2.67395,2.66449,0.0212097,0.0190735,-0.0296021,0.00213623,-0.292053,0.212097,0.0309753,0.0369263,0.0296021,-0.0253296,-0.00823975,0.0608826,2.8728,-1.68016,4.29027,722.723,-962.169,-432.791,207.643,-1058.39,0.0770316,0.0030899,-0.0910568,-0.0773621,0.0638962,0.0144958,0.0444794,0.0147247,-0.0543976,-0.173378,-0.292397,-0.272865,0.198479,-0.278435,0.328598,-0.00377655,0.3405,0.0200272,-0.0174713,0.0522232,0.000762939,-0.0426865,0.13073,-0.0802231,0.246048,0.0353622,-0.231857,-0.0678635,0.0557327,-0.0717545,0.241203,-0.28904,-0.588417,-0.0158691
400,6,-20.0655,-137.649,-857.305,-16307.8,104924,-17667.1,325.293,-285.313,0.0926954,-19.8558,173.713,-788.765,73510.3,-15079.2,-2763.09,179.722,207.206,0.0653012,0.0686646,0.59967,0.682983,-0.508118,-0.133057,0.0473022,3.76971,-2.51941,8.94624,1036.49,-1603.28,-958.621,-199.669,-305.422,-0.130892,0.0111389,0.00823975,0.0370789,0.0288391,0.00732422,-0.014801,-0.0204468,0.019989,0.00396729,0.0820923,-0.0195312,-0.0979614,0.0259399,-0.0350952,-0.0849915,-0.0465393,2.66998,2.66541,-0.0306702,0.0132751,-0.0178528,0.0437927,-0.258331,0.235138,0.0550842,0.0421143,0.0172424,-0.0209045,0.00717163,0.110931,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0279999,-0.103722,-0.0871658,0.0498962,-0.0598526,0.0807571,-0.0395203,-0.0376511,-0.218887,-0.431366,-0.342865,0.252266,-0.421638,0.404587,0.021019,0.343285,0.0384903,-0.0298691,0.0151062,-0.0276184,-0.032959,0.152893,-0.111809,0.27153,0.062294,-0.189667,-0.0871277,0.0321579,-0.071907,0.218849,-0.294113,-0.571823,-0.00640869
400,7,-19.453,-132.614,-869.701,-16535.4,106229,-17333.3,325.05,-285.323,0.0923389,-18.0152,173.459,-777.806,72849.3,-14872.4,-2652.06,179.718,206.743,0.065408,0.0622559,0.598755,0.673523,-0.50354,-0.131226,0.0454712,3.86041,-2.96202,7.17278,947.38,-1428.48,-921.56,-199.669,-305.422,-0.130892,0.0161743,0.00152588,-0.0062561,-0.0120544,-0.000915527,0.00564575,0.00228882,-0.00366211,0.0115967,0.0787354,-0.0340271,-0.155792,-0.000152588,-0.0270081,-0.0511169,-0.0418091,2.65289,2.65259,0.0170898,0.0222778,-0.0195312,0.00427246,-0.196533,0.292969,0.0445557,0.00167847,0.0161743,0.0038147,0.00198364,0.0640869,2.51435,-1.59137,4.29053,858.52,-997.424,-244.347,207.643,-1058.39,0.0770316,0.0334549,-0.1091,-0.120049,0.0577927,-0.0327301,0.0439835,-0.0432205,0.010376,-0.245476,-0.441322,-0.37838,0.214958,-0.388832,0.438766,-0.00740051,0.358086,0.03479,-0.00419617,0.0451279,-0.0286484,-0.0632858,0.112686,-0.0778961,0.291862,0.0196838,-0.263557,-0.0133896,0.00946045,-0.15831,0.174026,-0.549965,-0.979996,0.00457764
400,8,-18.6628,-130.138,-873.597,-16322,107537,-17147.6,326.001,-285.653,0.0939135,-17.4862,172.752,-774.271,72540.6,-14733.9,-2615.13,179.81,206.714,0.0654749,0.0604248,0.596313,0.670471,-0.501404,-0.130005,0.0448608,3.77278,-3.58104,8.23713,1124.75,-1463.03,-902.857,-199.669,-305.422,-0.130892,-0.0117493,-0.00366211,0.0198364,0.00366211,0.00259399,-0.00747681,-0.00701904,0.0189209,0.0166321,0.0737,-0.00411987,-0.0926208,0.00717163,-0.0517273,-0.0868225,-0.0523376,2.65686,2.67853,-0.00610352,-0.00640869,-0.0524902,0.0572205,-0.0733948,0.285492,0.0663757,0.017395,0.0146484,-0.0289917,0.0108337,0.0805664,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0408554,-0.106392,-0.0970078,0.0509262,-0.0585556,0.0712204,-0.0304031,-0.0212097,-0.242882,-0.380592,-0.343285,0.232162,-0.401382,0.378914,0.00907898,0.341415,0.0664902,0.00507355,0.0538635,0.00400543,-0.00728607,0.560608,-0.33638,-0.367012,0.0580597,-0.233383,-0.0408936,0.00606537,-0.114975,0.217705,-0.592003,-0.998459,0.0012207
400,9,-18.7404,-128.995,-884.929,-16238.5,108385,-16887.5,325.383,-285.987,0.0931601,-17.2301,173.022,-764.727,72097.2,-14105.4,-2466.89,180.394,206.124,0.0659966,0.0595093,0.597229,0.662231,-0.498352,-0.124512,0.0424194,3.68206,-2.87343,8.94631,1036.32,-1568.23,-828.532,-199.669,-305.422,-0.130892,0.0126648,0.00320435,0.0050354,-0.00320435,-0.0100708,0.0109863,0.00930786,0.00244141,-0.00717163,0.0747681,-0.0291443,-0.117798,0.0218201,-0.0544739,-0.0709534,-0.0404358,2.64755,2.63184,-0.00854492,0.0323486,0.00549316,0.0361633,0.0794983,0.335388,-0.0244141,-0.00762939,-0.0299072,0.0131226,0.0164795,0.0466919,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0453568,-0.10952,-0.0865555,0.0632858,-0.0309372,0.0370789,-0.0863647,0.000190735,-0.252495,-0.434761,-0.348206,0.22728,-0.400047,0.430794,0.000152588,0.312767,0.0309753,0.0299835,0.0659561,0.00133514,-0.0162888,0.573463,-0.280609,-0.396156,0.0440216,-0.259514,-0.039711,0.0605011,-0.118217,0.2108,-0.537224,-0.972137,-0.020752
401,0,-17.8486,-128.551,-890.594,-16021.6,109127,-17054.9,325.438,-286.348,0.0934181,-16.0036,173.03,-758.011,71701.2,-14107.5,-2355.64,180.228,205.811,0.0659615,0.0552368,0.597229,0.656433,-0.495605,-0.124512,0.0405884,4.30373,-3.13794,6.81837,858.828,-1463.7,-940.187,-199.669,-305.422,-0.130892,0.0134277,-0.0119019,0.0282288,0.0389099,-0.00976562,-0.0192261,0.00610352,0.0102234,0.0248718,0.0834656,-0.0343323,-0.0804138,0.0224304,-0.0408936,-0.0657654,-0.0462341,2.64084,2.65778,-0.000152588,0.00137329,0.12085,0.0518799,0.321198,0.336151,-0.0880432,0.04776,-0.0038147,-0.0175476,-0.00778198,0.0198364,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0164032,-0.123215,-0.0650024,0.0401688,-0.0169373,0.0615692,-0.0345612,-0.0434875,-0.287895,-0.439034,-0.336418,0.243797,-0.395203,0.43232,0.014534,0.389175,-0.0349808,0.0143433,0.0448227,0.0146866,-0.00232697,0.553284,-0.315132,-0.32795,0.0457382,-0.262489,-0.0378036,-0.00831604,-0.112572,0.221596,-0.563049,-0.98896,-0.00823975
401,1,-17.8432,-128.994,-892.719,-15715.2,109587,-17184.9,325.662,-286.733,0.0939406,-14.5082,171.975,-750.587,71303.8,-13829.2,-2281.63,180.414,205.405,0.0661794,0.0500488,0.593567,0.650024,-0.492859,-0.12207,0.0393677,3.77251,-2.87426,5.75377,1080.85,-1638.14,-884.24,-199.669,-305.422,-0.130892,0.0308228,0.00640869,0.0230408,0.0317383,-0.0193787,0.0112915,0.0216675,0.00930786,-0.00350952,0.0868225,-0.017395,-0.0894165,0.0125122,-0.0234985,-0.0518799,-0.0366211,2.67914,2.64511,-0.00717163,0.0544739,0.234528,0.00747681,0.562744,0.331116,-0.0521851,0.0167847,0.0192261,-0.0421143,0.00198364,0.0761414,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0177383,-0.12413,-0.101776,0.0483704,0.00526428,0.0767899,-0.0530624,-0.0257111,-0.232849,-0.459938,-0.380783,0.21965,-0.424347,0.458527,0.0343704,0.372391,0.00953674,0.025177,0.0597,-0.00663757,-0.0331879,0.577888,-0.297279,-0.367546,0.0476074,-0.249863,-0.0412369,-0.00831604,-0.151825,0.197792,-0.564957,-0.931892,-0.0088501
401,2,-15.9672,-131.549,-894.839,-15451,109765,-17538,325.569,-287.07,0.0939684,-14.0696,171.004,-741.042,70641.6,-13412.1,-2170.65,180.74,205.075,0.0664704,0.0485229,0.59021,0.641785,-0.488281,-0.118408,0.0375366,4.03747,-2.87325,6.81812,1391.27,-1672.4,-976.971,-199.669,-305.422,-0.130892,0.0401306,0.0105286,0.0221252,0.0430298,-0.0244141,0.0167847,-0.000305176,0.00671387,0.0209045,0.0935364,-0.012207,-0.0743103,0.0354004,-0.0242615,-0.0630188,-0.0460815,2.66052,2.66937,0.0282288,-0.00427246,0.315399,-0.0109863,0.770721,0.311432,-0.058136,0.0140381,0.0392151,-0.0332642,-0.00366211,0.0628662,3.14122,-1.68074,3.93241,858.293,-1069.01,-451.615,207.643,-1058.39,0.0770316,0.02388,-0.122719,-0.119743,0.0762558,-0.0264359,0.0389862,-0.00629425,-0.0183487,-0.256271,-0.428162,-0.320244,0.220413,-0.407524,0.414009,-0.0284576,0.38353,0.00629425,-0.0111008,0.0555038,0.0037384,-0.026207,0.574226,-0.329132,-0.35923,0.102348,-0.27401,-0.0601578,-0.000534058,-0.124016,0.196114,-0.551949,-0.98896,-0.00732422
401,3,-14.543,-133.661,-892.357,-15053,109661,-18021,325.793,-287.467,0.0944967,-13.2839,171.187,-733.973,69982.2,-13520.7,-2003.8,180.418,205.055,0.0662639,0.0457764,0.59082,0.635681,-0.483704,-0.119324,0.03479,3.86064,-3.13881,7.52757,991.682,-1428.35,-884.362,-199.669,-305.422,-0.130892,0.0317383,0.0132751,0.0260925,0.0320435,-0.0265503,0.00259399,0.0143433,-0.00610352,0.0547791,0.101013,-0.0521851,-0.113525,0.0524902,-0.0524902,-0.057373,-0.0666809,2.66342,2.66068,0.0100708,0.0289917,0.381927,-0.0218201,0.855103,0.301056,-0.042572,-0.00457764,0.00259399,-0.040741,0.0357056,0.0808716,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.04776,-0.108261,-0.0985336,0.0172806,0.00892639,0.0755692,-0.052948,-0.0375366,-0.201378,-0.458374,-0.415344,0.237846,-0.421295,0.460548,0.0305176,0.404015,0.0520706,0.0625992,-0.00732422,-0.0050354,-0.0267792,0.574265,-0.314064,-0.357628,0.0182724,-0.250931,0.00579834,-0.00663757,-0.152359,0.199165,-0.556335,-0.972557,0.0158691
401,4,-13.2908,-135.865,-893.063,-14656.8,109875,-18373.9,325.935,-287.924,0.0949319,-11.6156,170.311,-723.367,69364.3,-13138.6,-2078.63,180.676,204.512,0.0665612,0.039978,0.587769,0.626526,-0.479431,-0.115967,0.0360107,3.59613,-3.49338,7.1728,1257.96,-1567.69,-846.985,-199.669,-305.422,-0.130892,0.0418091,-0.0109863,-0.020752,0.00549316,0.0465393,0.0230408,0.0184631,0.0109863,0.0534058,0.114746,-0.0543213,-0.120697,0.0495911,-0.0289917,-0.0570679,-0.0714111,2.67426,2.66342,0.0247192,0.0296021,0.378113,-0.0247192,0.978241,0.296936,-0.0613403,-0.0050354,-0.00564575,-0.0212097,0.0265503,0.0337219,2.87393,-1.05629,5.36184,948.761,-1068.87,-376.304,207.643,-1058.39,0.0770316,0.0368881,-0.11219,-0.125351,0.0473022,0.0591278,0.0701523,-0.0488663,0.0123596,-0.251007,-0.46978,-0.368156,0.255699,-0.393524,0.467033,0.00274658,0.391464,0.0503922,0.0260162,0.0167465,-0.000572205,-0.0243759,0.582848,-0.297241,-0.378227,0.0501633,-0.279121,-0.119324,-0.0608826,0.0436783,0.0587845,-0.317802,-1.25,-0.000305176
401,5,-11.3349,-138.769,-888.101,-14479,109664,-18634,326.385,-288.032,0.0956519,-11.1755,169.516,-717.711,68834.5,-12790.9,-1856.04,181.017,204.494,0.0667889,0.0384521,0.585022,0.621643,-0.475769,-0.112915,0.0323486,3.85932,-2.69644,7.88216,1169.42,-1602.92,-884.198,-199.669,-305.422,-0.130892,0.00732422,-0.0154114,0.012207,0.0198364,0.0250244,-0.012207,0.0218201,0.0202942,0.0596619,0.0878906,-0.0572205,-0.108795,0.0421143,-0.0610352,-0.0874329,-0.0708008,2.6651,2.68265,0.00778198,0.00427246,0.411377,-0.0337219,1.04935,0.22171,-0.085144,0.0474548,-0.0117493,-0.0526428,0.000305176,0.0334167,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0725555,-0.0954819,-0.0944901,0.0432205,0.00720978,0.0880051,-0.0237656,-0.00350952,-0.247955,-0.410843,-0.412636,0.240746,-0.385475,0.453796,0.03479,0.423622,0.0109482,0.0492859,-0.00751495,-0.0100327,0.0799942,1.24996,-1.25,-0.115814,0.0491714,-0.335541,-0.0772095,-0.0185394,0.0307846,0.0679398,-0.285912,-1.25,-0.00640869
401,6,-9.64034,-141.499,-886.68,-14034.5,109066,-18986.4,325.908,-288.506,0.0951773,-10.3867,168.99,-709.581,67998,-12690.2,-1782.27,180.955,204.574,0.0667293,0.0357056,0.583191,0.614624,-0.469971,-0.112,0.0311279,3.94766,-2.87277,8.94647,1080.47,-1498.12,-828.529,-199.669,-305.422,-0.130892,0.00976562,0.00579834,-0.0117493,0.032959,0.0308228,0.0163269,-0.00549316,0.0167847,0.0468445,0.0886536,-0.0628662,-0.135345,0.0260925,-0.0476074,-0.0683594,-0.0817871,2.6445,2.64145,0.0253296,-0.018158,0.397644,-0.017395,1.13037,0.244904,-0.0259399,-0.0131226,-0.0234985,-0.0309753,0.0114441,-0.0311279,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0315857,-0.10952,-0.0580215,0.0509262,0.0566101,0.0782776,-0.0630569,-0.0180054,-0.246849,-0.462189,-0.418472,0.28511,-0.392456,0.477791,0.0139236,0.397339,0.0544357,-0.00778198,-0.037117,-0.00205994,0.0973892,1.24996,-1.25,-0.130959,0.0209808,-0.316963,-0.119286,-0.0764847,0.00667572,0.123215,-0.304337,-1.25,0.000610352
401,7,-7.59942,-143.607,-882.073,-13768.8,108961,-19451,326.431,-288.724,0.0960612,-9.41754,167.666,-701.804,67644.9,-12481.7,-1615.29,181.054,204.015,0.0669256,0.0323486,0.578613,0.60791,-0.467529,-0.110168,0.0283813,3.94894,-2.9618,7.17283,1213.65,-1567.81,-884.183,-199.669,-305.422,-0.130892,0.014801,0.00488281,0.00701904,0.0354004,0.0424194,-0.00259399,-0.00473022,0.0212097,0.0747681,0.087738,-0.0596619,-0.137482,0.0473022,-0.0357056,-0.0675964,-0.11734,2.66418,2.6622,-0.00930786,0.00350952,0.381927,0.0190735,1.26434,0.196686,0.0520325,0.00579834,-0.0131226,-0.0819397,0.0135803,-0.0402832,2.87442,-1.41108,5.72002,722.685,-1104.72,-489.103,207.643,-1058.39,0.0770316,0.0273514,-0.0758743,-0.0804901,0.0423813,0.0452042,0.0772476,-0.0263214,-0.0122452,-0.27832,-0.462837,-0.421066,0.273933,-0.393753,0.489655,-0.00576019,0.422554,0.00694275,-0.0149536,-0.0229263,0.0168228,0.103455,1.24996,-1.25,-0.11982,0.0494003,-0.32383,-0.11879,-0.0490189,-0.0183105,0.0774765,-0.295982,-1.25,0.00915527
401,8,-5.73164,-145.983,-879.236,-13413.7,108609,-19803.7,326.43,-289.077,0.0962325,-8.01515,167.232,-691.552,67114.5,-12028.9,-1504.24,181.445,203.353,0.0673378,0.0274658,0.577087,0.59906,-0.463867,-0.106201,0.0265503,4.39121,-3.22547,8.94685,859.176,-1603.71,-940.141,-199.669,-305.422,-0.130892,0.0222778,0.027771,0.00305176,0.00305176,0.0331116,0.0062561,0.0195312,0.0289917,0.0569153,0.110931,-0.030365,-0.120087,0.020752,-0.0460815,-0.0541687,-0.0712585,2.68555,2.65869,0.0393677,0.014801,0.301819,0.0253296,1.483,0.190735,0.0897217,0.00915527,-0.0224304,-0.0772095,0.00778198,-0.0952148,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0204086,-0.160484,-0.120468,0.0262833,0.0494003,0.0957489,-0.0212097,-0.00495911,-0.244522,-0.480499,-0.456581,0.255737,-0.402222,0.501366,0.0105286,0.413246,0.0351334,0.0419617,-0.0654984,-0.00675201,0.0891113,1.24996,-1.25,-0.136147,0.0534439,-0.302315,-0.116692,-0.0918961,0.00740051,0.088501,-0.308952,-1.25,0.0152588
401,9,-3.06553,-148.707,-876.043,-13103.5,108364,-20063.6,326.599,-289.375,0.0966301,-6.60995,166.531,-683.421,66234.8,-12068.6,-1393.3,181.18,203.486,0.0671329,0.022583,0.574646,0.592041,-0.457764,-0.106506,0.0247192,4.12513,-2.60756,7.17282,1169.35,-1602.88,-772.684,-199.669,-305.422,-0.130892,0.0210571,-0.00762939,0.0227356,0.045929,0.0350952,0.00778198,0.000762939,0.0106812,0.0746155,0.114746,-0.0535583,-0.114441,0.0639343,-0.0166321,-0.0814819,-0.0610352,2.65259,2.66113,0.0062561,-0.0253296,0.28595,0.0527954,1.71951,0.158691,-0.0167847,0.0111389,-0.00366211,-0.0793457,0.0102234,-0.092926,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0381088,-0.104523,-0.10704,0.0117874,0.0144958,0.0482178,-0.0117493,0.0130844,-0.243683,-0.444412,-0.419273,0.242157,-0.425835,0.45414,0.000648499,0.462952,0.00324249,-0.00301361,-0.0248718,0.0220108,0.0470352,1.24996,-1.25,-0.104713,0.0450134,-0.363235,-0.0925446,-0.0482941,0.0163269,0.0371933,-0.324211,-1.25,0.00610352
402,0,-0.940034,-149.931,-871.79,-12617,108154,-20360.3,326.961,-289.859,0.0974068,-5.9986,165.827,-671.403,65792.8,-11685.5,-1300.75,181.434,202.409,0.0675533,0.0204468,0.572205,0.581665,-0.454712,-0.103149,0.0231934,3.59332,-2.96187,9.65575,1257.76,-1497.67,-809.837,-199.669,-305.422,-0.130892,0.00152588,0.00564575,-0.00137329,0.0180054,0.0210571,0.0108337,0.0180054,0.0100708,0.0628662,0.0772095,-0.0357056,-0.191193,0.0282288,0.0119019,-0.0567627,-0.0602722,2.67303,2.66251,0.01297,0.0282288,0.233612,0.0302124,2.03156,0.159149,0.00442505,0.0128174,-0.0038147,-0.0387573,0.0428772,-0.112,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0128937,-0.155296,-0.079689,0.014534,0.0257874,0.0102234,-0.0567245,-0.0283051,-0.217857,-0.455894,-0.392761,0.258751,-0.377846,0.445557,-0.00389099,0.449295,0.0332642,0.0504303,-0.0379562,0.00205994,0.0899887,1.24996,-1.25,-0.107117,0.0218964,-0.309372,-0.0496674,-0.0909042,-0.00900269,0.086441,-0.292778,-1.25,0.0222778
402,1,1.63503,-151.861,-869.661,-12261.5,107697,-20657.2,326.739,-290.232,0.0972599,-5.82174,164.854,-665.04,64999.2,-11374.2,-1189.84,181.736,202.665,0.0676906,0.0198364,0.568848,0.576172,-0.449219,-0.100403,0.0213623,4.12386,-2.6952,9.65598,1080.6,-1533.14,-902.86,-199.669,-305.422,-0.130892,0.032959,-0.0114441,-0.032196,0.0331116,0.0489807,0.00656128,0.0146484,0.0138855,0.0769043,0.0891113,-0.0424194,-0.20401,0.0369263,0.0012207,-0.0653076,-0.0712585,2.67899,2.6741,0.0209045,-0.0213623,0.132904,0.0300598,2.38281,0.132446,-0.0978088,-0.00259399,0.0151062,-0.00579834,-0.00106812,-0.126038,0,0,0,0,0,0,207.643,-1058.39,0.0770316,-0.00148773,-0.101051,-0.0503159,0.0224304,0.0452423,0.00988007,-0.0480652,0.032196,-0.249443,-0.457954,-0.362358,0.256119,-0.413322,0.46566,0.00183105,0.466423,0.0672913,-0.0122833,-0.0419235,0.0527191,0.0655365,1.24996,-1.25,-0.102539,0.0349426,-0.359039,-0.189323,0.000610352,0.385628,0.183182,0.213203,0.272102,0.00335693
402,2,2.88401,-154.152,-867.887,-11819.7,107558,-20805.3,326.832,-290.712,0.0976332,-5.03103,163.707,-654.789,64425.5,-11061.8,-967.271,181.945,202.011,0.0679818,0.0170898,0.56488,0.567322,-0.445251,-0.0976562,0.0177002,3.86061,-2.78547,6.10853,1213.62,-1567.79,-828.426,-199.669,-305.422,-0.130892,0.0178528,0.00869751,-0.0158691,0,0.0126648,-0.0062561,0.0088501,0.0137329,0.0427246,0.0698853,-0.0331116,-0.190277,0.0370789,-0.0256348,-0.0517273,-0.065155,2.66693,2.66815,0.000305176,-0.00152588,0.114288,0.0653076,2.68295,0.13382,-0.164032,0.0354004,-0.0149536,-0.0387573,0.0256348,-0.0914001,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0574875,-0.146446,-0.0868988,0.0588989,0.0307465,0.0312042,-0.0535965,-0.00709534,-0.262413,-0.422935,-0.385284,0.245895,-0.354805,0.469284,0.0162125,0.448532,0.00221252,-0.033493,0.00892639,-0.0311661,0.199089,1.16463,-0.800591,-0.862923,0.0524521,-0.362816,-0.187912,0.0133514,0.325317,0.20546,0.263863,0.276451,0.00213623
402,3,5.10008,-154.847,-866.821,-11467.3,107666,-20990.8,327.108,-291.101,0.0982345,-4.06496,162.826,-645.951,63368.6,-10857.2,-1005.18,182.031,202.301,0.0679696,0.0137329,0.561829,0.559692,-0.437927,-0.0958252,0.0183105,4.03637,-2.431,6.81798,1346.92,-1707.46,-791.129,-199.669,-305.422,-0.130892,0.0205994,0.0154114,-0.0242615,-0.000152588,0.0331116,-0.00259399,-0.00656128,-0.0164795,0.0738525,0.0839233,-0.0654602,-0.215149,0.0294495,0.000305176,-0.0634766,-0.0897217,2.66174,2.64359,0.00228882,0.0190735,0.000610352,0.0698853,3.0159,0.124359,-0.0794983,-0.00656128,-0.0160217,-0.0216675,0.0178528,-0.0970459,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.024147,-0.161285,-0.0283813,0.0617218,0.047493,0.0268173,-0.0735855,0.0267792,-0.253296,-0.470314,-0.405579,0.292358,-0.391998,0.461082,0.0411606,0.436363,0.0416183,-0.0860214,-0.0151825,0.0082016,0.228958,1.16581,-0.817184,-0.848503,0.0224686,-0.383034,-0.203018,-0.0291443,0.366631,0.245934,0.219536,0.302086,0.017395
402,4,6.34732,-156.696,-865.402,-11201.5,107490,-21250.8,327.109,-291.386,0.098376,-3.00529,160.616,-634.993,62662.1,-10370.3,-931.42,182.507,201.72,0.0684186,0.0100708,0.554199,0.550232,-0.433044,-0.0915527,0.0170898,4.39162,-3.13737,7.88262,947.759,-1603.45,-828.574,-199.669,-305.422,-0.130892,-0.00701904,-0.00747681,-0.0195312,0.0126648,-0.00717163,0.0140381,0.0282288,0.00183105,0.0642395,0.0650024,-0.058136,-0.201874,0.0372314,-0.0161743,-0.0671387,-0.0749207,2.67319,2.67014,-0.00396729,-0.00366211,-0.0128174,0.0444031,3.16498,0.101471,-0.0924683,0.015564,0.0012207,-0.0767517,0.000305176,-0.0604248,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0179291,-0.153618,-0.064888,0.0269318,0.118217,0.0413895,-0.0247955,0.0152969,-0.281868,-0.453796,-0.380402,0.269508,-0.403252,0.500107,0.0231171,0.461235,0.0121689,-0.0738144,0.00511169,-0.0115585,0.183182,1.17836,-0.770798,-0.871048,0.0391388,-0.398483,-0.19558,0.0136185,0.327072,0.220947,0.237312,0.303841,0.0149536
402,5,8.39868,-158.896,-867.522,-10894,107774,-21492.2,327.132,-291.772,0.0986001,-2.4807,159.911,-624.742,62265.6,-10267.2,-801.611,182.404,200.736,0.068583,0.00823975,0.551758,0.541382,-0.430298,-0.0906372,0.0149536,4.30069,-2.34131,8.59177,1080.28,-1428.1,-791.38,-199.669,-305.422,-0.130892,-0.000915527,0.0175476,-0.0126648,-0.0187683,-0.0263977,-0.00778198,0.00518799,0.00335693,0.0741577,0.0787354,-0.0563049,-0.182343,0.0354004,-0.00549316,-0.0717163,-0.0874329,2.63809,2.64755,-0.00640869,0.0245667,-0.115967,0.00656128,3.20221,0.103149,-0.254822,-0.0247192,0.0358582,-0.0984192,0.0178528,-0.112152,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0105667,-0.186577,-0.0811005,0.0160599,0.047493,0.0192642,-0.0144958,0.0268555,-0.237389,-0.446739,-0.412979,0.257072,-0.406723,0.469742,0.000801086,0.495682,0.0528717,-0.0697327,-0.0395203,-0.0223541,0.192261,1.16993,-0.769234,-0.867157,0.0633621,-0.377426,-0.21347,-0.021553,0.296593,0.236168,0.218086,0.285263,0.00366211
402,6,10.3555,-160.742,-866.81,-10453.6,107953,-21807.9,327.439,-292.269,0.0993013,-1.08023,160.187,-617.318,60987.8,-9923.53,-579.512,182.764,201.607,0.0686131,0.00335693,0.552673,0.534973,-0.421448,-0.0875854,0.0112915,4.12581,-3.13791,8.23719,1124.99,-1602.98,-716.953,-199.669,-305.422,-0.130892,-0.00915527,0.0178528,-0.00152588,0.0291443,0.0462341,-0.000762939,0.0143433,0.00701904,0.0689697,0.0767517,-0.0416565,-0.195312,0.0773621,-0.0115967,-0.0753784,-0.0737,2.64984,2.65991,-0.00198364,-0.015564,-0.139313,0.00350952,3.02338,0.0389099,-0.280304,0.0205994,0.0537109,-0.103302,0.0140381,-0.0590515,2.69367,-2.12447,4.29126,993.852,-890.893,-433.232,207.643,-1058.39,0.0770316,0.0257492,-0.140762,-0.0860596,-0.0315475,0.0332642,0.0220871,-0.0275421,0.0088501,-0.228539,-0.457191,-0.36274,0.259323,-0.430527,0.460358,0.00492096,0.46154,0.0294113,-0.059967,0.00339508,0.0170517,0.129852,1.15925,-0.759239,-0.877953,0.0540924,-0.371094,-0.169373,-0.0110245,0.336151,0.181885,0.220451,0.288925,-0.00152588
