Frame,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
337,-0.000305176,-0.0360107,0.131226,-0.0157166,0.0813293,0.00244141,0.00396729,0.00854492,0.0151062,0.161743,0.518188,-0.229187,-0.0848389,0.103149,-0.0619507,-0.0138855,2.65366,2.65442,0.00518799,0.00228882,-0.0100708,-0.000457764,0.131531,0.0135803,-0.00183105,-0.0523376,-0.00946045,-0.0115967,0.0141907,-0.00244141,3.8585,-1.67998,4.28912,452.479,-1067.73,321.871,207.643,-1058.39,0.0770316,0.00747681,0.0488663,-0.4599,0.27401,0.0468826,0.458908,-0.00812531,0.0503922,-0.240898,-0.49057,-0.391541,-0.0923538,-0.0907135,0.297737,0.00556946,0.309029,0.00892639,0.0922775,0.162392,0.0360107,0.118256,0.200081,-0.109024,-0.150871,0.0217438,-0.173912,-0.159111,0.207024,0.0226593,0.0442123,-0.0786591,-0.0201797,-0.00854492
337,0.0213623,-0.0343323,0.121307,0.0260925,0.0537109,-0.0050354,0.0170898,-0.00488281,0.0189209,0.177307,0.518036,-0.265961,-0.0897217,0.119476,-0.0561523,-0.0257874,2.65411,2.66418,0.040741,0.00640869,-0.0184631,0.019989,0.180054,-0.00808716,-0.0320435,-0.148926,0.0543213,0.00762939,-0.0427246,-0.0263977,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0163269,0.0914764,-0.402412,0.272636,0.018959,0.427094,-0.0495148,0.0344849,-0.242119,-0.482521,-0.382996,-0.0484085,-0.101318,0.23632,-0.00305176,0.307999,0.0625229,0.138588,0.169029,-0.0050354,0.173798,0.219879,-0.0898361,-0.22953,0.0496674,-0.132751,-0.193138,0.181541,0.0208664,0.0363922,-0.0827789,-0.0134277,-0.00946045
337,0.0160217,-0.0196838,0.0881958,-0.0123596,0.0332642,-0.00259399,0.0224304,0.0062561,0.0193787,0.175629,0.524902,-0.250244,-0.0820923,0.0904846,-0.0717163,-0.00656128,2.66083,2.66144,-0.00366211,0.0160217,0.0253296,0.00106812,0.136566,0.0228882,0.0474548,-0.123596,-0.0418091,-0.0178528,0.000762939,-0.0186157,3.49884,-1.77079,3.21704,904.541,-1209.9,434.72,207.643,-1058.39,0.0770316,0.0354004,0.0860977,-0.411835,0.271912,0.0523376,0.39814,-0.0502777,0.0442886,-0.240707,-0.486832,-0.390892,-0.0382614,-0.0937653,0.273666,0.00377655,0.275612,-0.00480652,0.165672,0.188332,-0.00553131,0.111961,0.207672,-0.111275,-0.188675,0.0745392,-0.202484,-0.151367,0.205002,0.0302505,0.0546646,-0.0751877,-0.0178909,-0.010376
337,0.00518799,-0.0379944,0.0564575,-0.0512695,0.0340271,-0.0274658,-0.00289917,0.0230408,0.0419617,0.194702,0.518036,-0.224915,-0.0759888,0.112,-0.0502014,-0.0242615,2.65564,2.65457,0.00900269,0.0135803,-0.0384521,-0.00213623,0.163727,0.0169373,0.0434875,-0.0863647,-0.0570679,0.0205994,-0.0170898,-0.0335693,0,0,0,0,0,0,207.643,-1058.39,0.0770316,-0.0151443,0.0527191,-0.386276,0.286026,0.0416946,0.410538,-0.0390625,0.0207901,-0.278778,-0.491257,-0.37529,-0.017395,-0.0750351,0.273323,0.0186539,0.301399,0.0476456,0.202789,0.158005,-0.0043869,0.171547,0.188103,-0.0916672,-0.216255,0.0259781,-0.159073,-0.118675,0.186501,0.0439072,0.0642776,-0.0998306,-0.029068,-0.00457764
337,0.0187683,-0.0123596,0.0482178,-0.045929,-0.0706482,0.01297,0.012207,0.0128174,0.00991821,0.181274,0.519409,-0.225677,-0.0758362,0.112762,-0.0540161,-0.0108337,2.68219,2.66037,-0.0108337,0.0154114,0.0349426,0.0146484,0.0843811,-0.00396729,0.0823975,-0.0593567,-0.0816345,-0.0299072,0.00564575,0.0260925,3.67771,-2.1268,2.8599,949.611,-925.087,377.604,207.643,-1058.39,0.0770316,-0.00595093,0.077858,-0.42057,0.274734,0.0776672,0.431023,-0.0296783,0.0259018,-0.249557,-0.516357,-0.385704,-0.0648499,-0.103302,0.306511,0.0177383,0.313263,0.00263214,0.145035,0.190353,0.018158,0.159721,0.218811,-0.133095,-0.200462,0.0644302,-0.208855,-0.164108,0.189743,0.0746536,0.0495529,-0.0745773,0.0122833,-0.00946045
337,0.0268555,-0.018158,0.00427246,-0.0119019,-0.0909424,0.0128174,0.0221252,0.00305176,0.0343323,0.185852,0.510712,-0.251007,-0.0740051,0.109863,-0.0520325,-0.00350952,2.66739,2.66724,0.00259399,0.0216675,0.00228882,-0.00717163,0.0813293,0.0297546,0.0151062,-0.0453186,-0.0448608,-0.0163269,-0.01297,-0.00762939,3.41003,-1.59184,3.93194,949.696,-1138.7,415.688,207.643,-1058.39,0.0770316,-0.0157166,0.0703812,-0.442429,0.302048,0.0455856,0.415344,-0.00873566,0.0377655,-0.249519,-0.510483,-0.385513,-0.0534821,-0.0927734,0.264626,0.00705719,0.34893,0.0139999,0.163383,0.177269,-0.000801086,0.133743,0.248795,-0.0935364,-0.209732,0.0510025,-0.20401,-0.134659,0.190659,0.0244522,0.0840378,-0.0393677,-0.0215912,0.00488281
337,0.00274658,-0.00793457,0.00732422,0.012207,-0.0964355,0.00335693,0.0196838,0.015564,0.00473022,0.261993,0.377502,-0.266266,-0.100555,0.0866699,-0.0424194,0.0292969,2.68311,2.68066,0.00274658,0.00213623,0.0050354,0.0254822,0.0239563,0.0263977,0.0282288,0.0111389,0.0282288,-0.0340271,0.0132751,0.0120544,3.67842,-1.50356,3.57391,994.798,-1138.82,340.22,207.643,-1058.39,0.0770316,0.0172806,-0.0643158,-0.322151,0.233994,0.0476074,0.401382,-0.0501633,0.0662994,-0.213699,-1.01814,-0.33947,-0.0249481,-0.0662994,0.249557,0.0145721,0.298157,0.0415039,0.123253,0.171089,0.0285339,0.143471,0.231781,-0.118484,-0.196457,0.0845337,-0.181465,-0.188484,0.174751,0.0429153,0.0238419,-0.0548172,-0.00774384,0.0115967
337,0.0100708,-0.0239563,-0.0524902,0.0216675,-0.0814819,0.0143433,-0.00686646,-0.0109863,0.0205994,0.261688,0.374146,-0.27771,-0.0805664,0.101929,-0.0479126,0.0265503,2.66769,2.677,0.0205994,-0.0131226,0.000305176,0.00793457,0.00946045,0.0157166,-0.0119019,0.0799561,0.0753784,-0.0166321,-0.0120544,-0.0160217,3.67934,-1.94658,4.2898,723.774,-1067.45,453.534,207.643,-1058.39,0.0770316,-0.0290298,-0.0517273,-0.303535,0.246582,0.0614929,0.383034,-0.0459671,0.0840759,-0.294151,-1.0178,-0.284996,-0.00328064,-0.0463104,0.256691,-0.00617981,0.310287,0.0142288,0.178146,0.17067,-0.0352097,0.119514,0.201912,-0.0971603,-0.160866,0.0380707,-0.205116,-0.103378,0.223236,-0.0159073,0.0522232,-0.0457382,-0.00648499,0.0119019
337,-0.000762939,0.0166321,-0.0410461,0.00671387,-0.0230408,0.00823975,0.0212097,0.0186157,-0.00183105,0.231323,0.373383,-0.265808,-0.0776672,0.0953674,-0.0605774,0.0512695,2.68097,2.67563,-0.0209045,0.0138855,-0.00411987,0,-0.00732422,0.0210571,0.0234985,0.0881958,0.0250244,-0.0509644,0.0132751,0.0177002,3.58853,-2.21505,3.21772,859.119,-1032.14,264.774,207.643,-1058.39,0.0770316,0.0191116,-0.073967,-0.32402,0.26062,0.0709915,0.409737,-0.0341415,0.0608444,-0.291405,-1.00349,-0.360298,-0.0110626,-0.0296783,0.271759,0.0239944,0.304108,0.0761032,0.240211,0.163612,-0.0255203,0.152855,0.175858,-0.133858,-0.222168,0.058136,-0.180435,-0.1297,0.180817,0.018425,0.0923538,-0.129395,-0.0421906,0.0143433
337,0.0138855,0.00396729,-0.0466919,0.0398254,0.0239563,-0.0132751,0.00320435,-0.00228882,0.0112915,0.263824,0.365143,-0.288544,-0.0857544,0.106354,-0.0717163,0.027771,2.67502,2.68173,0.0308228,0.0141907,-0.00366211,0.0180054,0.0343323,0.0152588,0.000762939,0.0389099,0.00442505,-0.0138855,-0.0354004,-0.00640869,0,0,0,0,0,0,207.643,-1058.39,0.0770316,-0.00415802,-0.0829697,-0.285912,0.23243,0.0629425,0.418968,-0.0452805,0.0751877,-0.285492,-1.02974,-0.351448,0.0202942,-0.067215,0.249825,0.0549316,0.302086,0.0162125,0.259361,0.215187,-0.0650787,0.149117,0.25116,-0.121574,-0.281448,0.0510406,-0.217896,-0.104256,0.255203,-0.00572205,0.0547409,-0.0545883,-0.014534,0.0167847
338,-0.00167847,0.019989,-0.0209045,0.0297546,-0.00808716,-0.00610352,0.00839233,-0.0131226,-0.00289917,0.26001,0.378418,-0.26947,-0.0732422,0.0952148,-0.0608826,0.00152588,2.64893,2.66083,-0.00610352,0.00946045,0.00839233,0.01297,0.043335,0.0421143,0.0558472,0.0453186,-0.0315857,-0.0222778,0.0135803,-0.00915527,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0235367,-0.0886154,-0.319443,0.223579,0.0833511,0.401878,-0.0450516,0.112267,-0.273361,-1.00578,-0.337715,-0.0111771,-0.0785828,0.264549,-0.0241089,0.293655,0.0520706,0.290375,0.134354,-0.021019,0.187187,0.176888,-0.1231,-0.262756,0.0542831,-0.214043,-0.115738,0.170555,0.0075531,0.121727,-0.104561,-0.0432587,0.0189209
338,-0.00106812,-0.00488281,-0.0270081,0.0418091,0.0790405,0.0144958,-0.0111389,0.00839233,0.0230408,0.244141,0.354156,-0.275574,-0.0816345,0.0932312,-0.0668335,0.0276184,2.66129,2.66449,0.0248718,0.0038147,-0.01297,-0.01297,0.0662231,0.0282288,0.0592041,0.020752,-0.0495911,-0.0205994,-0.0236511,-0.0271606,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.00816345,-0.0985718,-0.296021,0.248871,0.0589371,0.383301,-0.0170517,0.0793839,-0.298805,-0.984764,-0.34893,0.0126266,-0.0632477,0.235634,0.0109863,0.309219,0.0124741,0.265541,0.151443,0.0195312,0.125008,0.227432,-0.087471,-0.242043,0.0564957,-0.216827,-0.129128,0.187302,0.0534058,0.0455856,-0.0810242,0.00984192,-0.00579834
338,0.000610352,-0.00595093,0.0108337,0.0531006,0.027771,0.0224304,0.0180054,0.0152588,-0.0221252,0.224457,0.365906,-0.290833,-0.105896,0.0817871,-0.0531006,0.0379944,2.67075,2.66632,0.00518799,0.00473022,0.00289917,-0.0100708,0.0340271,0.0204468,0.0645447,-0.0302124,-0.0546265,-0.0914001,0.00473022,-0.00579834,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0279999,-0.0611115,-0.292892,0.209961,0.0975418,0.403709,-0.0379944,0.0562668,-0.246201,-1.02776,-0.346298,0.00865936,-0.0936508,0.293388,0.0460434,0.302658,-0.0173187,0.285568,0.139084,-0.0117111,0.153923,0.280991,-0.103302,-0.223999,0.0704193,-0.233879,-0.125122,0.194244,0.00770569,0.0551605,-0.054245,-0.0208282,0.00671387
338,0.000762939,0.00595093,-0.019989,0.0314331,-0.0559998,-0.00778198,-0.00442505,0.0239563,0.00762939,0.470734,0.221405,-0.294647,-0.0405884,0.0738525,-0.0758362,0.0802612,2.64404,2.66068,0.038147,-0.0163269,-0.01297,-0.00259399,0.0749207,0.0291443,0.000762939,-0.0285339,0.0343323,-0.120087,-0.0012207,-0.0233459,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.018425,-0.098381,-0.121422,0.188026,0.0629044,0.365372,-0.0159836,0.0188446,-0.27195,-0.970001,-0.115623,0.0180817,-0.0520706,0.289574,-0.0289536,0.288239,0.0144577,0.267334,0.146179,0.0019455,0.12104,0.2388,-0.109062,-0.180511,0.0519562,-0.211105,-0.111313,0.177383,0.0162125,0.0763321,-0.083046,-0.0198746,0.0250244
338,-0.00350952,0.0283813,-0.0285339,-0.0213623,-0.0453186,0.00671387,0.00549316,0.00213623,-0.0135803,0.452423,0.216522,-0.289612,-0.0413513,0.0622559,-0.0578308,0.0881958,2.65259,2.65823,0.00762939,0.00610352,0.0161743,0.00213623,0.038147,0.0128174,-0.0260925,0.0218201,0.0941467,-0.11795,0.0102234,-0.00808716,3.49974,-2.12495,3.93277,633.362,-1245.63,397.39,207.643,-1058.39,0.0770316,0.0546265,-0.113716,-0.128098,0.21534,0.0534439,0.39711,-0.0402069,-0.0275421,-0.256348,-0.962563,-0.151634,0.0100327,-0.0161743,0.279961,0.010643,0.302658,0.0775909,0.259247,0.153847,-0.0414276,0.154305,0.231438,-0.122757,-0.243721,0.0754929,-0.163841,-0.153122,0.205536,-0.00301361,-0.00362396,-0.103836,-0.0405502,-0.00152588
338,-0.0152588,0.00823975,-0.0387573,-0.00213623,-0.0892639,-0.00106812,0.00366211,0.00823975,-0.0192261,0.469513,0.202789,-0.32135,-0.0418091,0.0708008,-0.0820923,0.0778198,2.65518,2.65671,0.0178528,-0.00427246,-0.0213623,0.0276184,0.0679016,0.00442505,-0.0566101,0.0311279,0.183716,-0.0608826,-0.0270081,-0.0390625,0,0,0,0,0,0,207.643,-1058.39,0.0770316,-0.0216293,-0.118179,-0.15152,0.19062,0.0536728,0.42778,-0.0476456,0.00152588,-0.273018,-1.04759,-0.154305,0.0152588,-0.0476074,0.249062,0.0615692,0.288162,0.0151443,0.318794,0.204964,-0.0510788,0.173225,0.199432,-0.128326,-0.208054,0.029068,-0.209503,-0.118027,0.255241,-0.0157166,0.0291061,-0.118752,-0.0521088,0.00823975
338,-0.0088501,0.0230408,0.0224304,0.0219727,-0.208588,0.00732422,0.0172424,0.0234985,-0.0120544,0.441284,0.212555,-0.288086,-0.0401306,0.0878906,-0.0732422,0.0762939,2.6593,2.66266,-0.00869751,0.010376,0.0236511,-0.0180054,0.0454712,0.0205994,0.00442505,0.0439453,0.142059,-0.0285339,0.0233459,-0.00900269,3.76693,-2.30513,2.50256,768.833,-1067.64,340.357,207.643,-1058.39,0.0770316,0.04776,-0.136986,-0.175476,0.188179,0.0463486,0.409546,-0.0310898,0.0125885,-0.293159,-0.949783,-0.172272,-0.0373077,-0.0350952,0.252914,0.0502014,0.293617,0.0413513,0.304298,0.166016,-0.0406265,0.210114,0.242996,-0.140381,-0.235252,0.0170135,-0.21347,-0.112877,0.209084,0.00671387,0.0702667,-0.0917816,-0.0153732,-0.0128174
338,0.0050354,0.012207,0.0274658,0.0161743,-0.175476,0.00473022,0.00976562,0.000915527,0.00473022,0.474091,0.201111,-0.291748,-0.0527954,0.0973511,-0.0642395,0.0489807,2.65182,2.6619,0.0215149,-0.000915527,0.00518799,-0.00106812,0.0563049,0.0247192,0.0154114,0.0331116,0.0396729,0.0427246,-0.0134277,-0.032959,3.40963,-1.68132,3.57454,858.976,-854.244,170.19,207.643,-1058.39,0.0770316,0.0281143,-0.13504,-0.130463,0.159416,0.0119019,0.395203,-0.0501633,0.00980377,-0.265236,-0.965385,-0.180092,0.0282669,-0.0589752,0.21698,-0.00217438,0.276375,-0.0174332,0.231552,0.183029,-0.0289917,0.199051,0.221329,-0.0989914,-0.193787,0.0411606,-0.249519,-0.141449,0.220184,-0.030098,0.047226,-0.0952911,-0.00038147,-0.00610352
338,0.00350952,0.0254822,0.0239563,0.0183105,-0.111084,0.015564,0.0305176,-0.00732422,-0.00488281,0.465546,0.224915,-0.276337,-0.0402832,0.0769043,-0.0486755,0.0941467,2.65244,2.64816,-0.0088501,0.0341797,0.0325012,0.0241089,0.0263977,-0.0205994,0.0167847,0.0358582,-0.0523376,0.0234985,0.0160217,0.00152588,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.056839,-0.129509,-0.135689,0.179634,0.0515366,0.391006,-0.0590897,0.00282288,-0.27523,-0.940208,-0.171051,0.0154495,-0.0597382,0.252991,0.000457764,0.243721,0.0586319,0.279655,0.13485,-0.0644684,0.188904,0.244522,-0.110092,-0.230827,0.0818253,-0.172386,-0.143623,0.169106,-0.0300217,0.0365829,-0.0935364,-0.0337982,0.0112915
338,0.0119019,0.010376,0.0105286,0.0141907,0.0239563,0.0213623,0.00930786,0.0128174,-0.000152588,0.452423,0.232086,-0.291138,-0.0454712,0.0863647,-0.0532532,0.0808716,2.62527,2.66357,0.0184631,0.0379944,0.00350952,-0.00854492,0.0820923,0.0328064,0.0125122,0.0415039,-0.0967407,-0.0314331,0.00854492,-0.0292969,0,0,0,0,0,0,207.643,-1058.39,0.0770316,0.0241852,-0.159264,-0.101509,0.207176,0.0468826,0.412254,-0.0385666,-0.0397873,-0.290222,-0.977211,-0.166779,0.0395584,-0.0381851,0.245399,0.0314713,0.277061,0.0473022,0.286598,0.182686,-0.0234222,0.127678,0.195007,-0.0910568,-0.207214,0.0896072,-0.214233,-0.132179,0.226822,-0.0246811,-0.0304413,-0.117607,-0.0524139,-0.00701904
339,-0.00305176,0.012207,-0.00854492,0.00701904,-0.132446,-0.00961304,0.000457764,0.0268555,-0.0241089,0.413208,0.141907,-0.270691,0.0105286,0.133209,-0.0628662,0.133057,2.68066,2.68143,0.00534058,-0.00579834,0.0216675,0.0379944,0.043335,0.0280762,0.0456238,0.0849915,0.0291443,-0.0505066,-0.00259399,0.0131226,3.59018,-2.12368,4.64777,768.917,-818.151,453.043,207.643,-1058.39,0.0770316,0.0283051,-0.0810242,-0.0939178,0.0241852,0.0371552,0.434265,-0.0408173,-0.0491333,-0.258942,-0.36129,-0.116539,0.0756073,-0.0442886,0.22213,0.0159073,0.26207,0.000915527,0.346489,0.155258,-0.0203705,0.203705,0.21965,-0.14576,-0.226326,0.0593948,-0.192108,-0.0972366,0.186768,0.00087738,0.075531,-0.115204,-0.0611496,0.00671387
339,-0.0163269,0.00610352,-0.0604248,-0.0190735,0.0350952,0.0216675,-0.0106812,0.0202942,-0.000152588,0.433502,0.148621,-0.281372,-0.0238037,0.111389,-0.0650024,0.135498,2.65472,2.66205,0.00976562,-0.00900269,-0.00686646,-0.0210571,0.0378418,0.040741,0.0349426,0.0769043,0.119019,0.0413513,-0.0164795,-0.0256348,0,0,0,0,0,0,207.643,-1058.39,0.0770316,-0.0112915,-0.108147,-0.0761032,0.0829697,0.0380325,0.411758,-0.0110626,-0.0344467,-0.231628,-0.351334,-0.145683,0.0495148,-0.0284576,0.184479,0.00587463,0.286446,0.0230789,0.274391,0.170593,-0.00228882,0.162392,0.227852,-0.10582,-0.216179,0.0239563,-0.223083,-0.131149,0.212936,-0.0216293,0.0374603,-0.11261,-0.018158,-0.0134277
